Symbol,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
UKOILm,H4,TP_ONLY,39.95,82.347,82.347,82.378,82.3625,NEUTRAL,NEUTRAL,NEUTRAL,0.6451,0.671,-0.012999999999997323,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,82.347,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,3.100000000000591,2.71,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.8672707991551404,-17.93624869143151,False,0.6141811350705915,NEUTRAL,0.8398560493915537,0.6237686820042516,1.1,VOID,0.02741474976358671,-0.009587546933660152,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.9458,94.58,166,,0,THIN_SESSION,31.82,NEUTRAL,Belum ada arah BUY/SELL matang.,46.02630567535296
USOILm,H4,TP_ONLY,52.04,79.376,79.376,79.396,79.386,NEUTRAL,NEUTRAL,NEUTRAL,0.3159,0.4961,0.14994285714285116,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,79.376,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,1.999999999999602,1.75,0.0,0.0,0.0,0.0,False,,0.0,0.9999999999998608,STRESSED,False,1.0999999999998609,1.1415456232511823,-13.087754435215233,False,0.6886971555013461,NEUTRAL,1.105164034163764,0.7001051015899942,1.0999999999998609,STRESSED,0.036381589087418176,-0.011407946088648035,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.9255,92.55,188,,0,THIN_SESSION,35.13,NEUTRAL,Belum ada arah BUY/SELL matang.,42.62738577750674
USDJPYm,H4,TP_ONLY,81.62,160.217,160.217,160.227,160.222,NEUTRAL,NEUTRAL,NEUTRAL,0.0143,0.0943,0.026457142857152074,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,160.217,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,0.9999999999990905,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999996817,LAMINAR,False,0.7499999999996817,0.014045312514665093,0.04448874839175292,True,0.25507624038930377,NEUTRAL,0.014045312514665093,0.24634441077335803,0.7499999999996817,LAMINAR,0.0,0.008731829615945735,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.9051,90.51,158,,0,THIN_SESSION,35.1,NEUTRAL,Belum ada arah BUY/SELL matang.,35.290781201946515
GBPJPYm,H4,TP_ONLY,97.13,214.73,214.73,214.757,214.74349999999998,NEUTRAL,NEUTRAL,NEUTRAL,0.2965,0.296,-0.052285714285710196,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,214.73,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,2.7000000000015234,2.36,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.11922762677357608,0.7565319903158199,True,0.31589676417590573,NEUTRAL,0.10753664215128814,0.3396964840149233,1.1,STRESSED,0.011690984622287945,-0.023799719839017575,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.8932,89.32,206,,0,THIN_SESSION,26.05,NEUTRAL,Belum ada arah BUY/SELL matang.,34.942183820879535
EURNZDm,H4,TP_ONLY,85.31,1.99384,1.99384,1.9940600000000002,1.9939500000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.0263,0.1785,0.0014434285714286842,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.99384,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,2.2000000000010895,1.93,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.22155018650804748,0.9566011335003535,True,0.41864786123821884,NEUTRAL,0.21057115136066618,0.41676283552129506,1.1,STRESSED,0.0109790351473813,0.0018850257169237827,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8782,87.82,238,,0,THIN_SESSION,25.65,NEUTRAL,Belum ada arah BUY/SELL matang.,30.672739306191094
EURAUDm,H4,TP_ONLY,142.4,1.64074,1.64074,1.6409099999999999,1.640825,NEUTRAL,NEUTRAL,NEUTRAL,0.6191,0.4861,-0.00026657142857145264,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.64074,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,1.6999999999978144,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999992351,STRESSED,False,0.994999999999235,0.10153428924401914,-0.6654600718486553,False,0.37853678763869686,NEUTRAL,0.08743655346306926,0.4084651707917411,0.9950000000007894,STRESSED,0.014097735780949874,-0.029928383153044247,-1.5543122344752192e-12,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8395,83.95,162,,0,THIN_SESSION,39.51,NEUTRAL,Belum ada arah BUY/SELL matang.,46.96078393819349
CADJPYm,H4,TP_ONLY,144.14,114.452,114.452,114.469,114.4605,NEUTRAL,NEUTRAL,NEUTRAL,0.2293,0.2268,-0.015171428571427935,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,114.452,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.04595852484627036,-0.06483021580608267,True,0.29441210449959565,NEUTRAL,0.04050022633606744,0.31158759850099316,0.9949999999998568,STRESSED,0.005458298510202922,-0.017175494001397507,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8125,81.25,176,,0,THIN_SESSION,31.45,NEUTRAL,Belum ada arah BUY/SELL matang.,35.43836052249798
GBPCADm,H4,TP_ONLY,148.67,1.8760599999999998,1.8760599999999998,1.8762400000000001,1.87615,NEUTRAL,NEUTRAL,NEUTRAL,0.1874,0.2643,-0.0001999999999999255,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87606,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,1.8000000000029104,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000010187,STRESSED,False,1.0300000000010188,0.0758531690599072,0.793567415970124,True,0.4314886351543783,NEUTRAL,0.07152476041513794,0.44851327854810064,1.0300000000002416,STRESSED,0.004328408644769258,-0.01702464339372234,7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8053,80.53,190,,0,THIN_SESSION,30.52,NEUTRAL,Belum ada arah BUY/SELL matang.,34.82664317577189
GBPNZDm,H4,TP_ONLY,110.51,2.3064,2.3064,2.30664,2.30652,NEUTRAL,NEUTRAL,NEUTRAL,0.0756,0.2102,0.0016728571428572523,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.3064,,,,TANPA_SL_TP_ONLY,50.0,500.0,,TP_ONLY_50_PIPS,,2.399999999997959,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.19855508402395416,0.5894125706068291,True,0.4301189176110807,NEUTRAL,0.19340338397989681,0.4351002036363554,1.1,STRESSED,0.00515170004405735,-0.0049812860252747004,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.7921,79.21,202,,0,THIN_SESSION,23.24,NEUTRAL,Belum ada arah BUY/SELL matang.,28.815794588055404
GBPCHFm,H4,TP_ONLY,169.13,1.06552,1.06552,1.06567,1.065595,BUY,BUY,STRICT,1.062,0.8295,7.285714285709403e-05,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.01,1.06552,,,,TANPA_SL_TP_ONLY,50.0,500.0,1.07052,TP_ONLY_50_PIPS,,1.4999999999987244,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8249999999995534,STRESSED,False,0.9249999999995534,0.0044119063053275585,-0.809506788462546,False,0.616571083469989,BUY,0.0026526783183049344,0.6312865796493934,0.9250000000003306,STRESSED,0.0017592279870226241,-0.014715496179404375,-7.771561172376096e-13,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,STRESSED,Setup BUY valid pada TF H4. Mode ini mengincar TP sekitar 50.0 pips tanpa SL; gunakan lot kecil dan pantau floating risk. Akurasi historis resolved sekitar 79.13%.,TRADEABLE,0.7913,79.13,206,,0,THIN_SESSION,65.32,PASS,,81.80165541734995
