Symbol,Close,Bid,Ask,Mid_Price,Direction,Regime,Confidence,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals
USDCAD.m,1.39839,1.39839,1.39954,1.398965,NEUTRAL,RANGE,0,0.0,31.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,11.499999999999842,10.06,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.008474228835853092,0.06725619710205372,False,0.7897592585084954,NEUTRAL,0.029311063029290946,0.232480643186447,0.7149999999997322,LAMINAR,-0.020836834193437855,0.5572786153220484,0.3850000000002679,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
USDCHF.m,0.79653,0.79653,0.79771,0.79712,NEUTRAL,RANGE,0,0.0,31.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,11.800000000000697,10.33,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.025719211723852255,-0.13237600712104786,False,0.7421508097365672,NEUTRAL,0.08138493667355688,0.1652674749690279,0.6450000000000506,LAMINAR,-0.05566572494970463,0.5768833347675393,0.45499999999994944,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
USDJPY.m,160.151,160.151,160.306,160.2285,NEUTRAL,RANGE,0,0.0,39.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,15.500000000000114,13.56,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.036764250965813476,-0.2655190636950649,True,0.69223983213391,NEUTRAL,0.08503271859307901,0.21355552102655684,0.5749999999998409,LAMINAR,-0.048268467627265534,0.4786843111073532,0.5250000000001592,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
AUDCAD.m,0.98493,0.98493,0.98638,0.985655,NEUTRAL,RANGE,0,0.0,37.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,14.500000000000622,12.69,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.06001769422240037,0.3767487871018281,False,0.6529905277486453,NEUTRAL,0.13318867691482852,0.23995882538783794,0.6450000000000506,LAMINAR,-0.07317098269242815,0.41303170236080733,0.45499999999994944,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,TRADEABLE,0.0511,46.35,752,,0
AUDCHF.m,0.56106,0.56106,0.56224,0.56165,NEUTRAL,RANGE,0,0.0,31.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,11.799999999999589,10.32,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.09205295614284442,0.17943064837033462,False,0.8112109967554069,NEUTRAL,0.08103160834410167,0.15952813891904677,0.6100000000002099,LAMINAR,0.011021347798742753,0.65168285783636,0.48999999999979016,False,True,CRITICAL_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
EURNZD.m,1.9822899999999999,1.9822899999999999,1.9848599999999998,1.9835749999999999,NEUTRAL,RANGE,0,0.0,58.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,25.69999999999961,22.49,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.05843382655690544,-0.4750717070220283,False,0.5500850065982031,NEUTRAL,0.08868475010783698,0.14198447480456117,0.6450000000000506,LAMINAR,-0.030250923550931542,0.408100531793642,0.45499999999994944,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
GBPCAD.m,1.87432,1.87432,1.87637,1.875345,NEUTRAL,RANGE,0,0.0,48.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,20.500000000001073,17.94,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.05118725158055727,0.09904468682906481,True,0.5817785466929264,NEUTRAL,0.05926061556434672,0.15447213684569477,0.6099999999998214,LAMINAR,-0.008073363983789446,0.4273064098472316,0.49000000000017874,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
GBPNZD.m,2.29764,2.29764,2.30021,2.2989249999999997,NEUTRAL,RANGE,0,0.0,58.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,25.69999999999961,22.49,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.06004876047503527,-0.46665749779950055,True,0.567348902283002,NEUTRAL,0.08197974434020301,0.17248947559951386,0.7849999999994134,LAMINAR,-0.021930983865167744,0.39485942668348817,0.3150000000005867,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
NZDCAD.m,0.81473,0.81473,0.81675,0.8157399999999999,NEUTRAL,RANGE,0,0.0,47.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,20.200000000000216,17.68,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.1007089311289795,0.4132694860415879,False,0.666634082477155,NEUTRAL,0.14212646353359534,0.1553209398326855,0.5749999999999807,LAMINAR,-0.04141753240461585,0.5113131426444696,0.5250000000000193,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
NZDCHF.m,0.46423,0.46423,0.46541,0.46482,NEUTRAL,RANGE,0,0.0,31.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,11.800000000000143,10.33,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.10802054819968823,0.25090692339712406,False,0.7851893118044035,NEUTRAL,0.09008518710660512,0.17535370844089393,0.5749999999999807,LAMINAR,0.017935361093083108,0.6098356033635096,0.5250000000000193,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,TRADEABLE,0.0376,45.6,777,,0
NZDJPY.m,93.317,93.317,93.551,93.434,NEUTRAL,RANGE,0,0.0,54.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,23.400000000000887,20.48,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.1403057336438893,0.09356468603691312,False,0.805591951909979,NEUTRAL,0.08462668859517049,0.1274607709558512,0.6799999999998448,LAMINAR,0.0556790450487188,0.6781311809541278,0.42000000000015525,False,True,CRITICAL_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
XAGUSD.m,67.963,67.963,68.085,68.024,NEUTRAL,RANGE,0,0.0,59.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,12.199999999999989,10.67,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.25054683853390963,4.078483368980026,True,0.7351704297828157,NEUTRAL,0.6928355214587234,0.25715274851411607,1.1,VOID,-0.44228868292481377,0.4780176812686996,0.0,False,False,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
XAUUSD.m,4222.41,4218.1,4219.7,4218.9,NEUTRAL,RANGE,0,0.0,2101.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,159.99999999994543,140.0,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.45770271281384295,3.0244504577194964,False,0.29804984062690276,NEUTRAL,0.4445191424752283,0.3000638791649194,1.1,VOID,0.01318357033861467,-0.002014038538016627,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,TRADEABLE,0.0748,47.72,751,,0
