Symbol,Close,Bid,Ask,Mid_Price,Direction,Regime,Confidence,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals
AUDNZD.m,1.20803,1.20803,1.2081,1.208065,NEUTRAL,RANGE,0,0.0,8.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.008096775222730447,-0.05950182613647124,True,0.24945524426889007,NEUTRAL,0.001874703297885032,0.308789514542093,0.7499999999999615,LAMINAR,0.0062220719248454156,-0.059334270273202955,-0.10499999999991083,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
AUDUSD.m,0.70505,0.70505,0.7051,0.7050749999999999,NEUTRAL,RANGE,0,0.0,12.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.16130168384663748,-0.2269934250100874,True,0.15790212155331784,NEUTRAL,0.16772261423746154,0.16269706641075743,0.54000000000014,LAMINAR,-0.006420930390824059,-0.004794944857439587,0.034999999999840714,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
AUDJPY.m,112.838,112.838,112.847,112.8425,NEUTRAL,RANGE,0,0.0,14.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9000000000000341,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.615000000000012,LAMINAR,False,0.715000000000012,0.07649519090539716,-0.17364064532066248,True,0.16303766007261605,NEUTRAL,0.08230055021307699,0.15565864802411586,0.645000000000175,LAMINAR,-0.005805359307679822,0.007379012048500194,0.06999999999983697,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,TRADEABLE,0.112,49.49,839,,0
CHFJPY.m,201.234,201.234,201.25,201.24200000000002,NEUTRAL,RANGE,0,0.0,14.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.5999999999991132,1.4,0.0,0.0,0.0,0.0,False,,0.0,0.8599999999996897,STRESSED,False,0.9599999999996897,0.005510015890944905,0.14292974517678286,True,0.3252595734238556,NEUTRAL,0.014900112942912297,0.2863372820102842,0.9949999999998568,STRESSED,-0.009390097051967392,0.0389222914135714,-0.03500000000016712,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,UNVALIDATED,,,0,,0
EURAUD.m,1.64299,1.64299,1.6430799999999999,1.6430349999999998,SELL,RANGE,83,0.86,17.5,DATA_DRIVEN,22.1,DATA_DRIVEN,1.26,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.08210253424856925,0.4007364871639727,True,0.20148837593206312,SELL,0.09171454798774345,0.20441671402853978,0.6099999999998214,LAMINAR,-0.009612013739174197,-0.0029283380964766625,0.10499999999991083,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,LAMINAR,TRADEABLE,0.0365,45.45,818,,0
EURCAD.m,1.61939,1.61939,1.61947,1.61943,NEUTRAL,RANGE,0,0.0,9.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7999999999985795,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999995028,LAMINAR,False,0.6799999999995028,0.052180353286600895,0.18902623179627276,True,0.16509767701946398,NEUTRAL,0.048027686827889556,0.12580170417982864,0.6449999999992735,LAMINAR,0.004152666458711339,0.039295972839635346,0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
EURCHF.m,0.92127,0.92127,0.92132,0.921295,NEUTRAL,TREND,0,0.0,6.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.0006284184138175522,0.08841941390652035,False,0.2829111759347016,NEUTRAL,0.006054230163541506,0.24227805292655383,0.5749999999999807,LAMINAR,-0.005425811749723954,0.04063312300814778,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
EURGBP.m,0.86313,0.86313,0.86318,0.8631549999999999,SELL,RANGE,83,2.73,5.5,DATA_DRIVEN,6.9,DATA_DRIVEN,1.25,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.008029817941537114,0.15304862401593483,True,0.22933145677237468,SELL,0.010201576236157467,0.19948633645445635,0.5749999999999807,LAMINAR,-0.0021717582946203535,0.029845120317918333,0.0,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,LAMINAR,TRADEABLE,0.046,46.3,813,,0
EURJPY.m,185.4,185.4,185.408,185.404,NEUTRAL,RANGE,0,0.0,12.7,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7999999999981355,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999993475,LAMINAR,False,0.6799999999993475,0.003840671681914575,0.21360745102276638,True,0.3155276186029359,NEUTRAL,0.009314097303319226,0.2866672298251928,0.7150000000005093,LAMINAR,-0.0054734256214046505,0.02886038877774305,-0.03500000000116188,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
EURUSD.m,1.15846,1.15846,1.15848,1.1584699999999999,NEUTRAL,RANGE,0,0.0,11.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.19999999999908977,0.17,0.0,0.0,0.0,0.0,False,,0.0,0.3699999999996814,LAMINAR,False,0.46999999999968145,0.08145614111919214,0.07687536889544419,True,0.12854563267949579,NEUTRAL,0.07660001422738928,0.11777404064078209,0.46999999999968145,LAMINAR,0.004856126891802856,0.010771592038713695,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPAUD.m,1.90344,1.90344,1.9035600000000001,1.9035000000000002,NEUTRAL,RANGE,0,0.0,19.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.2000000000011999,1.05,0.0,0.0,0.0,0.0,False,,0.0,0.7200000000004199,LAMINAR,False,0.8200000000004198,0.07546404309921616,0.23722929097835238,True,0.24160581562322914,NEUTRAL,0.08260550405920919,0.2806579587107645,0.7849999999994134,LAMINAR,-0.007141460959993032,-0.03905214308753535,0.03500000000100645,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPCHF.m,1.06731,1.06731,1.06738,1.067345,NEUTRAL,RANGE,0,0.0,6.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.0068257811809892075,-0.0733286433576691,True,0.27248422413562884,NEUTRAL,0.013850984766590756,0.27152535019260593,0.6449999999992735,LAMINAR,-0.007025203585601549,0.0009588739430229087,7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPJPY.m,214.787,214.787,214.804,214.7955,NEUTRAL,RANGE,0,0.0,15.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.002635379329632834,0.0488460375836136,True,0.30618632558607345,NEUTRAL,0.00019244640417225055,0.3481661271413634,1.1,STRESSED,0.0024429329254605833,-0.041979801555289964,-0.10500000000014331,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,UNVALIDATED,,,0,,0
GBPUSD.m,1.34208,1.34208,1.34214,1.34211,NEUTRAL,RANGE,0,0.0,14.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.6000000000017102,0.53,0.0,0.0,0.0,0.0,False,,0.0,0.5100000000005985,LAMINAR,False,0.6100000000005985,0.08775798676779777,-0.06372779355263408,True,0.11369666851626384,NEUTRAL,0.08578302299014619,0.14649650563973216,0.6450000000000506,LAMINAR,0.0019749637776515783,-0.03279983712346832,-0.034999999999452136,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
NZDUSD.m,0.58362,0.58362,0.58366,0.5836399999999999,NEUTRAL,RANGE,0,0.0,10.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.39999999999928976,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.43999999999975137,LAMINAR,False,0.5399999999997513,0.16999532867067887,-0.16305841887381547,True,0.11279507736038448,NEUTRAL,0.1630511050522956,0.13981796934488006,0.6100000000002099,LAMINAR,0.006944223618383288,-0.027022891984495576,-0.07000000000045858,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
USDCAD.m,1.39794,1.39794,1.3980299999999999,1.3979849999999998,NEUTRAL,RANGE,0,0.0,9.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.029311063029290946,0.07943844582318776,True,0.232480643186447,NEUTRAL,0.028864138563544618,0.21539152858292404,0.7149999999997322,LAMINAR,0.00044692446574632824,0.01708911460352297,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
USDCHF.m,0.79524,0.79524,0.79531,0.795275,NEUTRAL,RANGE,0,0.0,8.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.08138493667355688,-0.002343169397848406,True,0.1652674749690279,NEUTRAL,0.07274510595545954,0.1623932223703476,0.6450000000000506,LAMINAR,0.008639830718097347,0.0028742525986803213,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
