Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.21354,1.21354,1.21362,1.2135799999999999,SELL,SELL,PROJECTED,0.8858,0.7118,0.0006188571428571129,TREND,64,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.21354,10.4,104.0,1.21458,DATA_DRIVEN,14.5,145.0,1.21209,DATA_DRIVEN,1.39,0.7999999999985795,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999995028,LAMINAR,False,0.6799999999995028,0.04869965482031236,0.3805566236507922,False,0.5867508056695631,SELL,0.06809065645298729,0.66659108050864,0.7150000000005093,LAMINAR,-0.019391001632674924,-0.07984027483907696,-0.03500000000100656,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0447,41.37,750,,0,LONDON_NY_OVERLAP,50.28,WATCH,quality 50.3 < 62 | status historis AVOID | winrate historis 41.37% < 45.00% | expectancy historis -0.0447R < 0.0200R,59.23255402834782
AUDUSD.m,0.70801,0.70801,0.70807,0.70804,NEUTRAL,NEUTRAL,NEUTRAL,0.4006,0.4427,0.0001411428571428195,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.70801,7.3,73.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.5999999999994897,0.52,0.0,0.0,0.0,0.0,False,,0.0,0.5099999999998214,LAMINAR,False,0.6099999999998214,0.003442608064041619,-0.0796963096914361,True,0.6507970846080289,NEUTRAL,0.048052171436717535,0.5811180411866675,0.5749999999999807,LAMINAR,-0.044609563372675916,0.06967904342136133,0.0349999999998406,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0318,41.72,826,,0,LONDON_NY_OVERLAP,25.46,NEUTRAL,Belum ada arah BUY/SELL matang.,26.749785423040144
AUDJPY.m,113.421,113.421,113.436,113.42850000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.3197,0.403,0.04531428571428098,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,113.421,10.7,107.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.5000000000000568,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8250000000000199,STRESSED,False,0.9250000000000199,0.024009468317335518,6.027407599036583e-05,True,0.6839452816666586,NEUTRAL,0.059725353694899605,0.5902749173422657,0.7500000000001791,LAMINAR,-0.03571588537756409,0.09367036432439291,0.17499999999984084,False,True,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: STRESSED.",TRADEABLE,0.1164,49.71,840,,0,LONDON_NY_OVERLAP,20.57,NEUTRAL,Belum ada arah BUY/SELL matang.,24.756426408333294
CHFJPY.m,201.825,201.825,201.855,201.83999999999997,BUY,BUY,PROJECTED,0.858,0.7254,-0.03674285714286657,RANGE,54,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,201.825,16.8,168.0,201.657,DATA_DRIVEN,21.3,213.0,202.038,DATA_DRIVEN,1.27,3.0000000000001137,2.63,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.04448317466139178,-0.3888544157085094,False,0.6593861206536012,BUY,0.03890292473811242,0.6559545790953484,1.1,STRESSED,0.005580249923279365,0.0034315415582528708,0.0,False,True,RESONANCE_MISMATCH,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1405,36.11,838,,0,LONDON_NY_OVERLAP,26.26,WATCH,quality 26.3 < 62 | status historis AVOID | winrate historis 36.11% < 45.00% | expectancy historis -0.1405R < 0.0200R,42.952730603268
EURAUD.m,1.63807,1.63807,1.63821,1.63814,NEUTRAL,NEUTRAL,NEUTRAL,0.4459,0.4762,-0.0008860000000000481,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,1.63807,12.9,129.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.4000000000002897,1.23,0.0,0.0,0.0,0.0,False,,0.0,0.7900000000001013,STRESSED,False,0.8900000000001013,0.05805390907211178,-0.35126519833805403,True,0.6402848881558575,NEUTRAL,0.09987153577279961,0.6919135786295518,0.6450000000000506,LAMINAR,-0.04181762670068783,-0.05162869047369434,0.24500000000005062,False,True,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: STRESSED.",TRADEABLE,0.0397,45.62,818,-1.0,1,LONDON_NY_OVERLAP,16.36,NEUTRAL,Belum ada arah BUY/SELL matang.,23.301024440779287
EURCAD.m,1.62189,1.62189,1.62202,1.621955,BUY,BUY,PROJECTED,0.7815,0.6575,-0.0004448571428571223,RANGE,64,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.62189,11.0,110.0,1.62079,DATA_DRIVEN,13.9,139.0,1.62328,DATA_DRIVEN,1.26,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.042940133277584364,-0.16234153970553125,False,0.6156701039807366,BUY,0.05838958273803907,0.6359099052378674,0.6450000000000506,LAMINAR,-0.015449449460454706,-0.020239801257130763,0.20999999999982133,False,True,RESONANCE_MISMATCH,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1581,34.83,757,,0,LONDON_NY_OVERLAP,40.58,WATCH,quality 40.6 < 62 | status historis AVOID | winrate historis 34.83% < 45.00% | expectancy historis -0.1581R < 0.0200R,50.942950519903675
EURCHF.m,0.92055,0.92055,0.92063,0.92059,NEUTRAL,NEUTRAL,NEUTRAL,0.34,0.4007,3.942857142863103e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.92055,7.0,70.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.7999999999996897,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999998914,LAMINAR,False,0.6799999999998914,0.010311730579341528,-0.02459175748421571,False,0.6546587688036529,NEUTRAL,0.00014492903457135795,0.7069885788102053,0.6100000000002099,LAMINAR,0.01016680154477017,-0.052329810006552346,0.06999999999968143,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0096,43.14,801,,0,LONDON_NY_OVERLAP,23.33,NEUTRAL,Belum ada arah BUY/SELL matang.,24.919193844018267
EURGBP.m,0.8639,0.8639,0.86396,0.86393,NEUTRAL,NEUTRAL,NEUTRAL,0.3102,0.3794,-0.00015857142857142415,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,0.8639,6.0,60.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.5999999999994897,0.52,0.0,0.0,0.0,0.0,False,,0.0,0.5099999999998214,LAMINAR,False,0.6099999999998214,0.011135149890399971,-0.02336524037050443,True,0.637540761297394,NEUTRAL,0.060906702740508224,0.6437083686418299,0.5749999999999807,LAMINAR,-0.04977155285010825,-0.006167607344435888,0.0349999999998406,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0461,46.3,813,0.125,2,LONDON_NY_OVERLAP,27.39,NEUTRAL,Belum ada arah BUY/SELL matang.,27.28820380648697
EURJPY.m,185.808,185.808,185.818,185.813,BUY,BUY,PROJECTED,0.9933,0.7864,-0.025399999999995725,RANGE,70,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,185.808,11.6,116.0,185.692,DATA_DRIVEN,14.6,146.0,185.954,DATA_DRIVEN,1.26,1.0000000000019327,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000006765,LAMINAR,False,0.7500000000006765,0.02910711283995012,-0.2548696146263413,False,0.6103542045647633,BUY,0.036814543821496126,0.5608427969423376,0.6449999999991802,LAMINAR,-0.007707430981546005,0.049511407622425674,0.10500000000149623,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.0078,43.87,772,,0,LONDON_NY_OVERLAP,52.64,WATCH,quality 52.6 < 62 | winrate historis 43.87% < 45.00% | expectancy historis 0.0078R < 0.0200R,64.06857102282382
EURUSD.m,1.15984,1.15984,1.15988,1.1598600000000001,BUY,BUY,STRICT,1.097,0.8248,-0.00039514285714288354,RANGE,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.15984,8.8,88.0,1.15896,DATA_DRIVEN,11.2,112.0,1.16096,DATA_DRIVEN,1.27,0.40000000000040004,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.44000000000014,LAMINAR,False,0.54000000000014,0.059139571857127614,-0.25047887039489314,True,0.5473014533531164,BUY,0.049700664699374085,0.5282625759624631,0.43499999999945216,LAMINAR,0.009438907157753529,0.019038877390653353,0.10500000000068788,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0451,41.05,802,,0,LONDON_NY_OVERLAP,63.09,WATCH,status historis AVOID | winrate historis 41.05% < 45.00% | expectancy historis -0.0451R < 0.0200R,72.8512072667656
GBPAUD.m,1.89602,1.89602,1.8962599999999998,1.89614,NEUTRAL,NEUTRAL,NEUTRAL,0.4026,0.4599,-0.0006819999999999735,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.89602,14.4,144.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.399999999997959,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.04930698681261963,-0.4445135653711205,True,0.6642367610864759,NEUTRAL,0.03934144147765514,0.6549124987475495,0.9600000000005601,STRESSED,0.009965545334964486,0.009324262338926359,0.13999999999944002,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.0081,43.83,802,,0,LONDON_NY_OVERLAP,11.52,NEUTRAL,Belum ada arah BUY/SELL matang.,19.66998380543238
GBPCHF.m,1.06551,1.06551,1.06566,1.065585,NEUTRAL,NEUTRAL,NEUTRAL,0.2847,0.3828,0.00023685714285713775,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.06551,10.7,107.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.5000000000009448,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8250000000003306,STRESSED,False,0.9250000000003306,0.01873177114100408,-0.0412142535277564,True,0.7039242035366631,NEUTRAL,0.059139082211028614,0.6281238489881332,0.7149999999997322,LAMINAR,-0.04040731107002453,0.07580035454852985,0.21000000000059837,False,True,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: STRESSED.",AVOID,-0.1003,38.14,891,,0,LONDON_NY_OVERLAP,14.36,NEUTRAL,Belum ada arah BUY/SELL matang.,18.221621017683315
GBPJPY.m,215.058,215.058,215.096,215.077,NEUTRAL,BUY,NEUTRAL,0.6519,0.621,0.009085714285714433,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,215.058,16.9,169.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,3.8000000000010914,3.33,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.02286792242036649,-0.3891385620461658,True,0.7340564955384643,NEUTRAL,0.021205872542132614,0.7418107679751318,1.1,STRESSED,0.0016620498782338768,-0.0077542724366674864,0.0,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,AVOID,-0.054,40.56,816,,0,LONDON_NY_OVERLAP,4.91,NEUTRAL,Belum ada arah BUY/SELL matang.,19.613982477692325
GBPUSD.m,1.34246,1.34246,1.34259,1.342525,BUY,BUY,PROJECTED,0.8453,0.7022,-0.00021571428571419077,RANGE,52,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.34246,12.2,122.0,1.34124,DATA_DRIVEN,15.4,154.0,1.344,DATA_DRIVEN,1.26,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.05096245372320737,-0.4218010195897614,True,0.6383880737276624,NEUTRAL,0.010114646354301083,0.6984041862619834,0.7149999999997322,LAMINAR,0.04084780736890628,-0.06001611253432104,0.1400000000001398,True,True,RESONANCE_MISMATCH,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.0098,44.12,814,,0,LONDON_NY_OVERLAP,43.58,WATCH,quality 43.6 < 62 | winrate historis 44.12% < 45.00% | expectancy historis 0.0098R < 0.0200R,53.65374036863832
NZDUSD.m,0.5834,0.5834,0.58347,0.583435,BUY,BUY,PROJECTED,0.8564,0.6928,-0.00018142857142855668,RANGE,62,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.5834,6.5,65.0,0.58275,DATA_DRIVEN,8.1,81.0,0.58421,DATA_DRIVEN,1.25,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.05370941155659915,-0.5226793344986267,True,0.5947628577337006,BUY,0.021434657071131093,0.6318581128781808,0.5749999999999807,LAMINAR,0.03227475448546806,-0.0370952551444802,0.0700000000000699,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0892,38.68,776,,0,LONDON_NY_OVERLAP,48.18,WATCH,quality 48.2 < 62 | status historis AVOID | winrate historis 38.68% < 45.00% | expectancy historis -0.0892R < 0.0200R,56.716014288668504
USDCAD.m,1.39844,1.39844,1.39855,1.398495,NEUTRAL,NEUTRAL,NEUTRAL,0.6536,0.5964,9.314285714280081e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.39844,10.6,106.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.1000000000005448,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6850000000001906,LAMINAR,False,0.7850000000001905,0.01565415468208119,0.20862877372135918,True,0.6795697507324617,NEUTRAL,0.008651812448308285,0.6914529481986906,0.7149999999997322,LAMINAR,0.0070023422337729055,-0.0118831974662289,0.07000000000045836,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0203,42.24,816,,0,LONDON_NY_OVERLAP,26.27,NEUTRAL,Belum ada arah BUY/SELL matang.,31.52074875366231
USDCHF.m,0.79367,0.79367,0.79376,0.793715,SELL,SELL,PROJECTED,0.9612,0.7566,0.0003025714285713942,RANGE,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.79367,7.9,79.0,0.79446,DATA_DRIVEN,9.9,99.0,0.79268,DATA_DRIVEN,1.26,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.06865721815707021,0.2849070958537469,False,0.5933077844815007,SELL,0.04901673427861607,0.5781470141985064,0.6450000000000506,LAMINAR,0.019640483878454143,0.01516077028299423,0.07000000000007012,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0759,39.23,811,,0,LONDON_NY_OVERLAP,53.56,WATCH,quality 53.6 < 62 | status historis AVOID | winrate historis 39.23% < 45.00% | expectancy historis -0.0759R < 0.0200R,65.27493892240751
USDJPY.m,160.198,160.198,160.21,160.204,NEUTRAL,NEUTRAL,NEUTRAL,0.269,0.3533,0.032542857142860857,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,160.198,9.1,91.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.2000000000000455,1.05,0.0,0.0,0.0,0.0,False,,0.0,0.720000000000016,LAMINAR,False,0.8200000000000159,0.028146431911938562,0.09043573674829333,True,0.6237904926240387,NEUTRAL,0.011074232600711395,0.638430536271604,0.6799999999993475,LAMINAR,0.017072199311227165,-0.014640043647565215,0.14000000000066848,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0504,40.86,889,,0,LONDON_NY_OVERLAP,17.42,NEUTRAL,Belum ada arah BUY/SELL matang.,19.869552463120193
