Symbol,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
UKOILm,H4,ZF_DYNAMIC_SL_TP,39.95,81.121,78.707,78.737,78.722,NEUTRAL,NEUTRAL,NEUTRAL,0.3609,0.4938,-0.3158857142857135,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,81.121,173.4,1734.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,3.0000000000001137,2.63,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,1.14206055888059,-13.22084962502718,True,0.5908646532351772,NEUTRAL,0.29474167737721013,0.647058422587937,1.1,STRESSED,0.84731888150338,-0.05619376935275977,0.0,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.9458,94.58,166,,0,LONDON,21.81,NEUTRAL,Belum ada arah BUY/SELL matang.,35.85702326617589
USOILm,H4,ZF_DYNAMIC_SL_TP,52.04,77.875,75.227,75.247,75.237,NEUTRAL,NEUTRAL,NEUTRAL,0.1061,0.369,-0.3358571428571407,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,77.875,176.6,1766.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.999999999999602,1.75,0.0,0.0,0.0,0.0,False,,0.0,0.9999999999998608,STRESSED,False,1.0999999999998609,1.0422483292286036,-5.930978556915372,True,0.6844556457534973,NEUTRAL,0.6840765133570809,0.6245283766057558,1.0999999999998609,STRESSED,0.3581718158715227,0.05992726914774149,0.0,False,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: STRESSED.",TRADEABLE,0.9255,92.55,188,,0,LONDON,25.78,NEUTRAL,Belum ada arah BUY/SELL matang.,34.106878228767485
USDJPYm,H4,ZF_DYNAMIC_SL_TP,81.62,160.287,160.287,160.297,160.292,NEUTRAL,NEUTRAL,NEUTRAL,0.1774,0.2913,-0.01682857142857199,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,160.287,22.7,227.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.9999999999990905,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999996817,LAMINAR,False,0.7499999999996817,0.05430911774005921,-0.08119594991039486,True,0.6039555456814848,NEUTRAL,0.04520530170786358,0.6132819297510774,0.7499999999996817,LAMINAR,0.009103816032195636,-0.00932638406959263,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.9051,90.51,158,,0,LONDON,34.57,NEUTRAL,Belum ada arah BUY/SELL matang.,39.35327772840743
GBPJPYm,H4,ZF_DYNAMIC_SL_TP,97.13,214.997,214.997,215.024,215.0105,NEUTRAL,NEUTRAL,NEUTRAL,0.1606,0.3071,-0.03951428571426839,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,214.997,41.5,415.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.6999999999986812,2.36,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.09519956366615562,-0.36167592357983464,False,0.6876037281400866,NEUTRAL,0.008951367599206858,0.7681570822181647,1.1,STRESSED,0.08624819606694877,-0.08055335407807807,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.8932,89.32,206,,0,LONDON,20.28,NEUTRAL,Belum ada arah BUY/SELL matang.,31.452818640700436
EURNZDm,H4,ZF_DYNAMIC_SL_TP,85.31,1.99529,1.99529,1.99551,1.9954,NEUTRAL,NEUTRAL,NEUTRAL,0.0029,0.238,0.0011097142857143323,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.99529,46.1,461.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.199999999998869,1.92,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.07442903593343136,0.4661886311417967,False,0.7326348508793887,NEUTRAL,0.04892227095878557,0.7666501269732808,1.1,STRESSED,0.025506764974645796,-0.0340152760938921,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8782,87.82,238,,0,LONDON,21.61,NEUTRAL,Belum ada arah BUY/SELL matang.,29.646274254396943
EURAUDm,H4,ZF_DYNAMIC_SL_TP,142.4,1.64486,1.64486,1.64503,1.6449449999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.5233,0.5142,0.0008500000000000071,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.64486,33.7,337.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7000000000000348,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8950000000000122,STRESSED,False,0.9950000000000122,0.09008470512015913,-0.7298446951046528,True,0.6636429588511805,NEUTRAL,0.041923214603054745,0.7156788181433419,0.9950000000000122,STRESSED,0.04816149051710439,-0.05203585929216137,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8395,83.95,162,,0,LONDON,33.94,NEUTRAL,Belum ada arah BUY/SELL matang.,43.7900147942559
CADJPYm,H4,ZF_DYNAMIC_SL_TP,144.14,114.465,114.465,114.482,114.4735,NEUTRAL,NEUTRAL,NEUTRAL,0.3625,0.427,-0.018571428571432,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,114.465,20.3,203.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.055974469941647745,-0.6341616251506383,True,0.6822289838216385,NEUTRAL,0.014568410731464134,0.7382050405144144,0.9950000000003542,STRESSED,0.04140605921018361,-0.05597605669277583,-4.973799150320701e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8125,81.25,176,,0,LONDON,30.62,NEUTRAL,Belum ada arah BUY/SELL matang.,39.0521449191082
GBPCADm,H4,ZF_DYNAMIC_SL_TP,148.67,1.87813,1.87813,1.87831,1.87822,NEUTRAL,NEUTRAL,NEUTRAL,0.0214,0.2328,-4.5714285714296646e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87813,28.7,287.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7999999999984695,1.57,0.0,0.0,0.0,0.0,False,,0.0,0.9299999999994644,STRESSED,False,1.0299999999994645,0.042196871897813286,0.3136759096419083,True,0.7313393018308442,NEUTRAL,0.020605706054981816,0.7648594883803708,1.0299999999994645,STRESSED,0.02159116584283147,-0.0335201865495266,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8053,80.53,190,,0,LONDON,23.83,NEUTRAL,Belum ada arah BUY/SELL matang.,29.99039650915422
GBPNZDm,H4,ZF_DYNAMIC_SL_TP,110.51,2.30604,2.30604,2.30628,2.30616,NEUTRAL,NEUTRAL,NEUTRAL,0.2028,0.3694,0.0009682857142857477,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.30604,65.9,659.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.4000000000023998,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.05190519660064771,-0.3260090663736701,True,0.7555249079042392,NEUTRAL,0.06351557653655349,0.7462993460563447,1.1,STRESSED,-0.011610379935905774,0.00922556184789447,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.7921,79.21,202,,0,LONDON,21.93,NEUTRAL,Belum ada arah BUY/SELL matang.,31.757524539521196
GBPCHFm,H4,ZF_DYNAMIC_SL_TP,169.13,1.06261,1.06261,1.06276,1.062685,BUY,BUY,STRICT,1.0639,0.8534,-0.0006919999999999968,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.83,1.06261,18.0,180.0,1.06081,DATA_DRIVEN,22.7,227.0,1.06488,DATA_DRIVEN,1.26,1.4999999999987244,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8249999999995534,STRESSED,False,0.9249999999995534,0.1280393320787331,-1.4277260702980876,False,0.6724955900237863,NEUTRAL,0.07302314207895298,0.6689455862474344,0.9250000000003306,STRESSED,0.05501618999978013,0.003550003776351951,-7.771561172376096e-13,True,False,RESONANCE_MISMATCH,NORMAL,True,EKSEKUSI,,ANOMALOUS,Setup BUY valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 79.13%.,TRADEABLE,0.7913,79.13,206,,0,LONDON,67.1,PASS,,83.09067795011893
