Symbol,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
UKOILm,H4,ZF_DYNAMIC_SL_TP,39.95,78.933,78.933,78.965,78.94900000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.4078,0.4931,-0.07471428571428032,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,78.933,177.5,1775.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,3.1999999999996476,2.8,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.8018362518971798,-15.400386975269578,False,0.7002014279060151,NEUTRAL,0.47202951242887287,0.7336100613840284,1.1,VOID,0.3298067394683069,-0.03340863347801326,0.0,False,False,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.9458,94.58,166,,0,LONDON,21.66,NEUTRAL,Belum ada arah BUY/SELL matang.,37.07160713953007
USOILm,H4,ZF_DYNAMIC_SL_TP,52.04,75.425,75.425,75.445,75.435,NEUTRAL,NEUTRAL,NEUTRAL,0.5846,0.6735,-0.09654285714285696,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,75.425,198.1,1981.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.999999999999602,1.75,0.0,0.0,0.0,0.0,False,,0.0,0.9999999999998608,STRESSED,False,1.0999999999998609,0.6215352035891201,-19.10937141358833,False,0.7424977229958858,NEUTRAL,0.32119100702115866,0.7717355475982606,1.1,STRESSED,0.3003441965679614,-0.029237824602374785,-1.3922196728799463e-13,False,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: STRESSED.",TRADEABLE,0.9255,92.55,188,,0,LONDON,34.74,NEUTRAL,Belum ada arah BUY/SELL matang.,46.981088614979434
USDJPYm,H4,ZF_DYNAMIC_SL_TP,81.62,160.212,160.212,160.222,160.21699999999998,NEUTRAL,NEUTRAL,NEUTRAL,0.3834,0.4112,-0.05139999999998507,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,160.212,21.5,215.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.0000000000019327,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000006765,LAMINAR,False,0.7500000000006765,0.07144879805836318,-0.21695418494074442,True,0.5818135074819694,NEUTRAL,0.08353663873085514,0.6011936983829627,0.7499999999996817,LAMINAR,-0.012087840672491953,-0.0193801909009933,9.947598300641403e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.9051,90.51,158,,0,LONDON,38.09,NEUTRAL,Belum ada arah BUY/SELL matang.,44.474567537409854
GBPJPYm,H4,ZF_DYNAMIC_SL_TP,97.13,214.89,214.89,214.912,214.901,NEUTRAL,NEUTRAL,NEUTRAL,0.2338,0.3473,-0.12685714285712776,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,214.89,41.4,414.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.200000000001978,1.93,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.11864588548851122,-0.5480706351406822,True,0.6624564120040013,NEUTRAL,0.09539809952816403,0.686162073429615,1.1,STRESSED,0.023247785960347198,-0.0237056614256137,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8932,89.32,206,,0,LONDON,25.6,NEUTRAL,Belum ada arah BUY/SELL matang.,35.424282060020005
EURNZDm,H4,ZF_DYNAMIC_SL_TP,85.31,1.9951699999999999,1.9951699999999999,1.99539,1.99528,NEUTRAL,NEUTRAL,NEUTRAL,0.053,0.2682,0.0012368571428570646,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.99517,45.0,450.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.2000000000010895,1.93,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.0556747835966367,0.5531464101330269,True,0.7507154374272604,NEUTRAL,0.009614266887819136,0.801627288991692,1.1,STRESSED,0.04606051670881756,-0.050911851564431565,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8782,87.82,238,,0,LONDON,22.57,NEUTRAL,Belum ada arah BUY/SELL matang.,31.066277187136304
EURAUDm,H4,ZF_DYNAMIC_SL_TP,142.4,1.6432099999999998,1.6432099999999998,1.64338,1.643295,NEUTRAL,NEUTRAL,NEUTRAL,0.4953,0.5291,0.0003562857142856467,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.64321,32.3,323.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7000000000022553,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8950000000007894,STRESSED,False,0.9950000000007894,0.001060758388985834,-0.713127405034648,True,0.7725298286936214,NEUTRAL,0.0038828007627784763,0.7691369438239752,0.9950000000007894,STRESSED,-0.002822042373792642,0.0033928848696461733,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8395,83.95,162,,0,LONDON,34.09,NEUTRAL,Belum ada arah BUY/SELL matang.,43.96894914346811
CADJPYm,H4,ZF_DYNAMIC_SL_TP,144.14,114.438,114.438,114.455,114.4465,NEUTRAL,BUY,NEUTRAL,0.5542,0.5458,-0.05568571428571457,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,114.438,20.1,201.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.06121525589135718,-0.842425924588171,False,0.6738315962450295,NEUTRAL,0.05411910293012343,0.6833414027262932,0.9950000000003542,STRESSED,0.007096152961233747,-0.00950980648126365,-4.973799150320701e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8125,81.25,176,,0,LONDON,34.02,NEUTRAL,Belum ada arah BUY/SELL matang.,43.94735798122515
GBPCADm,H4,ZF_DYNAMIC_SL_TP,148.67,1.87759,1.87759,1.87777,1.87768,NEUTRAL,NEUTRAL,NEUTRAL,0.0497,0.2456,-0.0002154285714287089,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87759,28.5,285.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7999999999984695,1.57,0.0,0.0,0.0,0.0,False,,0.0,0.9299999999994644,STRESSED,False,1.0299999999994645,0.06184208883839048,0.3553744745507056,True,0.706610375916449,NEUTRAL,0.042547113998444616,0.7306161394085608,1.0300000000002416,STRESSED,0.019294974839945862,-0.02400576349211181,-7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8053,80.53,190,,0,LONDON,24.19,NEUTRAL,Belum ada arah BUY/SELL matang.,30.517551879582246
GBPNZDm,H4,ZF_DYNAMIC_SL_TP,110.51,2.30653,2.30653,2.30677,2.3066500000000003,NEUTRAL,NEUTRAL,NEUTRAL,0.1479,0.3278,0.0011597142857143659,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.30653,50.7,507.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.4000000000023998,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.054881106227131805,-0.19498136504472952,True,0.7529077938845501,NEUTRAL,0.013684466023554658,0.7983675696361485,1.1,STRESSED,0.04119664020357715,-0.04545977575159843,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.7921,79.21,202,,0,LONDON,20.92,NEUTRAL,Belum ada arah BUY/SELL matang.,30.310538969422755
GBPCHFm,H4,ZF_DYNAMIC_SL_TP,169.13,1.06208,1.06208,1.06223,1.062155,BUY,BUY,STRICT,1.0824,0.8562,-0.0007414285714286094,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.8,1.06208,18.7,187.0,1.06021,DATA_DRIVEN,23.7,237.0,1.06445,DATA_DRIVEN,1.26,1.5000000000009448,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8250000000003306,STRESSED,False,0.9250000000003306,0.11488613170716494,-1.57786163420396,True,0.643701115681346,BUY,0.13605878968836493,0.6797032730066925,0.9250000000003306,STRESSED,-0.021172657981199994,-0.03600215732534651,0.0,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,STRESSED,Setup BUY valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 79.13%.,TRADEABLE,0.7913,79.13,206,,0,LONDON,66.93,PASS,,83.14920557840674
