Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.21293,1.21293,1.21304,1.212985,NEUTRAL,SELL,NEUTRAL,0.6487,0.6148,0.0005977142857143383,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,13.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.0999999999983243,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6849999999994134,LAMINAR,False,0.7849999999994134,0.08095526082616025,0.31358853573975437,True,0.7420908251960644,NEUTRAL,0.004716615758953332,0.716915271263163,0.7149999999997322,LAMINAR,0.07623864506720691,0.025175553932901384,0.0699999999996812,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0447,41.37,750,,0,LONDON_NY_OVERLAP,26.01,NEUTRAL,Belum ada arah BUY/SELL matang.,31.347154125980325
AUDUSD.m,0.7086,0.7086,0.70865,0.7086250000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.7348,0.6144,0.00029457142857142665,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.09513361031572957,-0.2710079507565583,True,0.577200210510945,NEUTRAL,0.023200396537130866,0.6069279092198077,0.54000000000014,LAMINAR,0.07193321377859871,-0.029727698708862604,0.034999999999840714,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0318,41.72,826,,0,LONDON_NY_OVERLAP,31.84,NEUTRAL,Belum ada arah BUY/SELL matang.,35.23800105255473
AUDJPY.m,113.476,113.476,113.488,113.482,NEUTRAL,NEUTRAL,NEUTRAL,0.5168,0.5249,0.04880000000000673,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,13.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.2000000000000455,1.05,0.0,0.0,0.0,0.0,False,,0.0,0.720000000000016,LAMINAR,False,0.8200000000000159,0.10766396260395396,-0.12075104344485349,True,0.7085351212107605,BUY,0.005415808285539652,0.6772159393696711,0.6799999999998448,LAMINAR,0.1022481543184143,0.031319181841089394,0.1400000000001711,True,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",TRADEABLE,0.1164,49.71,840,,0,LONDON_NY_OVERLAP,26.76,NEUTRAL,Belum ada arah BUY/SELL matang.,31.437475606053805
CHFJPY.m,202.008,202.008,202.033,202.0205,NEUTRAL,NEUTRAL,NEUTRAL,0.4697,0.5209,-0.004371428571432925,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,17.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,2.4999999999977263,2.19,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.003686591763752415,-0.1259058605289024,True,0.741788144297189,NEUTRAL,0.025231335971650386,0.683733325156353,1.0650000000001911,STRESSED,-0.02154474420789797,0.05805481914083599,0.03499999999980896,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,AVOID,-0.1405,36.11,838,,0,LONDON_NY_OVERLAP,8.49,NEUTRAL,Belum ada arah BUY/SELL matang.,17.658440721485945
EURAUD.m,1.63795,1.63795,1.6380400000000002,1.637995,NEUTRAL,NEUTRAL,NEUTRAL,0.096,0.3099,-0.0009739999999999784,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,24.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9000000000014552,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000005094,LAMINAR,False,0.7150000000005093,0.13645478410921194,-0.007979540006347652,True,0.8116955064772334,NEUTRAL,0.03675788597077194,0.5683674771538568,0.68000000000028,LAMINAR,0.09969689813844,0.2433280293233766,0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0397,45.62,818,-1.0,1,LONDON_NY_OVERLAP,15.29,NEUTRAL,Belum ada arah BUY/SELL matang.,17.971177532386164
EURCAD.m,1.6219000000000001,1.6219000000000001,1.62198,1.62194,NEUTRAL,NEUTRAL,NEUTRAL,0.5467,0.5338,-0.00028685714285713753,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,11.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7999999999985795,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999995028,LAMINAR,False,0.6799999999995028,0.06659482342580805,-0.08229832250372489,True,0.678483253530294,NEUTRAL,0.004855852818582083,0.7006133709573823,0.7499999999999615,LAMINAR,0.06173897060722597,-0.02213011742708826,-0.0700000000004587,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.1581,34.83,757,,0,LONDON_NY_OVERLAP,23.21,NEUTRAL,Belum ada arah BUY/SELL matang.,26.42671626765147
EURCHF.m,0.92009,0.92009,0.92016,0.920125,NEUTRAL,NEUTRAL,NEUTRAL,0.1856,0.281,-0.00013171428571422255,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.025731735343743397,-0.0259175534097353,True,0.5654858702016817,NEUTRAL,0.01872790040157596,0.5985686092887101,0.6450000000000506,LAMINAR,0.007003834942167438,-0.03308273908702841,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0096,43.14,801,,0,LONDON_NY_OVERLAP,20.86,NEUTRAL,Belum ada arah BUY/SELL matang.,20.64442935100841
EURGBP.m,0.86363,0.86363,0.86369,0.86366,NEUTRAL,NEUTRAL,NEUTRAL,0.1941,0.3307,-0.000248857142857093,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,6.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.5999999999994897,0.52,0.0,0.0,0.0,0.0,False,,0.0,0.5099999999998214,LAMINAR,False,0.6099999999998214,0.07163048039085677,0.006367640865046292,True,0.706487319242955,NEUTRAL,0.034759869338351894,0.5631528385114565,0.5750000000003693,LAMINAR,0.03687061105250488,0.14333448073149857,0.034999999999452025,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0461,46.3,813,0.125,2,LONDON_NY_OVERLAP,25.71,NEUTRAL,Belum ada arah BUY/SELL matang.,24.85133659621478
EURJPY.m,185.878,185.878,185.888,185.88299999999998,NEUTRAL,BUY,NEUTRAL,0.5886,0.547,-0.03022857142857136,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,12.7,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.0000000000019327,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000006765,LAMINAR,False,0.7500000000006765,0.02700320552875765,-0.0999840910230013,True,0.6173326340202908,NEUTRAL,0.04117029602567249,0.5772086348000596,0.645000000000175,LAMINAR,-0.014167090496914836,0.04012399922023124,0.10500000000050147,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0078,43.87,772,,0,LONDON_NY_OVERLAP,26.29,NEUTRAL,Belum ada arah BUY/SELL matang.,30.53576317010145
EURUSD.m,1.16072,1.16072,1.16074,1.16073,BUY,BUY,STRICT,1.1452,0.858,-0.00020657142857146503,RANGE,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,9.8,DATA_DRIVEN,12.4,DATA_DRIVEN,1.26,0.20000000000131024,0.18,0.0,0.0,0.0,0.0,False,,0.0,0.3700000000004586,LAMINAR,False,0.4700000000004586,0.039576527476349335,-0.21151674037860393,True,0.5552039812347527,BUY,0.013195043494297815,0.616377633736507,0.5049999999999106,LAMINAR,0.02638148398205152,-0.06117365250175433,-0.034999999999452025,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0451,41.05,802,,0,LONDON_NY_OVERLAP,64.73,WATCH,status historis AVOID | winrate historis 41.05% < 45.00% | expectancy historis -0.0451R < 0.0200R,74.56391990617377
