Symbol,Asset_Class,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,Entry_Model,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Fibo_Position,Fibo_Aligned,Fibo_382,Fibo_500,Fibo_618,Metal_Gate_Ok,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDUSDm,forex,M15,DYNAMIC_SL_TP,5.56,0.70708,0.70708,0.70717,0.707125,SELL,SELL,STRICT,1.25,0.949,0.00012771428571425547,RANGE,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,1.97,0.70708,ZF_FIBO_SELL_LIMIT,7.6,76.0,0.70784,DATA_DRIVEN,9.5,95.0,0.70613,DATA_DRIVEN,1.25,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.668,True,0.70636,0.70666,0.70695,True,0.013632307573184028,0.34671044569445,True,0.6497818793789965,SELL,0.010981012959836441,0.6642733693133768,0.7150000000001208,LAMINAR,0.0026512946133475865,-0.01449148993438032,-3.885780586188048e-13,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,LAMINAR,Setup SELL valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 68.49%.,TRADEABLE,0.1268,68.49,152,,0,LONDON_NY_OVERLAP,67.56,PASS,,81.84050939689499
EURGBPm,forex,M15,DYNAMIC_SL_TP,5.92,0.86488,0.86488,0.86501,0.864945,BUY,BUY,PROJECTED,0.7727,0.6825,7.028571428570258e-05,RANGE,50,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.86488,ZF_FIBO_BUY_LIMIT,9.6,96.0,0.86392,DATA_DRIVEN,12.0,120.0,0.86608,DATA_DRIVEN,1.25,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.5038,True,0.86472,0.86488,0.86503,True,0.0004639613189323169,-0.07551230883077051,False,0.7222180016549378,NEUTRAL,0.004593154676440983,0.6921176669328349,0.854999999999872,STRESSED,-0.0041291933575086665,0.03010033472210283,0.0,True,False,RESONANCE_MISMATCH,OPTIMIZER_LOCK,False,OPTIMIZER MENAHAN,Confidence di bawah batas self-healing optimizer.,ANOMALOUS,Tunggu. Confidence belum cukup menurut optimizer.,TRADEABLE,0.0441,62.96,119,,0,LONDON_NY_OVERLAP,46.57,WATCH,quality 46.6 < 55.0,55.97739000827469
GBPCADm,forex,M15,DYNAMIC_SL_TP,5.09,1.87791,1.87791,1.87809,1.8780000000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.7612,0.6713,-0.00025142857142857974,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87791,MARKET_REFERENCE,12.3,123.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.3709,False,1.87795,1.87838,1.87881,True,0.028970225967560558,0.12751462143450995,True,0.7049376526561835,NEUTRAL,0.03994996978534639,0.7771588314923159,1.0299999999994645,STRESSED,-0.010979743817785829,-0.07222117883613244,7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.2798,77.38,89,,0,LONDON_NY_OVERLAP,34.17,NEUTRAL,Belum ada arah BUY/SELL matang.,42.92618826328091
EURAUDm,forex,M15,DYNAMIC_SL_TP,7.11,1.63949,1.63949,1.6396600000000001,1.639575,BUY,BUY,PROJECTED,0.9868,0.8088,-0.0005108571428571872,RANGE,61,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.63949,ZF_FIBO_BUY_LIMIT,11.7,117.0,1.63832,DATA_DRIVEN,14.6,146.0,1.64095,DATA_DRIVEN,1.25,1.7000000000022553,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8950000000007894,STRESSED,False,0.9950000000007894,0.0348,True,1.64159,1.6423,1.64301,True,0.04151261846987984,-0.48752393674954003,True,0.7072288438348695,BUY,0.04379901242773379,0.7181917895513038,0.9950000000000122,STRESSED,-0.0022863939578539536,-0.010962945716434302,7.771561172376096e-13,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,STRESSED,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.2017,73.68,63,,0,LONDON_NY_OVERLAP,54.11,WATCH,quality 54.1 < 55.0,67.57344421917435
GBPNZDm,forex,M15,DYNAMIC_SL_TP,4.83,2.30263,2.30263,2.30287,2.30275,BUY,BUY,STRICT,1.25,0.9871,-0.0009222857142858618,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.30263,ZF_FIBO_BUY_LIMIT,14.1,141.0,2.30122,DATA_DRIVEN,18.0,180.0,2.30443,DATA_DRIVEN,1.27,2.399999999997959,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.4077,True,2.3024,2.30347,2.30454,True,0.05412248571879854,-0.41882407966054597,True,0.7765607656502902,BUY,0.06307600605279785,0.8188650329554605,1.1,STRESSED,-0.008953520333999314,-0.04230426730517034,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.1731,68.33,66,,0,LONDON_NY_OVERLAP,54.27,WATCH,quality 54.3 < 55.0,73.72250382825146
NZDCADm,forex,M15,DYNAMIC_SL_TP,6.18,0.81546,0.81546,0.81564,0.81555,SELL,SELL,STRICT,1.25,0.9547,0.00021714285714282227,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,1.22,0.81546,ZF_FIBO_SELL_LIMIT,12.3,123.0,0.81669,DATA_DRIVEN,15.4,154.0,0.81392,DATA_DRIVEN,1.25,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.5566,True,0.81489,0.81527,0.81566,True,0.02319526471608067,0.5165319321675641,False,0.6588142213035252,SELL,0.02012991320938864,0.6768559615861008,1.029999999999853,STRESSED,0.0030653515066920295,-0.018041740282575658,3.885780586188048e-13,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,STRESSED,"Sinyal SELL muncul, tetapi status watch-only. Gunakan lot kecil dan tunggu konfirmasi. Akurasi historis resolved sekitar 71.62%.",WATCH_ONLY,0.1598,71.62,80,,0,LONDON_NY_OVERLAP,58.9,PASS,,75.83707110651763
AUDCADm,forex,M15,DYNAMIC_SL_TP,7.6,0.9906,0.9906,0.99078,0.9906900000000001,SELL,SELL,STRICT,1.2314,0.956,0.0002557142857142268,TREND,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.97,0.9906,ZF_FIBO_SELL_LIMIT,15.5,155.0,0.99215,DATA_DRIVEN,19.4,194.0,0.98866,DATA_DRIVEN,1.25,1.7999999999995797,1.57,0.0,0.0,0.0,0.0,False,,0.0,0.9299999999998529,STRESSED,False,1.029999999999853,0.8902,True,0.98893,0.98932,0.98971,True,0.010553763151940357,0.5313002811461908,False,0.7061863483054768,SELL,0.008661328465834048,0.7174643969558151,1.0300000000002416,STRESSED,0.001892434686106309,-0.011278048650338324,-3.885780586188048e-13,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,STRESSED,"Sinyal SELL muncul, tetapi status watch-only. Gunakan lot kecil dan tunggu konfirmasi. Akurasi historis resolved sekitar 69.23%.",WATCH_ONLY,0.0976,69.23,92,,0,LONDON_NY_OVERLAP,57.79,PASS,,74.47703174152738
AUDCHFm,forex,M15,DYNAMIC_SL_TP,5.39,0.56073,0.56073,0.56082,0.560775,SELL,SELL,PROJECTED,0.9804,0.7752,0.0001474285714285509,TREND,69,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.56073,ZF_FIBO_SELL_LIMIT,9.5,95.0,0.56168,DATA_DRIVEN,11.9,119.0,0.55954,DATA_DRIVEN,1.25,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.7333,True,0.55962,0.56,0.56037,True,0.03529979012799813,0.4786377677805687,True,0.6137801885293396,SELL,0.03529979012799813,0.6137801885293396,0.7150000000001208,LAMINAR,0.0,0.0,0.0,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.0874,71.58,99,,0,LONDON_NY_OVERLAP,59.77,PASS,,70.47440094264671
EURCADm,forex,M15,DYNAMIC_SL_TP,5.38,1.62427,1.62427,1.62442,1.624345,NEUTRAL,NEUTRAL,NEUTRAL,0.3479,0.4082,-9.085714285708954e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.62427,MARKET_REFERENCE,10.7,107.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.4999999999987244,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8249999999995534,STRESSED,False,0.9249999999995534,0.472,False,1.62393,1.62438,1.62482,True,0.028029668894874384,0.031731399360010314,True,0.663155666534944,NEUTRAL,0.03264561903686998,0.6933713508531821,0.9249999999995534,STRESSED,-0.0046159501419955964,-0.03021568431823818,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0665,63.86,89,,0,LONDON_NY_OVERLAP,23.0,NEUTRAL,Belum ada arah BUY/SELL matang.,27.172978332674724
UKOILm,energy,M15,DYNAMIC_SL_TP,5.96,80.345,80.345,80.379,80.362,SELL,SELL,PROJECTED,0.5852,0.5587,0.1713428571428534,TREND,39,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,80.345,ZF_FIBO_SELL_LIMIT,53.5,535.0,80.88,DATA_DRIVEN,74.3,743.0,79.602,DATA_DRIVEN,1.39,3.4000000000006025,2.98,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.9205,True,78.767,79.113,79.459,True,0.3090287299149373,3.4211611970573346,True,0.684692791304979,SELL,0.34094777071800675,0.702029095961723,1.1,VOID,-0.031919040803069454,-0.017336304656744073,0.0,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.0507,58.75,88,,0,LONDON_NY_OVERLAP,22.87,WATCH,quality 22.9 < 55.0,37.4907639565249
