Symbol,Close,Bid,Ask,Mid_Price,Direction,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals
AUDNZD.m,1.20895,1.20895,1.20904,1.2089949999999998,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,17.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.008102126863536232,0.2475669700061034,True,0.40041259217284303,NEUTRAL,0.09813613501561372,0.746278953157266,1.1,VOID,-0.09003400815207749,-0.34586636098442297,-0.3850000000002679,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
AUDUSD.m,0.70688,0.70688,0.70693,0.7069049999999999,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,16.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.11660299347599666,0.2963014597590276,True,0.24538475688772174,NEUTRAL,0.10277754234790377,0.6736779820675904,1.1,VOID,0.013825451128092886,-0.4282932251798687,-0.5250000000000193,False,True,WATCH,NORMAL,False,WASPADA,,LAMINAR,UNVALIDATED,,,0,,0
AUDJPY.m,113.193,113.193,113.202,113.19749999999999,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,16.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9000000000000341,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.615000000000012,LAMINAR,False,0.715000000000012,0.022681207536341157,0.43620804183277456,True,0.30440560932405314,NEUTRAL,0.09767340679945695,0.7656744720935929,1.1,VOID,-0.07499219926311579,-0.4612688627695397,-0.38499999999998813,False,True,WATCH,NORMAL,False,WASPADA,,LAMINAR,TRADEABLE,0.112,49.49,839,,0
CHFJPY.m,201.548,201.548,201.565,201.5565,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,22.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.014850280873560261,0.6007436904238145,True,0.3483926191483927,NEUTRAL,0.08269777572377748,0.788722444096835,1.1,VOID,-0.06784749485021722,-0.4403298249484423,-0.10500000000014331,False,True,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,UNVALIDATED,,,0,,0
EURAUD.m,1.64052,1.64052,1.6406100000000001,1.640565,NEUTRAL,RANGE,0,LEARNING,60,3.0,2.0,0.0,20.7,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9000000000014552,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000005094,LAMINAR,False,0.7150000000005093,0.03972666940496267,-0.12075102156785192,True,0.28161936213258426,NEUTRAL,0.05808652184114792,0.6445353473431434,1.1,VOID,-0.01835985243618525,-0.3629159852105592,-0.38499999999949075,False,True,WATCH,NORMAL,False,WASPADA,,LAMINAR,TRADEABLE,0.0365,45.45,818,-1.0,1
EURCAD.m,1.62032,1.62032,1.6204,1.62036,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,13.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8000000000008001,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000002801,LAMINAR,False,0.68000000000028,0.0351092200966262,0.01370668199835847,True,0.26644620363916205,NEUTRAL,0.041211024459738566,0.5576973562027534,1.1,VOID,-0.006101804363112369,-0.29125115256359135,-0.41999999999972004,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
EURCHF.m,0.92135,0.92135,0.9214,0.921375,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,6.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.003492362432304713,-0.09582628670119013,True,0.3991435357894026,NEUTRAL,0.053807837939097665,0.6301959026567707,1.1,VOID,-0.05031547550679295,-0.23105236686736813,-0.5250000000000193,False,True,WATCH,NORMAL,False,WASPADA,,LAMINAR,UNVALIDATED,,,0,,0
EURGBP.m,0.86277,0.86277,0.86281,0.86279,NEUTRAL,RANGE,0,LEARNING,60,3.0,2.0,0.0,6.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.39999999999928976,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.43999999999975137,LAMINAR,False,0.5399999999997513,0.014366384684051934,-0.0888699410273016,True,0.4192717257361156,NEUTRAL,0.03334800004069985,0.4460447064190778,1.1,VOID,-0.018981615356647913,-0.02677298068296219,-0.5600000000002487,False,True,WATCH,NORMAL,False,WASPADA,,LAMINAR,TRADEABLE,0.046,46.3,813,1.25,1
EURJPY.m,185.707,185.707,185.714,185.7105,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,15.7,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000005002,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.545000000000175,LAMINAR,False,0.645000000000175,0.012352523019439489,0.2548260748294289,True,0.3186961145027173,NEUTRAL,0.08393220132640025,0.7172633842564764,1.1,VOID,-0.07157967830696077,-0.3985672697537591,-0.4549999999998251,False,True,WATCH,NORMAL,False,WASPADA,,LAMINAR,UNVALIDATED,,,0,,0
EURUSD.m,1.15972,1.15972,1.15974,1.1597300000000001,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,14.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.19999999999908977,0.17,0.0,0.0,0.0,0.0,False,,0.0,0.3699999999996814,LAMINAR,False,0.46999999999968145,0.08174292049861709,0.13584305652912526,True,0.24098627905838346,NEUTRAL,0.05692659664931335,0.6553303511121431,1.1,VOID,0.02481632384930374,-0.41434407205375967,-0.6300000000003186,False,True,WATCH,NORMAL,False,WASPADA,,LAMINAR,UNVALIDATED,,,0,,0
