Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.21497,1.21497,1.21506,1.2150150000000002,NEUTRAL,NEUTRAL,NEUTRAL,0.1392,0.1525,0.00028485714285713185,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.21497,10.4,104.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.06707202604320468,0.1509994309845531,True,0.22945448589304657,NEUTRAL,0.022499562450559625,0.21493456874507197,0.5749999999995922,LAMINAR,0.04457246359264506,0.014519917147974598,0.14000000000014,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0447,41.37,750,,0,THIN_SESSION,15.41,NEUTRAL,Belum ada arah BUY/SELL matang.,14.801972429465232
AUDUSD.m,0.70661,0.70661,0.70666,0.7066349999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.2145,0.2186,-5.599999999997736e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.70661,5.7,57.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.017735969239590713,0.07317050509904723,True,0.28844984138431295,NEUTRAL,0.06350658583748052,0.11953256599023984,0.54000000000014,LAMINAR,-0.04577061659788981,0.1689172753940731,0.034999999999840714,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0318,41.72,826,,0,THIN_SESSION,20.74,NEUTRAL,Belum ada arah BUY/SELL matang.,19.364449206921563
AUDJPY.m,113.158,113.158,113.167,113.1625,NEUTRAL,NEUTRAL,NEUTRAL,0.122,0.1515,-0.0327142857142846,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,113.158,9.1,91.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.9000000000000341,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.615000000000012,LAMINAR,False,0.715000000000012,0.06475513038933287,-0.005135178057855634,True,0.26071606581361684,NEUTRAL,0.04172238891501706,0.23769128137180845,0.7500000000001791,LAMINAR,0.023032741474315804,0.023024784441808388,-0.03500000000016712,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1164,49.71,840,,0,THIN_SESSION,19.47,NEUTRAL,Belum ada arah BUY/SELL matang.,18.872080329068083
CHFJPY.m,201.522,201.522,201.538,201.53,NEUTRAL,NEUTRAL,NEUTRAL,0.6169,0.4622,-0.038457142857138416,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,201.522,13.5,135.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.6000000000019554,1.4,0.0,0.0,0.0,0.0,False,,0.0,0.8600000000006844,STRESSED,False,0.9600000000006844,0.03326210260850474,-0.377153950937068,True,0.30496820653567236,NEUTRAL,0.004952315134472051,0.6041338510051861,1.1,STRESSED,0.02830978747403269,-0.29916564446951377,-0.13999999999931567,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.1405,36.11,838,,0,THIN_SESSION,16.06,NEUTRAL,Belum ada arah BUY/SELL matang.,21.993041032678363
EURAUD.m,1.64026,1.64026,1.64033,1.640295,NEUTRAL,NEUTRAL,NEUTRAL,0.1976,0.1775,0.00018799999999992523,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,1.64026,11.0,110.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.03882395516712473,-0.0738233965461201,True,0.18906843414284685,NEUTRAL,0.05567224070985054,0.3190041015089994,0.7150000000005093,LAMINAR,-0.016848285542725806,-0.12993566736615253,-0.0700000000004587,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0397,45.62,818,-1.0,1,THIN_SESSION,15.08,NEUTRAL,Belum ada arah BUY/SELL matang.,16.368142170714236
EURCAD.m,1.6219299999999999,1.6219299999999999,1.6219999999999999,1.6219649999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.0189,0.0922,7.25714285713838e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.62193,8.3,83.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.015099800064396636,0.03271340212866727,True,0.25415185617880665,NEUTRAL,0.009123913710736377,0.36664671784250663,0.7499999999999615,LAMINAR,0.005975886353660259,-0.11249486166369999,-0.10499999999991083,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.1581,34.83,757,,0,THIN_SESSION,12.01,NEUTRAL,Belum ada arah BUY/SELL matang.,9.700259280894034
EURCHF.m,0.92101,0.92101,0.9211,0.921055,SELL,NEUTRAL,STRICT,1.1253,0.7647,1.6571428571381946e-05,RANGE,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.92101,7.6,76.0,0.92177,DATA_DRIVEN,9.5,95.0,0.92006,DATA_DRIVEN,1.25,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.005107664368406505,0.18652752227624106,True,0.28951305054085424,NEUTRAL,0.006497633564764422,0.4074193902775663,0.6799999999998914,LAMINAR,-0.0013899691963579165,-0.11790633973671205,0.0350000000002294,True,False,RESONANCE_MISMATCH,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0096,43.14,801,,0,THIN_SESSION,58.2,WATCH,quality 58.2 < 62 | status historis AVOID | winrate historis 43.14% < 45.00% | expectancy historis -0.0096R < 0.0200R,69.77676525270427
EURGBP.m,0.86431,0.86431,0.86435,0.86433,NEUTRAL,NEUTRAL,NEUTRAL,0.632,0.4464,5.4857142857135504e-05,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,0.86431,5.2,52.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.39999999999928976,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.43999999999975137,LAMINAR,False,0.5399999999997513,0.013628175858424659,-0.10524933106791949,False,0.22085901817609033,NEUTRAL,0.02559744023787231,0.19745252875390423,0.5749999999999807,LAMINAR,-0.011969264379447652,0.023406489422186094,-0.0350000000002294,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0426,46.09,818,0.125,2,THIN_SESSION,32.23,NEUTRAL,Belum ada arah BUY/SELL matang.,32.97079509088046
EURJPY.m,185.619,185.619,185.626,185.6225,NEUTRAL,NEUTRAL,NEUTRAL,0.4154,0.3123,-0.03185714285713858,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,185.619,14.3,143.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.7000000000005002,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.545000000000175,LAMINAR,False,0.645000000000175,0.03187611908336423,-0.11336582301239927,True,0.20816278903339736,NEUTRAL,0.015855764319054538,0.36925967184784064,0.6800000000003422,LAMINAR,0.01602035476430969,-0.1610968828144433,-0.03500000000016723,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0078,43.87,772,,0,THIN_SESSION,23.27,NEUTRAL,Belum ada arah BUY/SELL matang.,24.057713945166988
EURUSD.m,1.15909,1.15909,1.1591,1.159095,NEUTRAL,NEUTRAL,NEUTRAL,0.013,0.0839,4.1999999999954326e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.15909,6.8,68.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.10000000000065512,0.09,0.0,0.0,0.0,0.0,False,,0.0,0.3350000000002293,LAMINAR,False,0.4350000000002293,0.015461304235167074,-0.01712571078451341,True,0.24335154375077062,NEUTRAL,0.007648883821421121,0.45651311779077514,0.54000000000014,LAMINAR,0.007812420413745953,-0.21316157404000452,-0.10499999999991072,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0451,41.05,802,,0,THIN_SESSION,19.85,NEUTRAL,Belum ada arah BUY/SELL matang.,15.265457718753854
