Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.21401,1.21401,1.21412,1.2140650000000002,SELL,SELL,PROJECTED,0.8519,0.7199,0.00022228571428569943,TREND,63,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.21401,10.9,109.0,1.2151,DATA_DRIVEN,14.9,149.0,1.21252,DATA_DRIVEN,1.37,1.1000000000005448,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6850000000001906,LAMINAR,False,0.7850000000001905,0.01428043970055422,0.4695663596951276,True,0.6851708955981649,SELL,0.021431181839907647,0.6322550429759082,0.6450000000000506,LAMINAR,-0.007150742139353428,0.05291585262225673,0.1400000000001399,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0447,41.37,750,,0,NEW_YORK,47.42,WATCH,quality 47.4 < 62 | status historis AVOID | winrate historis 41.37% < 45.00% | expectancy historis -0.0447R < 0.0200R,57.42925447799083
AUDUSD.m,0.70802,0.70802,0.70807,0.708045,NEUTRAL,NEUTRAL,NEUTRAL,0.2428,0.335,-0.00010942857142860591,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.70802,7.4,74.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.026919058344659783,0.009241017177267285,True,0.6087705624772337,NEUTRAL,0.0007628221899443286,0.6412864994103105,0.54000000000014,LAMINAR,0.026156236154715455,-0.03251593693307675,0.034999999999840714,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0318,41.72,826,,0,NEW_YORK,23.17,NEUTRAL,Belum ada arah BUY/SELL matang.,22.75535281238617
AUDJPY.m,113.434,113.434,113.444,113.439,NEUTRAL,NEUTRAL,NEUTRAL,0.3437,0.4168,-0.005571428571426688,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,113.434,10.3,103.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.0000000000005116,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000001791,LAMINAR,False,0.7500000000001791,0.007259762043143588,-0.016182917603162664,False,0.6934760886296344,NEUTRAL,0.019322188348926097,0.6494976321428394,0.6799999999998448,LAMINAR,-0.012062426305782508,0.04397845648679499,0.07000000000033424,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1164,49.71,840,,0,NEW_YORK,25.21,NEUTRAL,Belum ada arah BUY/SELL matang.,27.740080443148173
CHFJPY.m,201.873,201.873,201.89,201.8815,BUY,BUY,PROJECTED,0.879,0.7445,-0.020114285714294255,RANGE,70,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,201.873,16.1,161.0,201.712,DATA_DRIVEN,20.4,204.0,202.077,DATA_DRIVEN,1.26,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.011862022045144301,-0.38583589658118567,False,0.6997938030239359,BUY,0.022731261620880207,0.672884855248312,0.9949999999998568,STRESSED,-0.010869239575735906,0.026908947775623915,0.0,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,STRESSED,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1405,36.11,838,,0,NEW_YORK,41.4,WATCH,quality 41.4 < 62 | status historis AVOID | winrate historis 36.11% < 45.00% | expectancy historis -0.1405R < 0.0200R,54.697769015119675
EURAUD.m,1.63879,1.63879,1.63887,1.63883,NEUTRAL,NEUTRAL,NEUTRAL,0.3615,0.4132,0.00019800000000015687,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,1.63879,13.1,131.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.8000000000008001,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000002801,LAMINAR,False,0.68000000000028,0.0165885471819509,-0.23381680796996646,False,0.6328508479255237,NEUTRAL,0.012237686334175973,0.6369726422439097,0.6450000000000506,LAMINAR,0.004350860847774928,-0.004121794318385996,0.0350000000002294,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0397,45.62,818,-1.0,1,NEW_YORK,19.85,NEUTRAL,Belum ada arah BUY/SELL matang.,23.832954239627618
EURCAD.m,1.6221999999999999,1.6221999999999999,1.62229,1.622245,BUY,BUY,PROJECTED,0.6838,0.6065,9.771428571429449e-05,RANGE,69,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.6222,11.8,118.0,1.62102,DATA_DRIVEN,14.9,149.0,1.62369,DATA_DRIVEN,1.26,0.9000000000014552,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000005094,LAMINAR,False,0.7150000000005093,0.01724352635854631,-0.08603982259955419,True,0.6528330658705792,BUY,0.0030712160273260207,0.7020742489713685,0.7149999999997322,LAMINAR,0.014172310331220288,-0.04924118310078929,7.771561172376096e-13,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1581,34.83,757,,0,NEW_YORK,43.55,WATCH,quality 43.5 < 62 | status historis AVOID | winrate historis 34.83% < 45.00% | expectancy historis -0.1581R < 0.0200R,52.0990653293529
EURCHF.m,0.92085,0.92085,0.92091,0.9208799999999999,NEUTRAL,SELL,NEUTRAL,0.7056,0.5939,0.00015914285714280473,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.92085,6.0,60.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.6000000000005999,0.53,0.0,0.0,0.0,0.0,False,,0.0,0.51000000000021,LAMINAR,False,0.6100000000002099,0.021729806831657497,0.01659720933056397,True,0.5662662724699818,NEUTRAL,0.029368352160841004,0.5738915418557362,0.5399999999997513,LAMINAR,-0.007638545329183507,-0.007625269385754363,0.07000000000045858,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0096,43.14,801,,0,NEW_YORK,31.03,NEUTRAL,Belum ada arah BUY/SELL matang.,34.56183136234991
EURGBP.m,0.86403,0.86403,0.86407,0.86405,NEUTRAL,NEUTRAL,NEUTRAL,0.3565,0.3925,0.0001082857142857581,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,0.86403,5.8,58.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.40000000000040004,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.44000000000014,LAMINAR,False,0.54000000000014,0.018424471537166653,-0.030315511699921326,True,0.5934602594075791,NEUTRAL,0.0006104280135118455,0.6598204355428035,0.54000000000014,LAMINAR,0.01781404352365481,-0.06636017613522438,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0461,46.3,813,0.125,2,NEW_YORK,29.61,NEUTRAL,Belum ada arah BUY/SELL matang.,29.0296012970379
EURJPY.m,185.904,185.904,185.913,185.9085,NEUTRAL,NEUTRAL,NEUTRAL,0.8732,0.7288,0.013228571428568946,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,185.904,11.7,117.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.9000000000014552,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000005094,LAMINAR,False,0.7150000000005093,0.010875759209298048,-0.22457075669582788,False,0.6708630480052455,NEUTRAL,0.006217188548445861,0.6954637375319767,0.7500000000006765,LAMINAR,0.004658570660852187,-0.024600689526731112,-0.03500000000016712,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0078,43.87,772,,0,NEW_YORK,32.59,NEUTRAL,Belum ada arah BUY/SELL matang.,38.82201524002623
EURUSD.m,1.16036,1.16036,1.16038,1.16037,NEUTRAL,NEUTRAL,NEUTRAL,0.7087,0.6148,-3.942857142851144e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.16036,8.9,89.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.19999999999908977,0.17,0.0,0.0,0.0,0.0,False,,0.0,0.3699999999996814,LAMINAR,False,0.46999999999968145,0.008816444458083102,-0.12647230384778008,True,0.6266192943550888,BUY,0.012395394950527156,0.6172134704382737,0.46999999999968145,LAMINAR,-0.0035789504924440534,0.009405823916815104,0.0,True,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",AVOID,-0.0451,41.05,802,,0,NEW_YORK,33.87,NEUTRAL,Belum ada arah BUY/SELL matang.,36.02399647177545
