Symbol,Close,Bid,Ask,Mid_Price,Direction,Regime,Confidence,Dynamic_Lot,SL_Pips,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase
GBPAUD.m,1.905,1.905,1.90515,1.905075,NEUTRAL,RANGE,0,0.0,30.0,1.4999999999987244,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8249999999995534,STRESSED,False,0.9249999999995534,0.03276098083574619,0.3249897909924732,False,0.6644802267526077,NEUTRAL,0.03966169995480139,0.9722331567793241,0.7849999999994134,LAMINAR,-0.006900719119055203,-0.30775293002671644,0.14000000000014,False,True,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS
GBPCHF.m,1.06718,1.06718,1.06725,1.067215,NEUTRAL,RANGE,0,0.0,30.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.004761941662042825,-0.06752827249662656,False,0.7106285443192328,NEUTRAL,0.01736291936205542,0.9999997892305656,0.5750000000003693,LAMINAR,-0.012600977700012596,-0.2893712449113328,0.06999999999968132,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR
GBPJPY.m,214.813,214.813,214.834,214.8235,NEUTRAL,RANGE,0,0.0,30.0,2.1000000000015007,1.84,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.0011834395663592012,0.276840877004373,False,0.7770368562356165,NEUTRAL,0.011516088253832055,0.9999998458505437,1.0650000000001911,STRESSED,-0.010332648687472855,-0.22296298961492722,0.03499999999980896,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED
GBPUSD.m,1.34137,1.34137,1.34145,1.34141,NEUTRAL,RANGE,0,0.0,30.0,0.8000000000008001,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000002801,LAMINAR,False,0.68000000000028,0.06265868416488743,0.0826720585499987,True,0.6041743185637564,NEUTRAL,0.047504994402191435,0.9960077108048926,0.6099999999998214,LAMINAR,0.015153689762695995,-0.3918333922411362,0.0700000000004587,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR
NZDUSD.m,0.58273,0.58273,0.58278,0.5827549999999999,NEUTRAL,RANGE,0,0.0,30.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.096570095426088,-0.012362230553148924,True,0.5859887723766336,NEUTRAL,0.09120646725562598,0.9965316849912969,0.5749999999999807,LAMINAR,0.005363628170462029,-0.41054291261466325,0.0,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR
USDCAD.m,1.39826,1.39826,1.39835,1.3983050000000001,NEUTRAL,RANGE,0,0.0,30.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.010197891149841825,-0.02067279223698693,False,0.7014815875805244,NEUTRAL,0.008857329333389598,0.9999999996586564,0.7149999999997322,LAMINAR,0.0013405618164522275,-0.298518412078132,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR
USDCHF.m,0.79556,0.79556,0.79563,0.795595,NEUTRAL,RANGE,0,0.0,30.0,0.6999999999990346,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5449999999996621,LAMINAR,False,0.6449999999996621,0.06851555361835492,-0.14409732688127064,True,0.6123601644650847,NEUTRAL,0.06597168337741588,0.9994079559982496,0.6099999999998214,LAMINAR,0.0025438702409390362,-0.38704779153316493,0.034999999999840714,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR
USDJPY.m,160.145,160.145,160.151,160.14800000000002,NEUTRAL,RANGE,0,0.0,30.0,0.6000000000000227,0.53,0.0,0.0,0.0,0.0,False,,0.0,0.510000000000008,LAMINAR,False,0.610000000000008,0.06383174232405794,0.08282184344401305,True,0.564051990695134,NEUTRAL,0.05876089455920105,0.13273694435810013,0.610000000000008,LAMINAR,0.005070847764856896,0.4313150463370339,0.0,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR
AUDCAD.m,0.9845,0.9845,0.98458,0.98454,NEUTRAL,RANGE,0,0.0,30.0,0.7999999999996897,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999998914,LAMINAR,False,0.6799999999998914,0.08385701638656973,-0.17747861312165172,False,0.5946068246869131,NEUTRAL,0.07766040248839648,0.8483620679413926,0.6449999999996621,LAMINAR,0.006196613898173248,-0.2537552432544795,0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR
AUDCHF.m,0.56017,0.56017,0.56022,0.560195,NEUTRAL,RANGE,0,0.0,30.0,0.5000000000010552,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4750000000003693,LAMINAR,False,0.5750000000003693,0.026370648146843038,-0.2699760166849191,True,0.6268066148213756,NEUTRAL,0.020792562590148264,0.9999999093631903,0.5749999999999807,LAMINAR,0.005578085556694774,-0.3731932945418147,3.885780586188048e-13,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR
EURNZD.m,1.98693,1.98693,1.9870299999999999,1.98698,NEUTRAL,RANGE,0,0.0,30.0,0.9999999999976694,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999991843,LAMINAR,False,0.7499999999991843,0.03306594752899649,0.2907126822049017,False,0.6605265222292633,NEUTRAL,0.042185142609251366,0.9998726489171319,0.7499999999999615,LAMINAR,-0.009119195080254876,-0.33934612668786857,-7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR
GBPCAD.m,1.8755600000000001,1.8755600000000001,1.87567,1.875615,NEUTRAL,RANGE,0,0.0,30.0,1.0999999999983243,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6849999999994134,LAMINAR,False,0.7849999999994134,0.05262844155316393,0.07562703776595602,True,0.6171231973860685,NEUTRAL,0.0392854009202029,0.36202538517916605,0.6450000000000506,LAMINAR,0.013343040632961031,0.2550978122069024,0.13999999999936275,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR
GBPNZD.m,2.30175,2.30175,2.30193,2.3018400000000003,NEUTRAL,RANGE,0,0.0,30.0,1.7999999999984695,1.57,0.0,0.0,0.0,0.0,False,,0.0,0.9299999999994644,STRESSED,False,1.0299999999994645,0.035092604228856766,0.1459542964008667,False,0.7262644260711949,NEUTRAL,0.044940709659379637,0.9999517656996753,0.9250000000003306,STRESSED,-0.00984810543052287,-0.27368733962848035,0.1049999999991339,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED
NZDCAD.m,0.8148,0.8148,0.81487,0.814835,NEUTRAL,RANGE,0,0.0,30.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.08745636755914937,-0.03382431082492756,True,0.572199067427039,NEUTRAL,0.08362057364388423,0.9127117327866896,0.6450000000000506,LAMINAR,0.0038357939152651455,-0.34051266535965063,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR
NZDCHF.m,0.46361,0.46361,0.46366,0.463635,NEUTRAL,RANGE,0,0.0,30.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.03011940866378062,-0.14987356954699368,True,0.6071947488535103,NEUTRAL,0.02575172038336854,0.9999743413639754,0.6100000000000156,LAMINAR,0.0043676882804120805,-0.3927795925104651,-0.03500000000003489,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR
NZDJPY.m,93.322,93.322,93.331,93.32650000000001,NEUTRAL,RANGE,0,0.0,30.0,0.9000000000000341,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.615000000000012,LAMINAR,False,0.715000000000012,0.03313428300077956,0.0775846349433918,False,0.6514393282237289,NEUTRAL,0.03313428300077956,0.9999807279791011,0.715000000000012,LAMINAR,0.0,-0.34854139975537224,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR
XAGUSD.m,67.06,67.06,67.084,67.072,NEUTRAL,RANGE,0,0.0,30.0,2.400000000000091,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.615379360492695,2.1202235692951916,True,0.6690365147354395,NEUTRAL,0.764944799762002,0.735161270451215,1.1,STRESSED,-0.149565439269307,-0.06612475571577558,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED
XAUUSD.m,4217.55,4217.55,4217.73,4217.639999999999,NEUTRAL,RANGE,0,0.0,30.0,17.999999999938154,15.75,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.49043337119799857,2.7803436478874834,False,0.6745027636867463,NEUTRAL,0.5058747106305532,0.9975778533240753,1.1,VOID,-0.015441339432554657,-0.323075089637329,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS
