Symbol,Asset_Class,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Historical_Optimizer_ZF_Floor,Kelly_Full,Kelly_Risk_Multiplier,Dynamic_Lot,Entry_Price,Entry_Model,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Fibo_Position,Fibo_Aligned,Fibo_382,Fibo_500,Fibo_618,Metal_Gate_Ok,OKX_Status,OKX_Instrument,OKX_Last,OKX_Funding_Rate,OKX_Open_Interest,OKX_Open_Interest_USD,OKX_OI_Change_Pct,OKX_External_Stress,OKX_Funding_Bias,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
GBPCADm,forex,M15,DYNAMIC_SL_TP,4.54,1.87743,1.87743,1.87761,1.87752,NEUTRAL,NEUTRAL,NEUTRAL,0.6902,0.6335,0.0003025714285713539,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.0,1.87743,MARKET_REFERENCE,15.5,155.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.6761,False,1.87482,1.87587,1.87692,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.0035969703882405245,0.3038805444214533,True,0.707280410464524,NEUTRAL,0.005261069037730281,0.7493856285707804,1.0299999999994645,STRESSED,-0.0016640986494897564,-0.04210521810625645,7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.633,81.25,17,,0,THIN_SESSION,35.82,NEUTRAL,Belum ada arah BUY/SELL matang.,45.84460205232262
CADCHFm,forex,M15,DYNAMIC_SL_TP,7.28,0.56627,0.56627,0.56635,0.5663100000000001,BUY,NEUTRAL,STRICT,1.09,0.8654,-5.2857142857170265e-05,TREND,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.84,0.56627,ZF_FIBO_BUY_LIMIT,8.9,89.0,0.56538,DATA_DRIVEN,11.1,111.0,0.56738,DATA_DRIVEN,1.25,0.7999999999996897,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999998914,LAMINAR,False,0.6799999999998914,0.4626,True,0.56603,0.56638,0.56673,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.003988244832324862,-0.271661944092485,True,0.6791270995216023,BUY,0.005091701315934307,0.6767114254408624,0.6799999999998914,LAMINAR,-0.001103456483609445,0.002415674080739949,0.0,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,LAMINAR,Setup BUY valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 81.25%.,TRADEABLE,0.3989,81.25,17,,0,THIN_SESSION,75.38,PASS,,86.925835497608
GBPNZDm,forex,M15,DYNAMIC_SL_TP,3.43,2.29927,2.29927,2.29951,2.29939,BUY,BUY,STRICT,1.1151,0.8909,-0.0006765714285715634,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.55,0.0,0.5,0.0,2.29927,ZF_FIBO_BUY_LIMIT,18.3,183.0,2.29744,DATA_DRIVEN,23.1,231.0,2.30158,DATA_DRIVEN,1.26,2.4000000000023998,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.0406,True,2.30238,2.30346,2.30454,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.03154692494918607,-0.5875981239667845,True,0.6939207326399814,BUY,0.030460031109680038,0.6974375481654613,1.1,STRESSED,0.0010868938395060292,-0.0035168155254798883,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.3584,73.33,15,,0,THIN_SESSION,57.61,PASS,,74.8703036631999
USDCHFm,forex,M15,DYNAMIC_SL_TP,7.1,0.79863,0.79863,0.79876,0.7986949999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.8606,0.7329,1.3142857142831398e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.0,0.79863,MARKET_REFERENCE,9.6,96.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.3000000000007448,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.7550000000002606,STRESSED,False,0.8550000000002606,0.7298,False,0.79497,0.79622,0.79746,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.02150075213465834,-0.3682953710006596,True,0.6730696698382498,NEUTRAL,0.02619542580063361,0.6684434660507097,0.854999999999872,STRESSED,-0.004694673665975268,0.004626203787540084,3.885780586188048e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.2677,65.22,29,,0,THIN_SESSION,37.35,NEUTRAL,Belum ada arah BUY/SELL matang.,45.036648349191246
BTCJPYm,crypto,M15,DYNAMIC_SL_TP,4.88,10373062.0,10373062.0,10375301.0,10374181.5,NEUTRAL,NEUTRAL,NEUTRAL,0.0353,0.2335,466.62857142774794,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.55,0.0,0.5,0.0,10373062.0,MARKET_REFERENCE,35033.6,35034.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2239.0,1959.12,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.3045,False,10402547.252,10447421.0,10492294.748,True,"ERROR: HTTPSConnectionPool(host='www.okx.com', port=443): Max retries exceeded with url: /api/v5/market/ticker?instId=BTC-USDT-SWAP (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.okx.com'. (_ssl.c:1081)"")))",BTC-USDT-SWAP,,,,,,0.0,NEUTRAL,0.07786617445184256,-0.5471903408180229,True,0.5711809298787621,NEUTRAL,0.08232248826054117,0.5700573411995358,1.1,VOID,-0.0044563138086986115,0.0011235886792263505,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.1932,68.75,16,,0,THIN_SESSION,2.33,NEUTRAL,Belum ada arah BUY/SELL matang.,11.74780464939381
BTCCNHm,crypto,M15,DYNAMIC_SL_TP,6.94,436908.7,436908.7,437216.9,437062.80000000005,NEUTRAL,NEUTRAL,NEUTRAL,0.0658,0.2542,-10.774285714269189,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.45,0.0,0.5,0.0,436908.7,MARKET_REFERENCE,14718.6,14719.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,3082.0000000001164,2696.75,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.2724,False,438679.3,440585.7,442492.0,True,"ERROR: HTTPSConnectionPool(host='www.okx.com', port=443): Max retries exceeded with url: /api/v5/market/ticker?instId=BTC-USDT-SWAP (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.okx.com'. (_ssl.c:1081)"")))",BTC-USDT-SWAP,,,,,,0.0,NEUTRAL,0.0765696273203159,-0.8033782135100913,True,0.5727581306046509,NEUTRAL,0.08794030367408429,0.5698920236371026,1.1,VOID,-0.011370676353768386,0.0028661069675482986,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.1491,71.43,16,,0,THIN_SESSION,2.73,NEUTRAL,Belum ada arah BUY/SELL matang.,12.325290653023256
AUDJPYm,forex,M15,DYNAMIC_SL_TP,2.83,112.981,112.981,113.0,112.9905,NEUTRAL,NEUTRAL,NEUTRAL,0.7111,0.6619,0.01991428571428578,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.0,112.981,MARKET_REFERENCE,16.1,161.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.9000000000005457,1.66,0.0,0.0,0.0,0.0,False,,0.0,0.965000000000191,STRESSED,False,1.0650000000001911,0.5832,False,112.803,112.907,113.012,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.012407546015908127,0.6726108743385244,True,0.7368496906534127,NEUTRAL,0.014619690697486063,0.733459609853095,1.0649999999996937,STRESSED,-0.0022121446815779357,0.003390080800317663,4.973799150320701e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1447,63.16,21,,0,THIN_SESSION,27.71,NEUTRAL,Belum ada arah BUY/SELL matang.,36.512748453267065
EURCADm,forex,M15,DYNAMIC_SL_TP,6.71,1.62442,1.62442,1.6245699999999998,1.624495,SELL,SELL,PROJECTED,0.8155,0.7237,0.00018714285714274982,TREND,52,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.0,1.62442,ZF_FIBO_SELL_LIMIT,13.5,135.0,1.62577,DATA_DRIVEN,16.9,169.0,1.62273,DATA_DRIVEN,1.25,1.4999999999987244,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8249999999995534,STRESSED,False,0.9249999999995534,0.6489,True,1.62256,1.62338,1.62421,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.0011275573515513706,0.3848795524315201,True,0.748068116656554,NEUTRAL,0.0019497888772226479,0.7456716883782396,0.9249999999995534,STRESSED,-0.0008222315256712772,0.002396428278314433,0.0,True,False,RESONANCE_MISMATCH,OPTIMIZER_LOCK,False,OPTIMIZER MENAHAN,Confidence di bawah batas self-healing optimizer.,ANOMALOUS,Tunggu. Confidence belum cukup menurut optimizer.,TRADEABLE,0.1091,56.25,17,,0,THIN_SESSION,45.97,WATCH,quality 46.0 < 55.0 | winrate historis 56.25% < 58.00% | sesi market tipis untuk sinyal proyeksi,56.804640583282776
BTCUSDm,crypto,M15,DYNAMIC_SL_TP,3.76,64572.39,64572.39,64582.39,64577.39,NEUTRAL,NEUTRAL,NEUTRAL,0.0036,0.2252,7.232571428572079,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.45,0.0,0.5,0.0,64572.39,MARKET_REFERENCE,21996.6,21997.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1000.0,875.0,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.283,False,64824.76,65125.57,65426.38,True,"ERROR: HTTPSConnectionPool(host='www.okx.com', port=443): Max retries exceeded with url: /api/v5/market/ticker?instId=BTC-USDT-SWAP (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.okx.com'. (_ssl.c:1081)"")))",BTC-USDT-SWAP,,,,,,0.0,NEUTRAL,0.0654534699358091,-0.5196191419715028,True,0.573605049506617,NEUTRAL,0.07094858508483823,0.5723487594133463,1.1,VOID,-0.005495115149029131,0.0012562900932706622,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.089,69.05,42,,0,THIN_SESSION,0.2,NEUTRAL,Belum ada arah BUY/SELL matang.,9.271625247533084
USDCADm,forex,M15,DYNAMIC_SL_TP,7.31,1.4102999999999999,1.4102999999999999,1.41044,1.41037,NEUTRAL,NEUTRAL,NEUTRAL,0.5625,0.5523,0.00015400000000002684,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.45,0.0,0.5,0.0,1.4103,MARKET_REFERENCE,10.2,102.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.4000000000002897,1.23,0.0,0.0,0.0,0.0,False,,0.0,0.7900000000001013,STRESSED,False,0.8900000000001013,0.8507,False,1.40431,1.40582,1.40732,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.016639697077436868,-0.03690651438365334,True,0.6975200682282547,NEUTRAL,0.01974127028895238,0.691980023342378,0.8900000000001013,STRESSED,-0.0031015732115155133,0.0055400448858767826,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0832,63.64,24,,0,THIN_SESSION,28.09,NEUTRAL,Belum ada arah BUY/SELL matang.,33.69390034114127
