Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDJPYm,113.06,113.06,113.079,113.0695,NEUTRAL,BUY,NEUTRAL,0.7656,0.6331,-0.04554285714285337,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,113.06,12.8,128.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.8999999999991246,1.66,0.0,0.0,0.0,0.0,False,,0.0,0.9649999999996937,STRESSED,False,1.0649999999996937,0.04956073518158124,-0.46408070238463656,False,0.5415816813081755,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1019,48.87,859,,0,THIN_SESSION,23.99,NEUTRAL,Belum ada arah BUY/SELL matang.,32.87680840654088
EURGBPm,0.86445,0.86445,0.86458,0.864515,NEUTRAL,NEUTRAL,NEUTRAL,0.6008,0.5612,7.571428571424136e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.86445,9.6,96.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.011962933881660929,-0.15733502626201856,True,0.6674383700266213,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0518,46.5,851,,0,THIN_SESSION,25.53,NEUTRAL,Belum ada arah BUY/SELL matang.,31.125891850133105
AUDCADm,0.98803,0.98803,0.98821,0.98812,NEUTRAL,NEUTRAL,NEUTRAL,0.351,0.3781,-0.0002508571428571455,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.98803,12.3,123.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.04706906204798611,-0.10804702200781982,False,0.5403608776242713,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0452,45.95,798,,0,THIN_SESSION,15.86,NEUTRAL,Belum ada arah BUY/SELL matang.,21.078404388121356
GBPUSDm,1.3403800000000001,1.3403800000000001,1.34048,1.34043,NEUTRAL,NEUTRAL,NEUTRAL,0.2694,0.3668,-0.0002057142857142102,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.34038,8.1,81.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.9999999999976694,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999991843,LAMINAR,False,0.7499999999991843,0.021525442734022956,0.040769890532862826,False,0.6794478730065785,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0259,45.07,820,,0,THIN_SESSION,21.49,NEUTRAL,Belum ada arah BUY/SELL matang.,23.33993936503289
CADCHFm,0.56794,0.56794,0.56802,0.5679799999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.4497,0.464,3.628571428572059e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.56794,7.0,70.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.7999999999996897,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999998914,LAMINAR,False,0.6799999999998914,0.007710168949481139,0.1604671176135647,False,0.6463773032386155,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0208,44.71,781,,0,THIN_SESSION,26.04,NEUTRAL,Belum ada arah BUY/SELL matang.,28.49228651619308
GBPAUDm,1.89832,1.89832,1.89853,1.898425,NEUTRAL,SELL,NEUTRAL,0.6736,0.6307,0.0002460000000000286,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.89832,13.5,135.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.100000000000435,1.84,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.015742950930707336,0.24723901987023097,True,0.7400022897360958,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0176,44.29,795,,0,THIN_SESSION,19.6,NEUTRAL,Belum ada arah BUY/SELL matang.,28.941611448680476
EURJPYm,185.57,185.57,185.586,185.578,BUY,BUY,PROJECTED,0.7696,0.6777,-0.03260000000001122,RANGE,49,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,185.57,11.2,112.0,185.458,DATA_DRIVEN,14.0,140.0,185.71,DATA_DRIVEN,1.25,1.6000000000019554,1.4,0.0,0.0,0.0,0.0,False,,0.0,0.8600000000006844,STRESSED,False,0.9600000000006844,0.013995584974463583,-0.3907795169058169,False,0.6998387035232693,,,,,,,,0.0,False,False,NEW_SYMBOL,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,STRESSED,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.0098,43.97,763,,0,THIN_SESSION,39.31,WATCH,quality 39.3 < 62 | winrate historis 43.97% < 45.00% | expectancy historis 0.0098R < 0.0200R | sesi market tipis untuk sinyal proyeksi,49.84929351761635
CADJPYm,114.418,114.418,114.435,114.4265,NEUTRAL,BUY,NEUTRAL,0.6542,0.6068,-0.017457142857147702,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,114.418,14.8,148.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.007327087433979956,-0.32023242897525983,True,0.697915310308995,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0084,43.89,869,,0,THIN_SESSION,22.12,NEUTRAL,Belum ada arah BUY/SELL matang.,29.701176551544975
NZDCHFm,0.46195,0.46195,0.46209,0.46202,NEUTRAL,NEUTRAL,NEUTRAL,0.5056,0.5174,-0.00013085714285714098,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.46195,10.2,102.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.3999999999997346,1.22,0.0,0.0,0.0,0.0,False,,0.0,0.789999999999907,STRESSED,False,0.889999999999907,0.061398876440685236,-0.008368899616268029,True,0.6937573242247748,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0009,43.52,844,,0,THIN_SESSION,21.75,NEUTRAL,Belum ada arah BUY/SELL matang.,26.995286621123874
EURAUDm,1.64116,1.64116,1.64133,1.641245,NEUTRAL,NEUTRAL,NEUTRAL,0.0516,0.2324,0.00036971428571436763,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.64116,11.7,117.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7000000000000348,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8950000000000122,STRESSED,False,0.9950000000000122,0.0320490625706103,0.03761909167430183,True,0.6565685193996705,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.008,42.92,821,,0,THIN_SESSION,10.58,NEUTRAL,Belum ada arah BUY/SELL matang.,13.297042596998352
