Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.20941,1.20941,1.20952,1.209465,NEUTRAL,NEUTRAL,NEUTRAL,0.4572,0.5052,7.457142857148427e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.0999999999983243,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6849999999994134,LAMINAR,False,0.7849999999994134,0.0005802946140688686,-0.14581391313117123,False,0.7518501539170538,BUY,0.02093030487906456,0.684532666694941,0.854999999999872,STRESSED,-0.020350010264995694,0.06731748722211284,-0.07000000000045858,True,True,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",AVOID,-0.0447,41.37,750,,0,LONDON,22.62,NEUTRAL,Belum ada arah BUY/SELL matang.,26.467450769585266
AUDUSD.m,0.7075,0.7075,0.70755,0.707525,NEUTRAL,NEUTRAL,NEUTRAL,0.1028,0.2443,-0.00020885714285714783,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.056303820076353574,0.0023191634895380203,False,0.5794918928833075,NEUTRAL,0.10851094222700695,0.5928193996044006,0.6099999999998214,LAMINAR,-0.05220712215065338,-0.013327506721093063,-0.0349999999998406,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0318,41.72,826,,0,LONDON,20.48,NEUTRAL,Belum ada arah BUY/SELL matang.,18.88945946441654
AUDJPY.m,113.292,113.292,113.302,113.297,NEUTRAL,NEUTRAL,NEUTRAL,0.3036,0.3756,-0.017200000000000056,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,10.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.0000000000005116,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000001791,LAMINAR,False,0.7500000000001791,0.039586707119102775,-0.08176170842683318,True,0.6075133930721224,NEUTRAL,0.08419619671307049,0.6712224855045059,0.8200000000000159,LAMINAR,-0.04460948959396772,-0.06370909243238354,-0.06999999999983686,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1164,49.71,840,,0,LONDON,23.97,NEUTRAL,Belum ada arah BUY/SELL matang.,25.986666965360612
CHFJPY.m,201.726,201.726,201.743,201.7345,NEUTRAL,NEUTRAL,NEUTRAL,0.2397,0.3542,-0.011428571428582366,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,14.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.024432383703182202,0.28434821353095596,True,0.6759465931614542,NEUTRAL,0.06703350836283645,0.7086659572513154,1.1,STRESSED,-0.042601124659654245,-0.0327193640898612,-0.10500000000014331,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.1405,36.11,838,,0,LONDON,10.65,NEUTRAL,Belum ada arah BUY/SELL matang.,14.83723296580727
EURAUD.m,1.64036,1.64036,1.64046,1.6404100000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.4233,0.4649,0.00016799999999995792,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,12.2,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9999999999998899,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999999615,LAMINAR,False,0.7499999999999615,0.013884393798942485,0.21834471225624635,True,0.6760391656164775,NEUTRAL,0.039963630108956184,0.5927843898301356,0.7849999999994134,LAMINAR,-0.0260792363100137,0.08325477578634188,-0.034999999999451914,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0397,45.62,818,-1.0,1,LONDON,19.57,NEUTRAL,Belum ada arah BUY/SELL matang.,24.883695828082388
EURCAD.m,1.62148,1.62148,1.62158,1.62153,SELL,SELL,PROJECTED,0.766,0.6803,0.0001065714285713156,RANGE,59,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.1,DATA_DRIVEN,10.1,DATA_DRIVEN,1.25,0.9999999999998899,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999999615,LAMINAR,False,0.7499999999999615,0.0021767718263654067,0.36106808184600003,False,0.7264792247806046,SELL,0.0038001576764078466,0.7141156734475191,0.7149999999997322,LAMINAR,-0.0016233858500424398,0.01236355133308542,0.03500000000022929,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1581,34.83,757,,0,LONDON,42.31,WATCH,quality 42.3 < 62 | status historis AVOID | winrate historis 34.83% < 45.00% | expectancy historis -0.1581R < 0.0200R,51.300496123903024
EURCHF.m,0.92125,0.92125,0.9213,0.9212750000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.3212,0.4004,1.1714285714280863e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,5.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.0002583782014145177,-0.060493523962581834,True,0.6854085647301926,NEUTRAL,0.023088730487780488,0.5751740678505369,0.6450000000000506,LAMINAR,-0.02283035228636597,0.1102344968796557,-0.0700000000000699,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0096,43.14,801,,0,LONDON,25.67,NEUTRAL,Belum ada arah BUY/SELL matang.,26.05914282365097
EURGBP.m,0.86337,0.86337,0.86343,0.8634,NEUTRAL,NEUTRAL,NEUTRAL,0.5414,0.5301,9.99999999992466e-06,TREND,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,7.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.6000000000005999,0.53,0.0,0.0,0.0,0.0,False,,0.0,0.51000000000021,LAMINAR,False,0.6100000000002099,0.004998730501697371,0.10925101926322252,True,0.6769334409007406,NEUTRAL,0.0019085171252800008,0.6874923877337826,0.5749999999999807,LAMINAR,0.00309021337641737,-0.010558946833042038,0.03500000000022918,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0461,46.3,813,1.25,1,LONDON,35.24,NEUTRAL,Belum ada arah BUY/SELL matang.,35.50186720450371
EURJPY.m,185.851,185.851,185.86,185.8555,NEUTRAL,NEUTRAL,NEUTRAL,0.1066,0.2524,-0.009200000000008552,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,11.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9000000000014552,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000005094,LAMINAR,False,0.7150000000005093,0.02317844760284869,0.13031996568963147,False,0.6194240693042845,NEUTRAL,0.04121573910110454,0.6009870567416588,0.7499999999996817,LAMINAR,-0.018037291498255854,0.018437012562625754,-0.03499999999917236,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0078,43.87,772,,0,LONDON,18.48,NEUTRAL,Belum ada arah BUY/SELL matang.,18.538720346521423
EURUSD.m,1.16062,1.16062,1.16065,1.160635,NEUTRAL,NEUTRAL,NEUTRAL,0.2615,0.2177,-8.371428571424364e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.29999999999974486,0.26,0.0,0.0,0.0,0.0,False,,0.0,0.40499999999991065,LAMINAR,False,0.5049999999999106,0.040455751575566704,0.17938361571926323,True,0.20213577643929995,NEUTRAL,0.06401465093595905,0.5305215400812153,0.4700000000004586,LAMINAR,-0.02355889936039235,-0.3283857636419154,0.034999999999452025,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0451,41.05,802,,0,LONDON,22.43,NEUTRAL,Belum ada arah BUY/SELL matang.,20.4543788821965
