Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.21357,1.21357,1.21364,1.213605,SELL,SELL,PROJECTED,0.8776,0.72,0.0004311428571430028,TREND,64,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.21357,10.3,103.0,1.2146,DATA_DRIVEN,14.3,143.0,1.21214,DATA_DRIVEN,1.39,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.021431181839907647,0.3760140563665056,True,0.6322550429759082,SELL,0.04869965482031236,0.5867508056695631,0.6799999999995028,LAMINAR,-0.027268472980404714,0.04550423730634512,-0.034999999999452136,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0447,41.37,750,,0,LONDON_NY_OVERLAP,51.26,WATCH,quality 51.3 < 62 | status historis AVOID | winrate historis 41.37% < 45.00% | expectancy historis -0.0447R < 0.0200R,59.86787521487954
AUDUSD.m,0.70821,0.70821,0.70825,0.70823,NEUTRAL,NEUTRAL,NEUTRAL,0.2659,0.3593,7.657142857147353e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.70821,7.4,74.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.40000000000040004,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.44000000000014,LAMINAR,False,0.54000000000014,0.0007628221899443286,0.0008220827831832526,True,0.6412864994103105,NEUTRAL,0.003442608064041619,0.6507970846080289,0.6099999999998214,LAMINAR,-0.0026797858740972903,-0.009510585197718413,-0.06999999999968132,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0318,41.72,826,,0,LONDON_NY_OVERLAP,24.63,NEUTRAL,Belum ada arah BUY/SELL matang.,24.09053249705155
AUDJPY.m,113.45,113.45,113.458,113.45400000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.3024,0.3809,0.03197142857142393,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,113.45,10.5,105.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.7999999999995566,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999998449,LAMINAR,False,0.6799999999998448,0.019322188348926097,0.008836557719188464,True,0.6494976321428394,NEUTRAL,0.024009468317335518,0.6839452816666586,0.9250000000000199,STRESSED,-0.004687279968409421,-0.03444764952381918,-0.24500000000017508,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1164,49.71,840,,0,LONDON_NY_OVERLAP,25.9,NEUTRAL,Belum ada arah BUY/SELL matang.,27.2388881607142
CHFJPY.m,201.862,201.862,201.879,201.8705,BUY,BUY,PROJECTED,0.9031,0.7532,-0.022828571428554496,RANGE,71,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,201.862,16.9,169.0,201.693,DATA_DRIVEN,21.3,213.0,202.075,DATA_DRIVEN,1.26,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.022731261620880207,-0.38717179046144606,True,0.672884855248312,BUY,0.04448317466139178,0.6593861206536012,1.1,VOID,-0.021751913040511574,0.013498734594710737,-0.10500000000014331,False,True,RESONANCE_MISMATCH,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1405,36.11,838,,0,LONDON_NY_OVERLAP,41.9,WATCH,quality 41.9 < 62 | status historis AVOID | winrate historis 36.11% < 45.00% | expectancy historis -0.1405R < 0.0200R,55.403824276241565
EURAUD.m,1.63855,1.63855,1.63862,1.638585,NEUTRAL,NEUTRAL,NEUTRAL,0.4533,0.4733,-0.00038199999999998814,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,1.63855,13.2,132.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.012237686334175973,-0.2624810239496132,True,0.6369726422439097,NEUTRAL,0.05805390907211178,0.6402848881558575,0.8900000000001013,STRESSED,-0.04581622273793581,-0.0033122459119477865,-0.24500000000005062,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0397,45.62,818,-1.0,1,LONDON_NY_OVERLAP,22.37,NEUTRAL,Belum ada arah BUY/SELL matang.,26.70836321121955
EURCAD.m,1.62277,1.62277,1.62286,1.6228150000000001,BUY,BUY,PROJECTED,0.6544,0.6051,-8.71428571428411e-05,RANGE,68,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.62277,11.6,116.0,1.62161,DATA_DRIVEN,14.6,146.0,1.62423,DATA_DRIVEN,1.26,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.0030712160273260207,-0.08329315575629863,True,0.7020742489713685,BUY,0.042940133277584364,0.6156701039807366,0.854999999999872,STRESSED,-0.039868917250258346,0.08640414499063187,-0.1400000000001398,False,True,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1581,34.83,757,,0,LONDON_NY_OVERLAP,43.08,WATCH,quality 43.1 < 62 | status historis AVOID | winrate historis 34.83% < 45.00% | expectancy historis -0.1581R < 0.0200R,51.43637124485684
EURCHF.m,0.92088,0.92088,0.92092,0.9209,NEUTRAL,NEUTRAL,NEUTRAL,0.5484,0.5014,0.00014885714285716695,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.92088,5.1,51.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.39999999999928976,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.43999999999975137,LAMINAR,False,0.5399999999997513,0.029368352160841004,-0.0003008955757183643,True,0.5738915418557362,NEUTRAL,0.010311730579341528,0.6546587688036529,0.6799999999998914,LAMINAR,0.019056621581499476,-0.08076722694791671,-0.14000000000014,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0096,43.14,801,,0,LONDON_NY_OVERLAP,29.94,NEUTRAL,Belum ada arah BUY/SELL matang.,31.485257709278685
EURGBP.m,0.86388,0.86388,0.86392,0.8639,NEUTRAL,NEUTRAL,NEUTRAL,0.3732,0.4233,-3.5142857142850495e-05,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,0.86388,5.8,58.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.40000000000040004,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.44000000000014,LAMINAR,False,0.54000000000014,0.0006104280135118455,-0.03408425893962923,True,0.6598204355428035,NEUTRAL,0.011135149890399971,0.637540761297394,0.6099999999998214,LAMINAR,-0.010524721876888125,0.022279674245409442,-0.06999999999968132,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0461,46.3,813,0.125,2,LONDON_NY_OVERLAP,30.31,NEUTRAL,Belum ada arah BUY/SELL matang.,30.01360217771402
EURJPY.m,185.897,185.897,185.907,185.902,NEUTRAL,NEUTRAL,NEUTRAL,0.9676,0.7948,0.008428571428561875,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,185.897,11.9,119.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.0000000000019327,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000006765,LAMINAR,False,0.7500000000006765,0.006217188548445861,-0.25709023401441694,True,0.6954637375319767,BUY,0.02910711283995012,0.6103542045647633,0.7500000000006765,LAMINAR,-0.02288992429150426,0.08510953296721335,0.0,True,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",WATCH_ONLY,0.0078,43.87,772,,0,LONDON_NY_OVERLAP,33.59,NEUTRAL,Belum ada arah BUY/SELL matang.,41.00541868765988
EURUSD.m,1.16049,1.16049,1.16051,1.1604999999999999,BUY,BUY,PROJECTED,0.8617,0.7023,-0.00014628571428576244,RANGE,63,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.16049,9.1,91.0,1.15958,DATA_DRIVEN,11.4,114.0,1.16163,DATA_DRIVEN,1.26,0.19999999999908977,0.17,0.0,0.0,0.0,0.0,False,,0.0,0.3699999999996814,LAMINAR,False,0.46999999999968145,0.012395394950527156,-0.16114534803754482,True,0.6172134704382737,BUY,0.059139571857127614,0.5473014533531164,0.54000000000014,LAMINAR,-0.04674417690660046,0.06991201708515726,-0.07000000000045858,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0451,41.05,802,,0,LONDON_NY_OVERLAP,54.06,WATCH,quality 54.1 < 62 | status historis AVOID | winrate historis 41.05% < 45.00% | expectancy historis -0.0451R < 0.0200R,60.86946735219138
