Symbol,Asset_Class,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,Entry_Model,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Fibo_Position,Fibo_Aligned,Fibo_382,Fibo_500,Fibo_618,Metal_Gate_Ok,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDUSDm,forex,M15,DYNAMIC_SL_TP,5.56,0.70676,0.70676,0.70685,0.706805,NEUTRAL,NEUTRAL,NEUTRAL,0.2419,0.3391,-9.028571428569839e-05,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,0.70676,MARKET_REFERENCE,7.6,76.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.5415,False,0.70636,0.70666,0.70695,True,0.038927210354541844,0.09302472327983716,True,0.6287152356509895,NEUTRAL,0.05299669106735293,0.7015092784785747,0.7150000000001208,LAMINAR,-0.014069480712811083,-0.07279404282758517,-3.885780586188048e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1268,68.49,152,1.25,1,LONDON_NY_OVERLAP,32.75,NEUTRAL,Belum ada arah BUY/SELL matang.,31.520076178254946
EURGBPm,forex,M15,DYNAMIC_SL_TP,5.92,0.86549,0.0,0.0,,NEUTRAL,NEUTRAL,NEUTRAL,0.1536,0.2175,8.942857142853738e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.86549,MARKET_REFERENCE,9.5,95.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,,3.5,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.9338,False,0.86474,0.8649,0.86506,True,0.04705016218306656,-0.02241980663915836,True,0.4164318875220365,NEUTRAL,0.013345025298782268,0.6307704867933387,0.8550000000002606,STRESSED,0.033705136884284295,-0.21433859927130217,0.24499999999973954,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.0441,62.96,119,,0,LONDON_NY_OVERLAP,,NEUTRAL,Belum ada arah BUY/SELL matang.,9.929359437610184
GBPCADm,forex,M15,DYNAMIC_SL_TP,5.09,1.87698,0.0,0.0,,NEUTRAL,NEUTRAL,NEUTRAL,0.1404,0.2158,-0.0002751428571429096,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87698,MARKET_REFERENCE,12.2,122.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,,3.5,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.2459,False,1.87756,1.87806,1.87857,True,0.04372676801843371,-0.0064094842639009775,True,0.42630084774699034,NEUTRAL,0.01540907940390428,0.6697769848807613,1.0300000000002416,STRESSED,0.02831768861452943,-0.24347613713377098,0.06999999999975848,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.2798,77.38,89,,0,LONDON_NY_OVERLAP,,NEUTRAL,Belum ada arah BUY/SELL matang.,12.806704238734952
EURAUDm,forex,M15,DYNAMIC_SL_TP,7.11,1.64004,0.0,0.0,,NEUTRAL,NEUTRAL,NEUTRAL,0.5324,0.4049,-2.9714285714371904e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.64004,MARKET_REFERENCE,9.5,95.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,,3.5,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.1776,False,1.64135,1.64211,1.64287,True,0.04267588547175679,-0.39271517392537036,True,0.2820327560081599,NEUTRAL,0.022597770097942203,0.6525847181827228,0.9950000000007894,STRESSED,0.020078115373814587,-0.3705519621745629,0.10499999999921072,False,False,RESONANCE_MISMATCH,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,ANOMALOUS,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.2017,73.68,63,,0,LONDON_NY_OVERLAP,,NEUTRAL,Belum ada arah BUY/SELL matang.,17.436563780040803
GBPNZDm,forex,M15,DYNAMIC_SL_TP,4.83,2.30314,0.0,0.0,,NEUTRAL,NEUTRAL,NEUTRAL,0.8368,0.5697,-3.799999999998826e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.30314,MARKET_REFERENCE,14.8,148.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,,3.5,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.4637,False,2.3024,2.30347,2.30454,True,0.03382708379309133,-0.35107659438796474,False,0.2238064277967241,NEUTRAL,0.025097298350834338,0.6752375775135753,1.1,STRESSED,0.008729785442256992,-0.45143114971685117,0.0,False,False,RESONANCE_MISMATCH,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,ANOMALOUS,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.1731,68.33,66,,0,LONDON_NY_OVERLAP,,NEUTRAL,Belum ada arah BUY/SELL matang.,21.35903213898362
NZDCADm,forex,M15,DYNAMIC_SL_TP,6.18,0.81521,0.81521,0.81539,0.8152999999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.6705,0.6056,-6.514285714286243e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.81521,MARKET_REFERENCE,12.3,123.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7999999999995797,1.57,0.0,0.0,0.0,0.0,False,,0.0,0.9299999999998529,STRESSED,False,1.029999999999853,0.4801,False,0.81489,0.81527,0.81566,True,0.03239308939116657,0.3079155494444149,True,0.6616042979067615,NEUTRAL,0.04177460178015643,0.7163527130405379,1.0300000000002416,STRESSED,-0.009381512388989856,-0.054748415133776485,-3.885780586188048e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.1598,71.62,80,,0,LONDON_NY_OVERLAP,29.31,NEUTRAL,Belum ada arah BUY/SELL matang.,37.164521489533804
AUDCADm,forex,M15,DYNAMIC_SL_TP,7.6,0.99098,0.99098,0.99116,0.99107,NEUTRAL,NEUTRAL,NEUTRAL,0.59,0.5743,7.685714285713835e-05,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.99098,MARKET_REFERENCE,15.5,155.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.9565,False,0.989,0.9894,0.98981,True,0.008479438619245312,0.3475010048222101,True,0.7189485786835726,NEUTRAL,0.02645824586937476,0.658667397603768,1.029999999999853,STRESSED,-0.01797880725012945,0.060281181079804624,3.885780586188048e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0976,69.23,92,,0,LONDON_NY_OVERLAP,26.7,NEUTRAL,Belum ada arah BUY/SELL matang.,34.03894289341786
AUDCHFm,forex,M15,DYNAMIC_SL_TP,5.39,0.56056,0.0,0.0,,NEUTRAL,NEUTRAL,NEUTRAL,0.7888,0.5447,3.199999999998244e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.56056,MARKET_REFERENCE,9.5,95.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,,3.5,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.6815,False,0.55962,0.55999,0.56036,True,0.03406401073703715,0.7157657145267804,True,0.23188188374829738,NEUTRAL,0.03740078167441239,0.6162590088551987,0.7150000000001208,LAMINAR,-0.0033367709373752358,-0.3843771251069013,0.3849999999998793,False,True,RESONANCE_MISMATCH,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,ANOMALOUS,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.0874,71.58,99,,0,LONDON_NY_OVERLAP,,NEUTRAL,Belum ada arah BUY/SELL matang.,20.205809418741488
EURCADm,forex,M15,DYNAMIC_SL_TP,5.38,1.6246399999999999,0.0,0.0,,NEUTRAL,NEUTRAL,NEUTRAL,0.0755,0.1717,-6.799999999994084e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.62464,MARKET_REFERENCE,11.3,113.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,,3.5,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.5306,False,1.62413,1.62453,1.62494,True,0.002972974764074225,-0.02460132588365853,True,0.408603132638972,NEUTRAL,7.311727782568821e-05,0.7558969688043216,0.9250000000003306,STRESSED,0.0028998574862485367,-0.34729383616534953,0.17499999999966953,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.0665,63.86,89,,0,LONDON_NY_OVERLAP,,NEUTRAL,Belum ada arah BUY/SELL matang.,8.89181566319486
UKOILm,energy,M15,DYNAMIC_SL_TP,5.96,80.35,0.0,0.0,,NEUTRAL,NEUTRAL,NEUTRAL,0.7363,0.5738,0.07460000000000276,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,80.35,MARKET_REFERENCE,82.6,826.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,,3.5,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.602,False,79.362,79.892,80.422,True,0.13188858986049123,4.428753384458165,True,0.27672108095020176,SELL,1.0757915251643375,0.5607851239669421,1.1,VOID,-0.9439029353038463,-0.2840640430167404,0.0,True,True,RESONANCE_MISMATCH,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,ANOMALOUS,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.0507,58.75,88,,0,LONDON_NY_OVERLAP,,NEUTRAL,Belum ada arah BUY/SELL matang.,18.270005404751007
