Symbol,Asset_Class,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Historical_Optimizer_ZF_Floor,Kelly_Full,Kelly_Risk_Multiplier,Dynamic_Lot,Entry_Price,Entry_Model,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Fibo_Position,Fibo_Aligned,Fibo_382,Fibo_500,Fibo_618,Metal_Gate_Ok,OKX_Status,OKX_Instrument,OKX_Last,OKX_Funding_Rate,OKX_Open_Interest,OKX_Open_Interest_USD,OKX_OI_Change_Pct,OKX_External_Stress,OKX_Funding_Bias,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
GBPCADm,forex,M15,DYNAMIC_SL_TP,4.54,1.8771499999999999,1.8771499999999999,1.8773300000000002,1.87724,NEUTRAL,NEUTRAL,NEUTRAL,0.7975,0.7012,0.0001022857142856879,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.0,1.87715,MARKET_REFERENCE,15.5,155.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.8000000000029104,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000010187,STRESSED,False,1.0300000000010188,0.6445,False,1.87482,1.87587,1.87692,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.01848515183052617,0.3794512249833866,True,0.7154662833260768,NEUTRAL,0.0035969703882405245,0.707280410464524,1.0300000000002416,STRESSED,0.014888181442285646,0.008185872861552812,7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.633,81.25,17,,0,THIN_SESSION,37.8,NEUTRAL,Belum ada arah BUY/SELL matang.,48.69133141663038
CADCHFm,forex,M15,DYNAMIC_SL_TP,7.28,0.56641,0.56641,0.56649,0.56645,BUY,NEUTRAL,STRICT,1.1527,0.8876,1.3714285714308147e-05,TREND,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.84,0.56638,ZF_FIBO_BUY_LIMIT,8.9,89.0,0.56549,DATA_DRIVEN,11.1,111.0,0.56749,DATA_DRIVEN,1.25,0.8000000000008001,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000002801,LAMINAR,False,0.68000000000028,0.5102,True,0.56603,0.56638,0.56673,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.02575845776231276,-0.32404950437192,True,0.6276913161051783,BUY,0.003988244832324862,0.6791270995216023,0.6799999999998914,LAMINAR,0.021770212929987896,-0.051435783416424075,3.886890809212673e-13,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,LAMINAR,Setup BUY valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 81.25%.,TRADEABLE,0.3989,81.25,17,,0,THIN_SESSION,75.07,PASS,,87.5013565805259
GBPNZDm,forex,M15,DYNAMIC_SL_TP,3.43,2.29909,2.29909,2.29933,2.29921,BUY,BUY,STRICT,1.2071,0.9602,-0.00038971428571432643,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.55,0.0,0.5,0.0,2.29909,ZF_FIBO_BUY_LIMIT,16.1,161.0,2.29748,DATA_DRIVEN,20.3,203.0,2.30112,DATA_DRIVEN,1.26,2.399999999997959,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.0335,True,2.30231,2.3034,2.30449,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.01648396343549483,-0.6614185510204872,False,0.7417026455265088,BUY,0.03154692494918607,0.6939207326399814,1.1,STRESSED,-0.015062961513691239,0.047781912886527333,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.3584,73.33,15,,0,THIN_SESSION,57.9,PASS,,76.74071322763254
USDCHFm,forex,M15,DYNAMIC_SL_TP,7.1,0.799,0.799,0.79913,0.799065,NEUTRAL,NEUTRAL,NEUTRAL,0.9511,0.7807,0.0001499999999999955,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.0,0.799,MARKET_REFERENCE,9.6,96.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.765,False,0.79497,0.79622,0.79746,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.04824141259462897,-0.49938525721148586,False,0.647307311635693,NEUTRAL,0.02150075213465834,0.6730696698382498,0.8550000000002606,STRESSED,0.026740660459970627,-0.02576235820255679,-3.885780586188048e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.2677,65.22,29,,0,THIN_SESSION,38.82,NEUTRAL,Belum ada arah BUY/SELL matang.,47.16433655817846
BTCJPYm,crypto,M15,DYNAMIC_SL_TP,4.88,10358317.0,10358317.0,10360555.0,10359436.0,NEUTRAL,NEUTRAL,NEUTRAL,0.0197,0.2055,-6645.485714285627,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.55,0.0,0.5,0.0,10358317.0,MARKET_REFERENCE,34976.2,34976.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2238.0,1958.25,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.2657,False,10402547.252,10447421.0,10492294.748,True,"ERROR: HTTPSConnectionPool(host='www.okx.com', port=443): Max retries exceeded with url: /api/v5/market/ticker?instId=BTC-USDT-SWAP (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.okx.com'. (_ssl.c:1081)"")))",BTC-USDT-SWAP,,,,,,0.0,NEUTRAL,0.14542849444477127,-0.471028423962329,True,0.5535596781306376,NEUTRAL,0.07786617445184256,0.5711809298787621,1.1,VOID,0.06756231999292871,-0.017621251748124567,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.1932,68.75,16,,0,THIN_SESSION,1.94,NEUTRAL,Belum ada arah BUY/SELL matang.,11.195598390653188
BTCCNHm,crypto,M15,DYNAMIC_SL_TP,6.94,436200.7,436200.7,436501.2,436350.95,NEUTRAL,NEUTRAL,NEUTRAL,0.0446,0.2231,-318.2828571428506,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.45,0.0,0.5,0.0,436200.7,MARKET_REFERENCE,14799.8,14800.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,3005.0,2629.38,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.2286,False,438679.3,440585.7,442492.0,True,"ERROR: HTTPSConnectionPool(host='www.okx.com', port=443): Max retries exceeded with url: /api/v5/market/ticker?instId=BTC-USDT-SWAP (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.okx.com'. (_ssl.c:1081)"")))",BTC-USDT-SWAP,,,,,,0.0,NEUTRAL,0.14855542730130722,-0.6960318682269387,True,0.5536837082197553,NEUTRAL,0.0765696273203159,0.5727581306046509,1.1,VOID,0.07198579998099132,-0.01907442238489554,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.1491,71.43,16,,0,THIN_SESSION,2.24,NEUTRAL,Belum ada arah BUY/SELL matang.,11.621218541098777
AUDJPYm,forex,M15,DYNAMIC_SL_TP,2.83,112.942,112.942,112.961,112.9515,NEUTRAL,NEUTRAL,NEUTRAL,0.7287,0.6576,-0.002742857142857101,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.0,112.942,MARKET_REFERENCE,16.1,161.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.9000000000005457,1.66,0.0,0.0,0.0,0.0,False,,0.0,0.965000000000191,STRESSED,False,1.0650000000001911,0.5391,False,112.803,112.907,113.012,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.0427041131552637,0.7094944280344083,True,0.6906828667567255,NEUTRAL,0.012407546015908127,0.7368496906534127,1.0650000000001911,STRESSED,0.030296567139355572,-0.04616682389668714,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1447,63.16,21,,0,THIN_SESSION,27.75,NEUTRAL,Belum ada arah BUY/SELL matang.,36.58551433378363
EURCADm,forex,M15,DYNAMIC_SL_TP,6.71,1.62416,1.62416,1.62431,1.624235,NEUTRAL,NEUTRAL,NEUTRAL,0.8687,0.7414,5.4571428571449166e-05,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.5,0.0,0.5,0.0,1.62416,MARKET_REFERENCE,13.5,135.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.4999999999987244,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8249999999995534,STRESSED,False,0.9249999999995534,0.6115,False,1.62256,1.62338,1.62421,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.016086026925700624,0.4352025728169363,True,0.701007543045533,SELL,0.0011275573515513706,0.748068116656554,0.9249999999995534,STRESSED,0.014958469574149253,-0.047060573611021006,0.0,True,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: STRESSED.",TRADEABLE,0.1091,56.25,17,,0,THIN_SESSION,31.74,NEUTRAL,Belum ada arah BUY/SELL matang.,40.234037715227664
BTCUSDm,crypto,M15,DYNAMIC_SL_TP,3.76,64484.19,64484.19,64494.19,64489.19,NEUTRAL,NEUTRAL,NEUTRAL,0.029,0.224,-38.917999999999246,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.45,0.0,0.5,0.0,64484.19,MARKET_REFERENCE,22017.6,22018.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1000.0,875.0,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.2484,False,64824.76,65125.57,65426.38,True,"ERROR: HTTPSConnectionPool(host='www.okx.com', port=443): Max retries exceeded with url: /api/v5/market/ticker?instId=BTC-USDT-SWAP (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.okx.com'. (_ssl.c:1081)"")))",BTC-USDT-SWAP,,,,,,0.0,NEUTRAL,0.13230284645119694,-0.31975860850507964,True,0.5573160595862273,NEUTRAL,0.0654534699358091,0.573605049506617,1.1,VOID,0.06684937651538785,-0.01628898992038963,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.089,69.05,42,,0,THIN_SESSION,0.56,NEUTRAL,Belum ada arah BUY/SELL matang.,9.794580297931137
USDCADm,forex,M15,DYNAMIC_SL_TP,7.31,1.4105699999999999,1.4105699999999999,1.41071,1.41064,NEUTRAL,NEUTRAL,NEUTRAL,0.6577,0.6086,0.00023342857142857833,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.45,0.0,0.5,0.0,1.41057,MARKET_REFERENCE,10.2,102.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.4000000000002897,1.23,0.0,0.0,0.0,0.0,False,,0.0,0.7900000000001013,STRESSED,False,0.8900000000001013,0.871,False,1.40436,1.40585,1.40735,True,NOT_CRYPTO,,,,,,,0.0,NEUTRAL,0.02078093893425294,-0.10907566298880267,False,0.6907369189743001,NEUTRAL,0.016639697077436868,0.6975200682282547,0.8900000000001013,STRESSED,0.004141241856816073,-0.006783149253954623,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0832,63.64,24,,0,THIN_SESSION,29.76,NEUTRAL,Belum ada arah BUY/SELL matang.,36.1016845948715
