Symbol,Asset_Class,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,Entry_Model,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Fibo_Position,Fibo_Aligned,Fibo_382,Fibo_500,Fibo_618,Metal_Gate_Ok,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDUSDm,forex,M15,DYNAMIC_SL_TP,5.56,0.70716,0.70716,0.70725,0.7072050000000001,SELL,NEUTRAL,STRICT,1.0314,0.8278,6.657142857142741e-05,TREND,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,1.58,0.70716,ZF_FIBO_SELL_LIMIT,9.5,95.0,0.70811,DATA_DRIVEN,11.9,119.0,0.70597,DATA_DRIVEN,1.25,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.6996,True,0.70636,0.70666,0.70695,True,0.006225240517501958,0.305173293636182,True,0.6935213416388025,SELL,0.007198435915633289,0.6866154554977469,0.7150000000001208,LAMINAR,-0.0009731953981313313,0.006905886141055584,0.0,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,LAMINAR,Setup SELL valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 68.49%.,TRADEABLE,0.1268,68.49,152,,0,LONDON_NY_OVERLAP,67.82,PASS,,78.70460670819402
EURGBPm,forex,M15,DYNAMIC_SL_TP,5.92,0.86488,0.86488,0.86501,0.864945,BUY,BUY,PROJECTED,0.991,0.7982,2.85714285726723e-07,RANGE,60,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.86488,ZF_FIBO_BUY_LIMIT,9.6,96.0,0.86392,DATA_DRIVEN,12.0,120.0,0.86608,DATA_DRIVEN,1.25,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.5038,True,0.86472,0.86488,0.86503,True,0.007408641494576985,-0.11106716572228725,True,0.6714675933134282,NEUTRAL,0.00853217974387439,0.6631910595393472,0.854999999999872,STRESSED,-0.001123538249297405,0.008276533774080996,0.0,True,False,RESONANCE_MISMATCH,ACCURACY_LOCK,False,TUNGGU AKURASI,quality 52.5 < 55.0,ANOMALOUS,Jangan entry dulu. Sinyal ditahan oleh mode akurasi ketat. Alasan: quality 52.5 < 55.0.,TRADEABLE,0.0441,62.96,119,,0,LONDON_NY_OVERLAP,52.49,LOCKED,quality 52.5 < 55.0,64.27243796656714
GBPCADm,forex,M15,DYNAMIC_SL_TP,5.09,1.87736,1.87736,1.87754,1.87745,NEUTRAL,NEUTRAL,NEUTRAL,0.2801,0.3766,-0.00033057142857147696,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87736,MARKET_REFERENCE,12.3,123.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.1522,False,1.87813,1.87853,1.87892,True,0.028811470595265024,0.024495663846315036,True,0.6883050847530965,NEUTRAL,0.034805966044894325,0.7336405921690822,1.0300000000002416,STRESSED,-0.0059944954496293015,-0.04533550741598569,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.2798,77.38,89,,0,LONDON_NY_OVERLAP,25.41,NEUTRAL,Belum ada arah BUY/SELL matang.,30.327425423765487
EURAUDm,forex,M15,DYNAMIC_SL_TP,7.11,1.6391499999999999,1.6391499999999999,1.63932,1.639235,BUY,BUY,PROJECTED,0.9218,0.7619,-0.0002997142857144078,RANGE,57,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.63915,ZF_FIBO_BUY_LIMIT,11.7,117.0,1.63798,DATA_DRIVEN,14.6,146.0,1.64061,DATA_DRIVEN,1.25,1.7000000000022553,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8950000000007894,STRESSED,False,0.9950000000007894,0.0237,True,1.64141,1.64216,1.64291,True,0.015943508762138875,-0.5176035013203317,True,0.6850285901864618,BUY,0.020579785622152673,0.6584961627773424,0.994999999999235,STRESSED,-0.004636276860013798,0.02653242740911943,1.5543122344752192e-12,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,STRESSED,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.2017,73.68,63,,0,LONDON_NY_OVERLAP,51.89,WATCH,quality 51.9 < 55.0,64.4814429509323
GBPNZDm,forex,M15,DYNAMIC_SL_TP,4.83,2.3025700000000002,2.3025700000000002,2.30281,2.30269,BUY,BUY,STRICT,1.1153,0.9007,-0.0004991428571428545,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.30257,ZF_FIBO_BUY_LIMIT,14.1,141.0,2.30116,DATA_DRIVEN,17.6,176.0,2.30433,DATA_DRIVEN,1.25,2.399999999997959,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.4011,True,2.3024,2.30347,2.30454,True,0.005608464346138989,-0.4527490492773483,True,0.7616392842939561,BUY,0.04936144548364454,0.7341201859733737,1.1,STRESSED,-0.04375298113750555,0.027519098320582414,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.1731,68.33,66,,0,LONDON_NY_OVERLAP,54.07,WATCH,quality 54.1 < 55.0,71.38269642146977
NZDCADm,forex,M15,DYNAMIC_SL_TP,6.18,0.81526,0.81526,0.81544,0.81535,SELL,NEUTRAL,STRICT,1.0235,0.8118,4.285714285710362e-05,TREND,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.97,0.81527,ZF_FIBO_SELL_LIMIT,15.5,155.0,0.81683,DATA_DRIVEN,19.4,194.0,0.81333,DATA_DRIVEN,1.25,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.4954,True,0.81489,0.81527,0.81566,True,0.023834416455590455,0.4511940501129437,True,0.6551494529625579,SELL,0.012207527476573748,0.7239472814759219,1.0300000000002416,STRESSED,0.011626888979016706,-0.06879782851336402,0.0,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,STRESSED,"Sinyal SELL muncul, tetapi status watch-only. Gunakan lot kecil dan tunggu konfirmasi. Akurasi historis resolved sekitar 71.62%.",WATCH_ONLY,0.1598,71.62,80,,0,LONDON_NY_OVERLAP,58.88,PASS,,72.18374726481281
AUDCADm,forex,M15,DYNAMIC_SL_TP,7.6,0.99054,0.99054,0.99072,0.99063,NEUTRAL,NEUTRAL,NEUTRAL,0.8434,0.702,1.4000000000048894e-05,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.99054,MARKET_REFERENCE,15.5,155.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.872,False,0.98893,0.98932,0.98971,True,0.020368545773618723,0.42825375871820137,True,0.6502921872273238,SELL,0.0055918597754871105,0.738139046123058,1.029999999999853,STRESSED,0.014776685998131613,-0.08784685889573418,3.885780586188048e-13,True,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: STRESSED.",WATCH_ONLY,0.0976,69.23,92,,0,LONDON_NY_OVERLAP,30.85,NEUTRAL,Belum ada arah BUY/SELL matang.,40.03256093613662
AUDCHFm,forex,M15,DYNAMIC_SL_TP,5.39,0.5608,0.5608,0.56089,0.560845,SELL,SELL,PROJECTED,0.9801,0.7942,0.0001282857142857293,TREND,70,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.5608,ZF_FIBO_SELL_LIMIT,9.5,95.0,0.56175,DATA_DRIVEN,11.9,119.0,0.55961,DATA_DRIVEN,1.25,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.758,True,0.55962,0.55999,0.56036,True,0.007030818933837951,0.5485566283384207,False,0.6771422326278304,SELL,0.01263381262030864,0.6489570286107493,0.7149999999997322,LAMINAR,-0.00560299368647069,0.028185204017081023,3.885780586188048e-13,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.0874,71.58,99,,0,LONDON_NY_OVERLAP,60.38,PASS,,71.30191116313915
EURCADm,forex,M15,DYNAMIC_SL_TP,5.38,1.6238299999999999,1.6238299999999999,1.62398,1.623905,NEUTRAL,NEUTRAL,NEUTRAL,0.3214,0.4026,-0.000278285714285849,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.62383,MARKET_REFERENCE,10.7,107.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.5000000000009448,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8250000000003306,STRESSED,False,0.9250000000003306,0.2945,False,1.62413,1.62453,1.62494,True,0.03380965298751935,-0.09178028560491187,True,0.6860607272025505,NEUTRAL,0.023294908779671632,0.6270055092900052,0.9250000000003306,STRESSED,0.010514744207847714,0.05905521791254531,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0665,63.86,89,,0,LONDON_NY_OVERLAP,22.66,NEUTRAL,Belum ada arah BUY/SELL matang.,26.676503636012757
UKOILm,energy,M15,DYNAMIC_SL_TP,5.96,80.091,80.091,80.121,80.106,NEUTRAL,NEUTRAL,NEUTRAL,0.6125,0.639,0.05105714285714501,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,80.091,MARKET_REFERENCE,45.7,457.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,3.0000000000001137,2.63,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.8623,False,78.73,79.064,79.399,True,0.03151496294434625,3.748187713102473,True,0.7606465348871589,NEUTRAL,0.04468192298218297,0.4847991138813614,1.1,VOID,-0.013166960037836725,0.27584742100579757,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,WATCH_ONLY,0.0507,58.75,88,,0,LONDON_NY_OVERLAP,14.48,NEUTRAL,Belum ada arah BUY/SELL matang.,26.672832674435796
