Symbol,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
EURNZDm,H4,ZF_DYNAMIC_SL_TP,70.86,1.99325,1.99325,1.9934699999999999,1.99336,NEUTRAL,NEUTRAL,NEUTRAL,0.0183,0.212,0.000772571428571398,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.99325,42.9,429.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.199999999998869,1.92,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.026663234573383997,0.35582617536141425,True,0.6420702717788576,NEUTRAL,0.009425332833245497,0.8004004490525123,1.1,STRESSED,0.0172379017401385,-0.15833017727365473,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.916,91.6,119,,0,LONDON_NY_OVERLAP,22.1,NEUTRAL,Belum ada arah BUY/SELL matang.,30.314151358894286
GBPJPYm,H4,ZF_DYNAMIC_SL_TP,80.74,214.759,214.759,214.786,214.77249999999998,NEUTRAL,NEUTRAL,NEUTRAL,0.2597,0.3087,-0.1400000000000121,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,214.759,40.9,409.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.7000000000015234,2.36,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.13821044922386844,-0.6167452387283875,True,0.4727210206584052,NEUTRAL,0.09076707267903694,0.6234852708280291,1.1,STRESSED,0.047443376544831495,-0.15076425016962386,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.9126,91.26,103,,0,LONDON_NY_OVERLAP,21.16,NEUTRAL,Belum ada arah BUY/SELL matang.,32.75840510329203
GBPUSDm,H4,ZF_DYNAMIC_SL_TP,126.25,1.34054,1.34054,1.34064,1.3405900000000002,NEUTRAL,NEUTRAL,NEUTRAL,0.0729,0.1806,-0.00045171428571417853,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.34054,27.0,270.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.9999999999998899,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999999615,LAMINAR,False,0.7499999999999615,0.06977734460288497,-0.14469513790604993,True,0.45392206297719684,NEUTRAL,0.05673073318037466,0.5894954340208968,0.7500000000007386,LAMINAR,0.013046611422510311,-0.13557337104369993,-7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8447,84.47,103,,0,LONDON_NY_OVERLAP,30.58,NEUTRAL,Belum ada arah BUY/SELL matang.,33.770210314885986
GBPCHFm,H4,ZF_DYNAMIC_SL_TP,135.48,1.06249,1.06249,1.06264,1.062565,BUY,NEUTRAL,STRICT,1.02,0.7393,-0.0005694285714286565,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.83,1.06249,18.1,181.0,1.06068,DATA_DRIVEN,22.9,229.0,1.06478,DATA_DRIVEN,1.26,1.5000000000009448,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8250000000003306,STRESSED,False,0.9250000000003306,0.055130807091980795,-1.5664766587960894,True,0.3892478076142327,BUY,0.041608627839389394,0.517476124241775,0.9249999999995534,STRESSED,0.013522179252591401,-0.1282283166275423,7.771561172376096e-13,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,STRESSED,Setup BUY valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 82.41%.,TRADEABLE,0.8241,82.41,108,,0,LONDON_NY_OVERLAP,66.06,PASS,,80.92483903807117
EURUSDm,H4,ZF_DYNAMIC_SL_TP,133.1,1.15963,1.15963,1.15971,1.15967,NEUTRAL,NEUTRAL,NEUTRAL,0.1116,0.1797,-0.0003300000000000672,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.15963,21.4,214.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.8000000000008001,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000002801,LAMINAR,False,0.68000000000028,0.06582344758657767,0.2513621262347126,True,0.374652623745332,NEUTRAL,0.06259135538876538,0.49373607591173124,0.68000000000028,LAMINAR,0.0032320921978122863,-0.11908345216639926,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8073,80.73,109,,0,LONDON_NY_OVERLAP,31.7,NEUTRAL,Belum ada arah BUY/SELL matang.,34.01066311872666
GBPNZDm,H4,ZF_DYNAMIC_SL_TP,99.21,2.3042,2.3042,2.30444,2.3043199999999997,NEUTRAL,NEUTRAL,NEUTRAL,0.146,0.2793,0.0008185714285713723,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.3042,51.3,513.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.4000000000023998,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.02928700165726316,-0.25062395827301176,True,0.6180726144877653,NEUTRAL,0.0005504508858320526,0.795304259535687,1.1,STRESSED,0.02873655077143111,-0.17723164504792166,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.802,80.2,101,,0,LONDON_NY_OVERLAP,20.28,NEUTRAL,Belum ada arah BUY/SELL matang.,29.41236307243883
EURJPYm,H4,ZF_DYNAMIC_SL_TP,115.23,185.787,185.787,185.803,185.79500000000002,NEUTRAL,NEUTRAL,NEUTRAL,0.0356,0.1471,-0.1080285714285586,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,185.787,31.9,319.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.5999999999991132,1.4,0.0,0.0,0.0,0.0,False,,0.0,0.8599999999996897,STRESSED,False,0.9599999999996897,0.1305145112055377,-0.0050903010486259,False,0.38363706674174086,NEUTRAL,0.09825041141388886,0.520175469118203,0.9599999999996897,STRESSED,0.032264099791648834,-0.13653840237646214,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.789,78.9,109,,0,LONDON_NY_OVERLAP,23.32,NEUTRAL,Belum ada arah BUY/SELL matang.,27.937785333708703
NZDJPYm,H4,ZF_DYNAMIC_SL_TP,152.0,93.199,93.199,93.213,93.20599999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.0329,0.1953,-0.08948571428571725,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,93.199,28.4,284.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.3999999999995794,1.22,0.0,0.0,0.0,0.0,False,,0.0,0.7899999999998527,STRESSED,False,0.8899999999998527,0.10589006195764974,-0.28494256069522084,True,0.5744348527619245,NEUTRAL,0.09114781678319005,0.7080158391554396,0.8899999999998527,STRESSED,0.014742245174459698,-0.13358098639351512,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.787,78.7,108,,0,LONDON_NY_OVERLAP,26.08,NEUTRAL,Belum ada arah BUY/SELL matang.,30.33457426380962
AUDCADm,H4,ZF_DYNAMIC_SL_TP,174.71,0.99057,0.99057,0.99075,0.99066,NEUTRAL,NEUTRAL,NEUTRAL,0.4898,0.457,0.0002225714285713722,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.99057,19.5,195.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.09212325704442209,2.0674247833684456,False,0.5074261318642554,NEUTRAL,0.08455056700920029,0.6542003486373995,1.029999999999853,STRESSED,0.007572690035221805,-0.14677421677314406,3.885780586188048e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.7652,76.52,115,,0,LONDON_NY_OVERLAP,30.06,NEUTRAL,Belum ada arah BUY/SELL matang.,39.15013065932128
CHFJPYm,H4,ZF_DYNAMIC_SL_TP,121.64,202.116,202.116,202.137,202.12650000000002,NEUTRAL,NEUTRAL,NEUTRAL,0.3808,0.356,-0.0224571428571448,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,202.116,38.9,389.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.0999999999986585,1.84,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.08484936996580773,1.2375339774031775,True,0.41982859677477685,NEUTRAL,0.05302345979498166,0.5553252713028536,1.1,STRESSED,0.031825910170826074,-0.13549667452807673,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.76,76.0,100,,0,LONDON_NY_OVERLAP,24.97,NEUTRAL,Belum ada arah BUY/SELL matang.,34.08544298387388
