Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.2105299999999999,1.2105299999999999,1.21063,1.21058,NEUTRAL,NEUTRAL,NEUTRAL,0.3712,0.3107,-2.5714285715107673e-06,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.0000000000021103,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000007387,LAMINAR,False,0.7500000000007386,0.004422159883480673,0.19719281526644974,False,0.2910364299303699,NEUTRAL,0.01609372939187933,0.6740846904549619,0.7149999999997322,LAMINAR,-0.011671569508398656,-0.383048260524592,0.03500000000100645,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",AVOID,-0.0447,41.37,750,,0,LONDON_NY_OVERLAP,19.1,NEUTRAL,Belum ada arah BUY/SELL matang.,20.85138214965185
AUDUSD.m,0.70754,0.70754,0.70758,0.70756,NEUTRAL,NEUTRAL,NEUTRAL,0.7132,0.4658,5.599999999998038e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.40000000000040004,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.44000000000014,LAMINAR,False,0.54000000000014,0.05926031699996124,-0.3173085202779047,True,0.10505294892336323,NEUTRAL,0.0020028842381640526,0.6525211188228195,0.5749999999999807,LAMINAR,0.057257432761797185,-0.5474681698994562,-0.034999999999840714,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",AVOID,-0.0318,41.72,826,,0,LONDON_NY_OVERLAP,29.47,NEUTRAL,Belum ada arah BUY/SELL matang.,31.22816474461682
AUDJPY.m,113.288,113.288,113.295,113.2915,NEUTRAL,NEUTRAL,NEUTRAL,0.4225,0.2976,0.005771428571432239,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,10.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000005002,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.545000000000175,LAMINAR,False,0.645000000000175,0.039357102721964424,-0.08635307000977054,True,0.14266818668211675,NEUTRAL,0.0018293448448457495,0.7094179879365791,0.8200000000000159,LAMINAR,0.03752775787711867,-0.5667498012544623,-0.17499999999984095,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",TRADEABLE,0.1164,49.71,840,,0,LONDON_NY_OVERLAP,25.87,NEUTRAL,Belum ada arah BUY/SELL matang.,26.609840933410588
CHFJPY.m,202.069,202.069,202.087,202.07799999999997,NEUTRAL,NEUTRAL,NEUTRAL,0.2822,0.2383,0.021399999999996516,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,18.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.8000000000000682,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000000239,STRESSED,False,1.030000000000024,0.029860253094489544,0.4346076370912205,True,0.2293525497172345,NEUTRAL,0.002667846771462613,0.743537908229051,1.1,STRESSED,0.02719240632302693,-0.5141853585118165,-0.06999999999997608,False,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: STRESSED.",AVOID,-0.1405,36.11,838,,0,LONDON_NY_OVERLAP,7.89,NEUTRAL,Belum ada arah BUY/SELL matang.,11.766262748586172
EURAUD.m,1.64177,1.64177,1.64184,1.641805,NEUTRAL,NEUTRAL,NEUTRAL,0.8664,0.5761,0.00010657142857127936,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,11.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.02266444576026496,0.3428192474457086,False,0.1709056691110864,NEUTRAL,0.00092426415648728,0.6994747778716834,0.7150000000005093,LAMINAR,0.02174018160377768,-0.528569108760597,-0.0700000000004587,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",TRADEABLE,0.0397,45.62,818,-1.0,1,LONDON_NY_OVERLAP,27.01,NEUTRAL,Belum ada arah BUY/SELL matang.,33.53962834555543
EURCAD.m,1.62344,1.62344,1.6235300000000001,1.623485,NEUTRAL,NEUTRAL,NEUTRAL,0.2369,0.2052,0.0002597142857141381,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,10.7,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9000000000014552,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000005094,LAMINAR,False,0.7150000000005093,0.026698876351390115,-0.012344234904270047,False,0.20150493879508036,NEUTRAL,0.008672541677032063,0.6874262467974107,0.7149999999997322,LAMINAR,0.018026334674358054,-0.48592130800233035,7.771561172376096e-13,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",AVOID,-0.1581,34.83,757,,0,LONDON_NY_OVERLAP,13.92,NEUTRAL,Belum ada arah BUY/SELL matang.,13.975524693975403
EURCHF.m,0.92042,0.92042,0.92049,0.920455,NEUTRAL,NEUTRAL,NEUTRAL,0.048,0.0871,1.0285714285696595e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.01527159046678382,-0.014426831327547941,False,0.18298618216001636,NEUTRAL,0.0030687800523653474,0.6786295743664481,0.6100000000002099,LAMINAR,0.012202810414418473,-0.4956433922064317,0.034999999999840714,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",AVOID,-0.0096,43.14,801,,0,LONDON_NY_OVERLAP,16.09,NEUTRAL,Belum ada arah BUY/SELL matang.,13.906830910800084
EURGBP.m,0.86442,0.86442,0.86448,0.8644499999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.1188,0.1459,-3.4285714285693365e-05,TREND,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,7.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.6000000000005999,0.53,0.0,0.0,0.0,0.0,False,,0.0,0.51000000000021,LAMINAR,False,0.6100000000002099,0.04918150307155484,0.08428858293846189,False,0.2350045177911752,SELL,0.002919016894622488,0.6862022780568171,0.5749999999999807,LAMINAR,0.04626248617693235,-0.4511977602656419,0.03500000000022918,True,False,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",TRADEABLE,0.0461,46.3,813,1.25,1,LONDON_NY_OVERLAP,24.98,NEUTRAL,Belum ada arah BUY/SELL matang.,20.887622588955878
EURJPY.m,185.999,185.999,186.008,186.0035,NEUTRAL,NEUTRAL,NEUTRAL,0.3514,0.287,0.020428571428569364,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,12.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9000000000014552,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000005094,LAMINAR,False,0.7150000000005093,0.016361382903130172,0.20852014659392706,True,0.24765447295437493,NEUTRAL,0.002205798287899308,0.704417800955107,0.7500000000006765,LAMINAR,0.014155584615230865,-0.45676332800073205,-0.03500000000016712,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",WATCH_ONLY,0.0078,43.87,772,,0,LONDON_NY_OVERLAP,20.66,NEUTRAL,Belum ada arah BUY/SELL matang.,21.795672364771875
EURUSD.m,1.16167,1.16167,1.1616900000000001,1.16168,NEUTRAL,NEUTRAL,NEUTRAL,0.4471,0.3066,0.00016314285714292794,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,10.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.20000000000131024,0.18,0.0,0.0,0.0,0.0,False,,0.0,0.3700000000004586,LAMINAR,False,0.4700000000004586,0.036833934108163824,-0.07775234860815683,True,0.11690939596500304,NEUTRAL,0.002224241977165988,0.6433645309023495,0.4700000000004586,LAMINAR,0.034609692130997835,-0.5264551349373464,0.0,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",AVOID,-0.0451,41.05,802,,0,LONDON_NY_OVERLAP,26.06,NEUTRAL,Belum ada arah BUY/SELL matang.,24.99434697982501
