Symbol,Asset_Class,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,Entry_Model,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Fibo_Position,Fibo_Aligned,Fibo_382,Fibo_500,Fibo_618,Metal_Gate_Ok,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDUSDm,forex,M15,DYNAMIC_SL_TP,5.56,0.70705,0.70705,0.70714,0.707095,SELL,SELL,STRICT,1.25,0.9533,0.00012342857142859395,RANGE,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,1.97,0.70705,ZF_FIBO_SELL_LIMIT,7.6,76.0,0.70781,DATA_DRIVEN,9.5,95.0,0.7061,DATA_DRIVEN,1.25,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.6561,True,0.70636,0.70666,0.70695,True,0.010981012959836441,0.3448147700460945,True,0.6642733693133768,NEUTRAL,0.028282996610025774,0.3125809106435825,0.7149999999997322,LAMINAR,-0.017301983650189333,0.35169245866979426,3.885780586188048e-13,True,False,RESONANCE_MISMATCH,NORMAL,True,EKSEKUSI,,ANOMALOUS,Setup SELL valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 68.49%.,TRADEABLE,0.1268,68.49,152,,0,LONDON_NY_OVERLAP,67.65,PASS,,81.9624668465669
EURGBPm,forex,M15,DYNAMIC_SL_TP,5.92,0.86495,0.86495,0.86508,0.865015,NEUTRAL,NEUTRAL,NEUTRAL,0.7334,0.6498,8.02857142856886e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.86495,MARKET_REFERENCE,9.6,96.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.5573,False,0.86472,0.86488,0.86503,True,0.004593154676440983,-0.07118847465472698,True,0.6921176669328349,NEUTRAL,0.009190657034648345,0.3662782029147662,0.854999999999872,STRESSED,-0.004597502358207361,0.32583946401806874,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0441,62.96,119,,0,LONDON_NY_OVERLAP,31.23,NEUTRAL,Belum ada arah BUY/SELL matang.,37.76108833466418
GBPCADm,forex,M15,DYNAMIC_SL_TP,5.09,1.87758,1.87758,1.8777599999999999,1.87767,NEUTRAL,NEUTRAL,NEUTRAL,0.7123,0.6635,-0.0002985714285715469,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87758,MARKET_REFERENCE,12.3,123.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7999999999984695,1.57,0.0,0.0,0.0,0.0,False,,0.0,0.9299999999994644,STRESSED,False,1.0299999999994645,0.2802,False,1.87795,1.87838,1.87881,True,0.03994996978534639,0.11620548530210015,True,0.7771588314923159,NEUTRAL,0.04661143061077576,0.5323505066454984,1.0300000000002416,STRESSED,-0.006661460825429372,0.24480832484681747,-7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.2798,77.38,89,,0,LONDON_NY_OVERLAP,33.78,NEUTRAL,Belum ada arah BUY/SELL matang.,42.29039415746158
EURAUDm,forex,M15,DYNAMIC_SL_TP,7.11,1.63943,1.63943,1.6396,1.6395149999999998,BUY,BUY,PROJECTED,0.9919,0.8152,-0.0005194285714285278,RANGE,61,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.63943,ZF_FIBO_BUY_LIMIT,11.7,117.0,1.63826,DATA_DRIVEN,14.6,146.0,1.64089,DATA_DRIVEN,1.25,1.7000000000000348,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8950000000000122,STRESSED,False,0.9950000000000122,0.0248,True,1.64159,1.6423,1.64301,True,0.04379901242773379,-0.48979889873722393,True,0.7181917895513038,BUY,0.06590274337634883,0.5867951982768695,0.9950000000007894,STRESSED,-0.022103730948615036,0.13139659127443426,-7.771561172376096e-13,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,STRESSED,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.2017,73.68,63,,0,LONDON_NY_OVERLAP,54.27,WATCH,quality 54.3 < 55.0,67.79785894775654
GBPNZDm,forex,M15,DYNAMIC_SL_TP,4.83,2.3023,2.3023,2.30254,2.3024199999999997,BUY,BUY,STRICT,1.25,1.0,-0.0009694285714286244,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.3023,ZF_FIBO_BUY_LIMIT,15.9,159.0,2.30071,DATA_DRIVEN,20.9,209.0,2.30439,DATA_DRIVEN,1.32,2.4000000000023998,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.3714,True,2.3024,2.30347,2.30454,True,0.06307600605279785,-0.4286729520279452,True,0.8188650329554605,BUY,0.08907635505267733,0.7051854066985646,1.1,STRESSED,-0.026000348999879477,0.11367962625689598,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.1731,68.33,66,,0,LONDON_NY_OVERLAP,54.8,WATCH,quality 54.8 < 55.0,74.2255251647773
NZDCADm,forex,M15,DYNAMIC_SL_TP,6.18,0.81542,0.81542,0.8156,0.81551,SELL,SELL,STRICT,1.25,0.96,0.00021142857142855405,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,1.22,0.81542,ZF_FIBO_SELL_LIMIT,12.3,123.0,0.81665,DATA_DRIVEN,15.4,154.0,0.81388,DATA_DRIVEN,1.25,1.7999999999995797,1.57,0.0,0.0,0.0,0.0,False,,0.0,0.9299999999998529,STRESSED,False,1.029999999999853,0.5443,True,0.81489,0.81527,0.81566,True,0.02012991320938864,0.5133746201154769,False,0.6768559615861008,NEUTRAL,0.039665607905871265,0.4101769127977857,1.0300000000002416,STRESSED,-0.019535694696482624,0.26667904878831517,-3.885780586188048e-13,True,False,RESONANCE_MISMATCH,NORMAL,True,EKSEKUSI,,ANOMALOUS,"Sinyal SELL muncul, tetapi status watch-only. Gunakan lot kecil dan tunggu konfirmasi. Akurasi historis resolved sekitar 71.62%.",WATCH_ONLY,0.1598,71.62,80,,0,LONDON_NY_OVERLAP,59.06,PASS,,76.01527980793051
AUDCADm,forex,M15,DYNAMIC_SL_TP,7.6,0.99057,0.99057,0.99075,0.99066,SELL,SELL,STRICT,1.2271,0.9567,0.0002514285714285565,TREND,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.97,0.99057,ZF_FIBO_SELL_LIMIT,15.5,155.0,0.99212,DATA_DRIVEN,19.4,194.0,0.98863,DATA_DRIVEN,1.25,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.8811,True,0.98893,0.98932,0.98971,True,0.008661328465834048,0.5293510734197012,False,0.7174643969558151,NEUTRAL,0.03213742845431908,0.4097689382210633,1.0300000000002416,STRESSED,-0.02347609998848503,0.3076954587347518,0.0,True,False,RESONANCE_MISMATCH,NORMAL,True,EKSEKUSI,,ANOMALOUS,"Sinyal SELL muncul, tetapi status watch-only. Gunakan lot kecil dan tunggu konfirmasi. Akurasi historis resolved sekitar 69.23%.",WATCH_ONLY,0.0976,69.23,92,,0,LONDON_NY_OVERLAP,57.81,PASS,,74.47562198477908
AUDCHFm,forex,M15,DYNAMIC_SL_TP,5.39,0.56073,0.56073,0.56082,0.560775,SELL,SELL,PROJECTED,0.9804,0.7752,0.0001474285714285509,TREND,69,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.56073,ZF_FIBO_SELL_LIMIT,9.5,95.0,0.56168,DATA_DRIVEN,11.9,119.0,0.55954,DATA_DRIVEN,1.25,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.7333,True,0.55962,0.56,0.56037,True,0.03529979012799813,0.4786377677805687,True,0.6137801885293396,NEUTRAL,0.04429115362349759,0.359247365470214,0.7150000000001208,LAMINAR,-0.008991363495499456,0.25453282305912556,0.0,True,False,RESONANCE_MISMATCH,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.0874,71.58,99,,0,LONDON_NY_OVERLAP,59.77,PASS,,70.47440094264671
EURCADm,forex,M15,DYNAMIC_SL_TP,5.38,1.62415,1.62415,1.6242999999999999,1.624225,NEUTRAL,NEUTRAL,NEUTRAL,0.3248,0.4033,-0.00010800000000011254,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.62415,MARKET_REFERENCE,10.7,107.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.4999999999987244,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8249999999995534,STRESSED,False,0.9249999999995534,0.44,False,1.62393,1.62438,1.62482,True,0.03264561903686998,0.02746164547866645,True,0.6933713508531821,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0665,63.86,89,,0,LONDON_NY_OVERLAP,22.77,NEUTRAL,Belum ada arah BUY/SELL matang.,26.827956754265916
UKOILm,energy,M15,DYNAMIC_SL_TP,5.96,80.386,80.386,80.42,80.40299999999999,SELL,SELL,PROJECTED,0.593,0.5691,0.17719999999999653,TREND,40,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,80.386,ZF_FIBO_SELL_LIMIT,53.5,535.0,80.921,DATA_DRIVEN,74.3,743.0,79.643,DATA_DRIVEN,1.39,3.4000000000006025,2.98,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.9345,True,78.767,79.113,79.459,True,0.34094777071800675,3.456272141940711,True,0.702029095961723,,,,,,,,0.0,False,False,NEW_SYMBOL,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.0507,58.75,88,,0,LONDON_NY_OVERLAP,23.35,WATCH,quality 23.4 < 55.0,38.14624547980861
