Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.20934,1.20934,1.20942,1.20938,NEUTRAL,NEUTRAL,NEUTRAL,0.3255,0.414,0.00010371428571434462,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7999999999985795,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999995028,LAMINAR,False,0.6799999999995028,0.0006464875355117178,-0.08163979333620276,True,0.7242866838699893,NEUTRAL,0.0005802946140688686,0.7518501539170538,0.7849999999994134,LAMINAR,6.619292144284918e-05,-0.027563470047064498,-0.10499999999991061,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0447,41.37,750,,0,LONDON,22.58,NEUTRAL,Belum ada arah BUY/SELL matang.,24.20043341934995
AUDUSD.m,0.70728,0.70728,0.70732,0.7073,NEUTRAL,NEUTRAL,NEUTRAL,0.1743,0.2857,-0.00026171428571428526,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.39999999999928976,0.35,0.0,0.0,0.0,0.0,False,,0.0,0.43999999999975137,LAMINAR,False,0.5399999999997513,0.05786144995259665,-0.05754713913973018,True,0.5736324838802515,NEUTRAL,0.056303820076353574,0.5794918928833075,0.5749999999999807,LAMINAR,0.001557629876243076,-0.0058594090030560375,-0.0350000000002294,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0318,41.72,826,,0,LONDON,22.58,NEUTRAL,Belum ada arah BUY/SELL matang.,21.15916241940126
AUDJPY.m,113.209,113.209,113.217,113.213,NEUTRAL,NEUTRAL,NEUTRAL,0.4312,0.4462,-0.03674285714286282,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,10.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7999999999995566,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999998449,LAMINAR,False,0.6799999999998448,0.06494644149722492,-0.16194521149807437,True,0.5912978916752831,NEUTRAL,0.039586707119102775,0.6075133930721224,0.7500000000001791,LAMINAR,0.025359734378122147,-0.01621550139683925,-0.07000000000033424,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1164,49.71,840,,0,LONDON,27.87,NEUTRAL,Belum ada arah BUY/SELL matang.,30.092189458376417
CHFJPY.m,201.825,201.825,201.843,201.834,NEUTRAL,NEUTRAL,NEUTRAL,0.2711,0.3913,0.00251428571429115,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,14.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.8000000000000682,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000000239,STRESSED,False,1.030000000000024,0.002460052484336405,0.32221994236752305,True,0.7365861668081534,NEUTRAL,0.024432383703182202,0.6759465931614542,0.9949999999998568,STRESSED,-0.021972331218845797,0.06063957364669914,0.03500000000016723,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.1405,36.11,838,,0,LONDON,10.73,NEUTRAL,Belum ada arah BUY/SELL matang.,15.686830834040766
EURAUD.m,1.64126,1.64126,1.64131,1.6412849999999999,NEUTRAL,NEUTRAL,NEUTRAL,0.5047,0.4824,0.00030742857142855703,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,11.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.5000000000010552,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4750000000003693,LAMINAR,False,0.5750000000003693,0.032389287881398894,0.2089691536645978,True,0.5795114622187265,NEUTRAL,0.013884393798942485,0.6760391656164775,0.7499999999999615,LAMINAR,0.01850489408245641,-0.09652770339775096,-0.17499999999959215,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0397,45.62,818,-1.0,1,LONDON,24.6,NEUTRAL,Belum ada arah BUY/SELL matang.,28.469957311093633
EURCAD.m,1.62229,1.62229,1.62236,1.622325,SELL,SELL,PROJECTED,0.7792,0.6609,0.0002814285714284689,RANGE,59,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.3,DATA_DRIVEN,9.2,DATA_DRIVEN,1.26,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.02215229339602638,0.33037618235376687,True,0.6385460297304133,SELL,0.0021767718263654067,0.7264792247806046,0.7499999999999615,LAMINAR,0.01997552156966097,-0.08793319505019126,-0.10499999999991083,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1581,34.83,757,,0,LONDON,44.58,WATCH,quality 44.6 < 62 | status historis AVOID | winrate historis 34.83% < 45.00% | expectancy historis -0.1581R < 0.0200R,52.32053014865207
EURCHF.m,0.9206,0.9206,0.92067,0.920635,NEUTRAL,NEUTRAL,NEUTRAL,0.4662,0.4819,-0.00013800000000011289,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.036696776779177286,-0.12248810816466217,True,0.6680777937652118,NEUTRAL,0.0002583782014145177,0.6854085647301926,0.5749999999999807,LAMINAR,0.036438398577762765,-0.017330770964980813,0.0700000000000699,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0096,43.14,801,,0,LONDON,26.53,NEUTRAL,Belum ada arah BUY/SELL matang.,28.765488968826062
EURGBP.m,0.86391,0.86391,0.86396,0.8639349999999999,SELL,SELL,PROJECTED,0.8906,0.7095,0.00014114285714282113,TREND,64,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,6.9,DATA_DRIVEN,8.6,DATA_DRIVEN,1.25,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.024560215673396443,0.16319005945839932,True,0.5733082735433201,NEUTRAL,0.004998730501697371,0.6769334409007406,0.6100000000002099,LAMINAR,0.01956148517169907,-0.10362516735742044,-0.03500000000022918,True,False,RESONANCE_MISMATCH,ACCURACY_LOCK,False,TUNGGU AKURASI,quality 59.4 < 62,ANOMALOUS,Jangan entry dulu. Sinyal ditahan oleh mode akurasi ketat. Alasan: quality 59.4 < 62.,TRADEABLE,0.0461,46.3,813,1.25,1,LONDON,59.41,LOCKED,quality 59.4 < 62,65.3844413677166
EURJPY.m,185.811,185.811,185.817,185.81400000000002,NEUTRAL,NEUTRAL,NEUTRAL,0.0243,0.1862,-0.026314285714281602,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,11.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.6000000000000227,0.53,0.0,0.0,0.0,0.0,False,,0.0,0.510000000000008,LAMINAR,False,0.610000000000008,0.03278826295515883,0.0765428568728084,True,0.5626796515802034,NEUTRAL,0.02317844760284869,0.6194240693042845,0.7150000000005093,LAMINAR,0.009609815352310144,-0.05674441772408112,-0.10500000000050136,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0078,43.87,772,,0,LONDON,19.16,NEUTRAL,Belum ada arah BUY/SELL matang.,17.312198257901017
EURUSD.m,1.16092,1.16092,1.16094,1.16093,NEUTRAL,NEUTRAL,NEUTRAL,0.1652,0.2835,-0.00020628571428566543,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.20000000000131024,0.18,0.0,0.0,0.0,0.0,False,,0.0,0.3700000000004586,LAMINAR,False,0.4700000000004586,0.022803537742239064,0.12112941078659868,True,0.6045049522723673,NEUTRAL,0.040455751575566704,0.20213577643929995,0.5049999999999106,LAMINAR,-0.01765221383332764,0.4023691758330674,-0.034999999999452025,False,False,WATCH,NORMAL,False,WASPADA,,LAMINAR,"Waspada. Ada tanda anomali, tetapi belum ada arah entry yang matang. Likuiditas: LAMINAR.",AVOID,-0.0451,41.05,802,,0,LONDON,23.91,NEUTRAL,Belum ada arah BUY/SELL matang.,21.739424761361835
GBPAUD.m,1.89971,1.89971,1.89982,1.899765,NEUTRAL,NEUTRAL,NEUTRAL,0.2391,0.3553,4.6285714285658556e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,12.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.1000000000005448,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6850000000001906,LAMINAR,False,0.7850000000001905,0.0056433647727324515,0.06393047420900368,False,0.6942559390552391,NEUTRAL,0.017728235521528777,0.682991165103556,0.854999999999872,STRESSED,-0.012084870748796325,0.011264773951683127,-0.06999999999968143,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0081,43.83,802,,0,LONDON,19.66,NEUTRAL,Belum ada arah BUY/SELL matang.,21.681079695276196
GBPCHF.m,1.06558,1.06558,1.06565,1.065615,BUY,BUY,PROJECTED,0.9753,0.788,-0.00033685714285730913,RANGE,69,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.3,DATA_DRIVEN,9.6,DATA_DRIVEN,1.32,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.0628252871532877,-0.3062559261963851,True,0.6694194627857684,NEUTRAL,0.003463295003209839,0.6715075587732566,0.6450000000000506,LAMINAR,0.059361992150077855,-0.00208809598748827,0.0,True,False,RESONANCE_MISMATCH,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,ANOMALOUS,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.1003,38.14,891,,0,LONDON,52.49,WATCH,quality 52.5 < 62 | status historis AVOID | winrate historis 38.14% < 45.00% | expectancy historis -0.1003R < 0.0200R,62.490197313928846
GBPJPY.m,215.068,215.068,215.088,215.078,NEUTRAL,NEUTRAL,NEUTRAL,0.3309,0.4052,-0.06474285714285247,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,13.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.999999999998181,1.75,0.0,0.0,0.0,0.0,False,,0.0,0.9999999999993634,STRESSED,False,1.0999999999993635,0.059064709679247034,-0.17548888211761687,True,0.651807343796295,NEUTRAL,0.020547557581447006,0.7266395660312859,1.0649999999991964,STRESSED,0.03851715209780003,-0.07483222223499086,0.03500000000016712,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.054,40.56,816,,0,LONDON,11.89,NEUTRAL,Belum ada arah BUY/SELL matang.,17.905736718981476
GBPUSD.m,1.3437000000000001,1.3437000000000001,1.3437700000000001,1.3437350000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.0832,0.2389,-0.00045971428571427283,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.050417893406370366,-0.016759719090057874,True,0.6039593061007389,NEUTRAL,0.03721237688819346,0.6189357324325537,0.6099999999998214,LAMINAR,0.013205516518176905,-0.01497642633181484,0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0098,44.12,814,,0,LONDON,19.75,NEUTRAL,Belum ada arah BUY/SELL matang.,18.821496530503694
NZDUSD.m,0.58482,0.58482,0.58487,0.5848450000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.058,0.2221,-0.000270285714285749,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.0608551842623959,0.007502776470510203,True,0.594980763869187,NEUTRAL,0.06073357712366684,0.5999657586577429,0.6099999999998214,LAMINAR,0.0001216071387290657,-0.004984994788555963,-0.0349999999998406,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0892,38.68,776,,0,LONDON,18.26,NEUTRAL,Belum ada arah BUY/SELL matang.,16.326703819345937
USDCAD.m,1.39755,1.39753,1.3976199999999999,1.3975749999999998,NEUTRAL,NEUTRAL,NEUTRAL,0.4061,0.4231,0.0005005714285715155,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.04788125601576806,0.1848354545329043,True,0.5761322115576355,NEUTRAL,0.041416025125977224,0.5943550619965884,0.7499999999999615,LAMINAR,0.006465230889790834,-0.018222850438952887,-0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0203,42.24,816,,0,LONDON,22.85,NEUTRAL,Belum ada arah BUY/SELL matang.,25.162561057788178
USDCHF.m,0.79301,0.79301,0.79308,0.793045,NEUTRAL,NEUTRAL,NEUTRAL,0.2794,0.3746,2.3142857142825128e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.012411043207156304,-0.28716154196542887,True,0.6709346755138408,NEUTRAL,0.03839376316859151,0.6136551084073596,0.6099999999998214,LAMINAR,-0.02598271996143521,0.05727956710648119,0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0759,39.23,811,,0,LONDON,21.37,NEUTRAL,Belum ada arah BUY/SELL matang.,22.109773377569205
USDJPY.m,160.061,160.061,160.066,160.0635,NEUTRAL,NEUTRAL,NEUTRAL,0.1958,0.3141,0.00705714285714246,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999954525,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999998408,LAMINAR,False,0.5749999999998409,0.007278021075594959,-0.07540340433244573,True,0.651905868444212,NEUTRAL,0.01648255442881134,0.636445578724933,0.610000000000008,LAMINAR,-0.00920453335321638,0.015460289719279041,-0.03500000000016712,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0504,40.86,889,,0,LONDON,22.12,NEUTRAL,Belum ada arah BUY/SELL matang.,21.42392934222106
AUDCAD.m,0.98843,0.98843,0.98849,0.98846,NEUTRAL,NEUTRAL,NEUTRAL,0.0271,0.2155,-1.3428571428521872e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.5999999999994897,0.52,0.0,0.0,0.0,0.0,False,,0.0,0.5099999999998214,LAMINAR,False,0.6099999999998214,0.010445012748841595,0.09161573860876723,True,0.6488786563155748,NEUTRAL,0.01406400992818114,0.6551457603945667,0.6799999999998914,LAMINAR,-0.0036189971793395455,-0.006267104078991892,-0.07000000000007,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0449,46.02,750,,0,LONDON,20.79,NEUTRAL,Belum ada arah BUY/SELL matang.,19.153293281577874
AUDCHF.m,0.56089,0.56089,0.56095,0.56092,BUY,BUY,STRICT,1.0585,0.8388,-0.00019057142857145342,RANGE,83,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.0,DATA_DRIVEN,7.5,DATA_DRIVEN,1.25,0.5999999999994897,0.52,0.0,0.0,0.0,0.0,False,,0.0,0.5099999999998214,LAMINAR,False,0.6099999999998214,0.06973437145425133,-0.3395875693185713,True,0.6626751256353758,BUY,0.017673625567461538,0.6465766180560204,0.6450000000000506,LAMINAR,0.0520607458867898,0.01609850757935538,-0.03500000000022929,False,False,LAMINAR,PROFILE_LOCK,False,WATCH HISTORIS,Pair historis negatif/belum tervalidasi; tidak masuk TOP eksekusi.,LAMINAR,Jangan entry. Pair ini belum lolos validasi historis.,AVOID,-0.0519,41.07,757,,0,LONDON,61.91,WATCH,quality 61.9 < 62 | status historis AVOID | winrate historis 41.07% < 45.00% | expectancy historis -0.0519R < 0.0200R,72.1102756281769
EURNZD.m,1.98489,1.98489,1.98498,1.9849350000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.279,0.3533,0.0005408571428570446,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,15.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.03354222509048582,0.17328207742154414,True,0.6003030029986085,NEUTRAL,0.015462963303408234,0.7035091884705899,0.9250000000003306,STRESSED,0.01807926178707759,-0.10320618547198135,-0.21000000000059837,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0244,44.84,845,,0,LONDON,21.92,NEUTRAL,Belum ada arah BUY/SELL matang.,23.303915014993045
GBPCAD.m,1.8778000000000001,1.8778000000000001,1.87788,1.87784,NEUTRAL,NEUTRAL,NEUTRAL,0.352,0.4237,2.0285714285655647e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7999999999985795,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999995028,LAMINAR,False,0.6799999999995028,0.0040355720536956515,0.15555375186249,False,0.7020775723123773,NEUTRAL,0.0060379616942822165,0.7115318181383067,0.7499999999999615,LAMINAR,-0.002002389640586565,-0.009454245825929353,-0.0700000000004587,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.157,34.78,794,,0,LONDON,19.86,NEUTRAL,Belum ada arah BUY/SELL matang.,21.591787861561883
GBPNZD.m,2.29746,2.29746,2.29762,2.29754,NEUTRAL,NEUTRAL,NEUTRAL,0.0025,0.2244,0.0002542857142857106,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,18.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.6000000000016001,1.4,0.0,0.0,0.0,0.0,False,,0.0,0.8600000000005601,STRESSED,False,0.9600000000005601,0.007275361634672843,-0.03773321564257449,False,0.7344244199217818,NEUTRAL,0.019548532124276888,0.7318830962228549,1.099999999999923,STRESSED,-0.012273170489604045,0.0025413236989269006,-0.13999999999936297,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0526,40.72,846,,0,LONDON,9.87,NEUTRAL,Belum ada arah BUY/SELL matang.,11.977422099608908
