Symbol,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDNZD.m,1.21009,1.21009,1.21018,1.2101350000000002,NEUTRAL,NEUTRAL,NEUTRAL,0.3812,0.4359,8.628571428576158e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.01609372939187933,0.18124253907910165,True,0.6740846904549619,NEUTRAL,0.011520651504180315,0.705585139241811,0.7850000000001905,LAMINAR,0.004573077887699013,-0.0315004487868491,-0.07000000000045836,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0447,41.37,750,,0,LONDON,22.43,NEUTRAL,Belum ada arah BUY/SELL matang.,24.75812345227481
AUDUSD.m,0.70704,0.70704,0.70709,0.707065,NEUTRAL,NEUTRAL,NEUTRAL,0.1704,0.2983,-4.6857142857191736e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,7.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.0020028842381640526,-0.06866972632513157,True,0.6525211188228195,NEUTRAL,0.00890818670896495,0.6452900996507578,0.5749999999999807,LAMINAR,-0.006905302470800897,0.007231019172061703,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0318,41.72,826,,0,LONDON,22.13,NEUTRAL,Belum ada arah BUY/SELL matang.,21.243705594114097
AUDJPY.m,113.212,113.212,113.224,113.218,NEUTRAL,NEUTRAL,NEUTRAL,0.2519,0.3665,-0.005599999999997755,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,10.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.2000000000000455,1.05,0.0,0.0,0.0,0.0,False,,0.0,0.720000000000016,LAMINAR,False,0.8200000000000159,0.0018293448448457495,-0.08613341902391812,False,0.7094179879365791,NEUTRAL,0.00403537888829807,0.6944439611605662,0.7500000000001791,LAMINAR,-0.0022060340434523202,0.014974026776012894,0.06999999999983686,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1164,49.71,840,,0,LONDON,22.0,NEUTRAL,Belum ada arah BUY/SELL matang.,24.585489939682898
CHFJPY.m,201.878,201.878,201.904,201.891,NEUTRAL,NEUTRAL,NEUTRAL,0.34,0.4289,0.014257142857142755,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,15.2,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,2.600000000001046,2.28,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.002667846771462613,0.41001213474505654,False,0.743537908229051,NEUTRAL,0.003995558953550331,0.7262778975527986,1.0299999999990292,STRESSED,-0.0013277121820877182,0.01726001067625238,0.07000000000097084,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,AVOID,-0.1405,36.11,838,,0,LONDON,5.31,NEUTRAL,Belum ada arah BUY/SELL matang.,13.842989541145254
EURAUD.m,1.6415199999999999,1.6415199999999999,1.64161,1.641565,NEUTRAL,NEUTRAL,NEUTRAL,0.3412,0.4172,0.00013171428571434913,RANGE,0,LEARNING,60,3.0,2.0,0.55,0.45,58,0.0,11.2,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9000000000014552,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000005094,LAMINAR,False,0.7150000000005093,0.00092426415648728,0.14255118450794374,False,0.6994747778716834,NEUTRAL,0.005283304358225636,0.6882099464169656,0.7149999999997322,LAMINAR,-0.004359040201738356,0.011264831454717794,7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0397,45.62,818,-1.0,1,LONDON,19.03,NEUTRAL,Belum ada arah BUY/SELL matang.,23.39027388935842
EURCAD.m,1.62169,1.62169,1.62178,1.6217350000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.0905,0.2663,-5.3428571428659704e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.008672541677032063,0.0994085266688208,False,0.6874262467974107,NEUTRAL,0.021587978794794502,0.6395875081989172,0.68000000000028,LAMINAR,-0.012915437117762439,0.047838738598493524,0.034999999999452136,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.1581,34.83,757,,0,LONDON,14.2,NEUTRAL,Belum ada arah BUY/SELL matang.,14.216731233987055
EURCHF.m,0.92055,0.92055,0.92061,0.92058,NEUTRAL,NEUTRAL,NEUTRAL,0.5261,0.5205,-3.485714285714065e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,6.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.6000000000005999,0.53,0.0,0.0,0.0,0.0,False,,0.0,0.51000000000021,LAMINAR,False,0.6100000000002099,0.0030687800523653474,-0.1672741125877661,False,0.6786295743664481,NEUTRAL,0.004996180291648343,0.6604727368635592,0.5749999999999807,LAMINAR,-0.0019274002392829954,0.01815683750288888,0.03500000000022918,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0096,43.14,801,,0,LONDON,28.47,NEUTRAL,Belum ada arah BUY/SELL matang.,30.843647871832243
EURGBP.m,0.86443,0.86443,0.86448,0.864455,SELL,SELL,STRICT,1.0837,0.8577,8.914285714288878e-05,TREND,83,LEARNING,60,3.0,2.0,0.55,0.45,58,2.17,6.9,DATA_DRIVEN,8.6,DATA_DRIVEN,1.25,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.002919016894622488,0.2580210249121548,True,0.6862022780568171,SELL,0.004386030871726178,0.6680700331395288,0.54000000000014,LAMINAR,-0.0014670139771036901,0.018132244917288265,0.034999999999840714,False,False,LAMINAR,NORMAL,True,EKSEKUSI,,LAMINAR,Setup SELL valid. Entry manual boleh dipertimbangkan dengan SL/TP yang tampil. Akurasi historis resolved sekitar 46.30%. Expectancy live 1.2500R.,TRADEABLE,0.0461,46.3,813,1.25,1,LONDON,70.43,PASS,,78.51951139028408
EURJPY.m,185.849,185.849,185.859,185.85399999999998,NEUTRAL,NEUTRAL,NEUTRAL,0.0565,0.2456,0.005428571428556056,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,11.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.0000000000019327,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000006765,LAMINAR,False,0.7500000000006765,0.002205798287899308,0.07253360292475235,False,0.704417800955107,NEUTRAL,0.008113671531597842,0.6845546380965866,0.7499999999996817,LAMINAR,-0.005907873243698534,0.01986316285852041,9.947598300641403e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0078,43.87,772,,0,LONDON,17.24,NEUTRAL,Belum ada arah BUY/SELL matang.,17.480089004775532
EURUSD.m,1.16068,1.16068,1.1607,1.16069,NEUTRAL,NEUTRAL,NEUTRAL,0.0147,0.2033,1.5142857142903929e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,8.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.20000000000131024,0.18,0.0,0.0,0.0,0.0,False,,0.0,0.3700000000004586,LAMINAR,False,0.4700000000004586,0.002224241977165988,0.03794897209365574,False,0.6433645309023495,NEUTRAL,0.01216072760886567,0.6270074167973292,0.4700000000004586,LAMINAR,-0.00993648563169968,0.016357114105020276,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,AVOID,-0.0451,41.05,802,,0,LONDON,21.43,NEUTRAL,Belum ada arah BUY/SELL matang.,18.16172265451175
