Symbol,Asset_Class,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,Entry_Model,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Fibo_Position,Fibo_Aligned,Fibo_382,Fibo_500,Fibo_618,Metal_Gate_Ok,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
AUDUSDm,forex,M15,DYNAMIC_SL_TP,5.56,0.70706,0.70706,0.70715,0.707105,NEUTRAL,NEUTRAL,ZF_FLOOR_BLOCK,1.25,0.8481,0.0001279999999999827,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.70706,MARKET_REFERENCE,7.6,76.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.6601,True,0.70636,0.70666,0.70695,True,0.028282996610025774,0.3298287720794935,True,0.3125809106435825,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.1268,68.49,152,,0,LONDON_NY_OVERLAP,39.5,NEUTRAL,Belum ada arah BUY/SELL matang.,49.781504553217914
EURGBPm,forex,M15,DYNAMIC_SL_TP,5.92,0.86494,0.86494,0.86507,0.865005,NEUTRAL,NEUTRAL,NEUTRAL,0.5755,0.4573,5.600000000000391e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.86494,MARKET_REFERENCE,9.6,96.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.5496,False,0.86472,0.86488,0.86503,True,0.009190657034648345,-0.05325604073005416,False,0.3662782029147662,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.0441,62.96,119,,0,LONDON_NY_OVERLAP,26.44,NEUTRAL,Belum ada arah BUY/SELL matang.,30.97099101457383
GBPCADm,forex,M15,DYNAMIC_SL_TP,5.09,1.87754,1.87754,1.87772,1.87763,NEUTRAL,NEUTRAL,NEUTRAL,0.9393,0.7278,-0.00026200000000004014,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87754,MARKET_REFERENCE,12.3,123.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.2692,False,1.87795,1.87838,1.87881,True,0.04661143061077576,0.1596646243531781,True,0.5323505066454984,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.2798,77.38,89,,0,LONDON_NY_OVERLAP,36.34,NEUTRAL,Belum ada arah BUY/SELL matang.,46.106352533227486
BTCTHBm,crypto,M15,DYNAMIC_SL_TP,4.0,2115577.0,2115577.0,2135488.0,2125532.5,NEUTRAL,NEUTRAL,NEUTRAL,0.5895,0.479,2069.5142857144233,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2115577.0,MARKET_REFERENCE,39824.0,39824.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,19911.0,17422.12,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.4734,False,2111281.82,2116829.0,2122376.18,True,0.04569358883621554,0.7155133858010706,True,0.32353958188703824,,,,,,,,0.0,False,False,NEW_SYMBOL,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,WATCH_ONLY,0.22,100.0,1,,0,LONDON_NY_OVERLAP,17.48,NEUTRAL,Belum ada arah BUY/SELL matang.,30.42369790943519
EURAUDm,forex,M15,DYNAMIC_SL_TP,7.11,1.6393499999999999,1.6393499999999999,1.63952,1.639435,BUY,BUY,PROJECTED,0.9421,0.7451,-0.0005391428571430182,RANGE,57,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.63935,ZF_FIBO_BUY_LIMIT,11.8,118.0,1.63817,DATA_DRIVEN,15.6,156.0,1.64091,DATA_DRIVEN,1.32,1.7000000000022553,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8950000000007894,STRESSED,False,0.9950000000007894,0.1544,True,1.64096,1.64179,1.64262,True,0.06590274337634883,-0.4425949241676695,True,0.5867951982768695,,,,,,,,0.0,False,False,NEW_SYMBOL,PROFILE_LOCK,False,WATCH HISTORIS,Pair watch-only butuh confidence lebih tinggi untuk proyeksi.,STRESSED,Jangan entry. Pair ini belum lolos validasi historis.,WATCH_ONLY,0.2017,73.68,63,,0,LONDON_NY_OVERLAP,52.05,WATCH,quality 52.0 < 55.0,64.40307599138436
GBPNZDm,forex,M15,DYNAMIC_SL_TP,4.9,2.3023,2.3023,2.30254,2.3024199999999997,BUY,BUY,STRICT,1.25,0.9651,-0.0008251428571427375,RANGE,73,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.3023,ZF_FIBO_BUY_LIMIT,22.4,224.0,2.30006,DATA_DRIVEN,29.6,296.0,2.30526,DATA_DRIVEN,1.32,2.4000000000023998,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.3849,True,2.30227,2.30337,2.30447,True,0.08907635505267733,-0.3811917033195958,True,0.7051854066985646,NEUTRAL,0.02928700165726316,0.6180726144877653,1.1,STRESSED,0.05978935339541417,0.08711279221079926,0.0,True,False,RESONANCE_MISMATCH,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,ANOMALOUS,Jangan entry. Risiko slippage terlalu besar.,WATCH_ONLY,0.1758,68.33,65,,0,LONDON_NY_OVERLAP,54.16,WATCH,quality 54.2 < 55.0,73.32672703349282
NZDCADm,forex,M15,DYNAMIC_SL_TP,6.18,0.81541,0.81541,0.81559,0.8155,NEUTRAL,NEUTRAL,ZF_FLOOR_BLOCK,1.25,0.8806,0.00017742857142857818,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.81541,MARKET_REFERENCE,12.3,123.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.5413,True,0.81489,0.81527,0.81566,True,0.039665607905871265,0.5072613733620018,False,0.4101769127977857,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.1598,71.62,80,,0,LONDON_NY_OVERLAP,33.68,NEUTRAL,Belum ada arah BUY/SELL matang.,47.58288456398893
AUDCADm,forex,M15,DYNAMIC_SL_TP,7.59,0.99064,0.99064,0.99082,0.99073,NEUTRAL,NEUTRAL,ZF_FLOOR_BLOCK,1.25,0.8787,0.0002628571428570865,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.99064,MARKET_REFERENCE,15.5,155.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.80000000000069,1.58,0.0,0.0,0.0,0.0,False,,0.0,0.9300000000002415,STRESSED,False,1.0300000000002416,0.9024,True,0.98893,0.98932,0.98971,True,0.03213742845431908,0.5452949468178948,False,0.4097689382210633,NEUTRAL,0.09212325704442209,0.5074261318642554,1.0300000000002416,STRESSED,-0.05998582859010301,-0.09765719364319214,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0978,69.23,92,,0,LONDON_NY_OVERLAP,32.23,NEUTRAL,Belum ada arah BUY/SELL matang.,46.09614469110532
AUDNZDm,forex,M15,DYNAMIC_SL_TP,6.44,1.21477,1.21477,1.21497,1.21487,NEUTRAL,NEUTRAL,NEUTRAL,0.4384,0.3801,6.228571428564114e-05,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.21477,MARKET_REFERENCE,13.3,133.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.000000000002,1.75,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.8433,False,1.21277,1.21328,1.21379,True,0.01277704266278427,0.051964201377259114,False,0.38457998692261164,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0902,57.89,62,,0,LONDON_NY_OVERLAP,17.93,NEUTRAL,Belum ada arah BUY/SELL matang.,24.15159993461306
AUDCHFm,forex,M15,DYNAMIC_SL_TP,5.39,0.56067,0.56067,0.56076,0.5607150000000001,NEUTRAL,NEUTRAL,NEUTRAL,0.9492,0.6798,0.00015371428571430692,TREND,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,0.56067,MARKET_REFERENCE,9.5,95.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.6098,False,0.55983,0.56027,0.5607,True,0.04429115362349759,0.43289534902621385,True,0.359247365470214,,,,,,,,0.0,False,False,NEW_SYMBOL,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,WATCH_ONLY,0.0874,71.58,99,,0,LONDON_NY_OVERLAP,38.87,NEUTRAL,Belum ada arah BUY/SELL matang.,44.78753682735107
