Symbol,Timeframe,Exit_Mode,Expected_Hold_Hours,Close,Bid,Ask,Mid_Price,Direction,Projected_Direction,Signal_Type,Setup_Maturity,Projection_Score,Projection_Price_Slope,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Optimizer_Projection_Maturity_Floor,Optimizer_Projection_ZF_Floor,Optimizer_Projection_Confidence_Floor,Dynamic_Lot,Entry_Price,SL_Pips,SL_Points,SL_Price,SL_Model,TP_Pips,TP_Points,TP_Price,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,User_Recommendation,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals,Market_Session,Accuracy_Quality_Score,Accuracy_Gate,Accuracy_Gate_Reason,Ranking_Score
UKOILm,H4,ZF_DYNAMIC_SL_TP,39.95,80.609,80.609,80.64,80.6245,NEUTRAL,NEUTRAL,NEUTRAL,0.4442,0.5997,-0.3890285714285704,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,80.609,172.8,1728.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,3.100000000000591,2.71,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.1588889694757604,-14.651894106219165,True,0.7772133563728321,NEUTRAL,0.3845120718070746,0.7550795810100477,1.1,VOID,-0.2256231023313142,0.02213377536278438,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,Jangan entry. Likuiditas/spread sedang tidak sehat.,TRADEABLE,0.9458,94.58,166,,0,LONDON,23.62,NEUTRAL,Belum ada arah BUY/SELL matang.,39.11706678186416
USOILm,H4,ZF_DYNAMIC_SL_TP,52.04,77.334,77.334,77.354,77.344,NEUTRAL,NEUTRAL,NEUTRAL,0.0167,0.339,-0.41314285714285826,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,77.334,176.4,1764.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.999999999999602,1.75,0.0,0.0,0.0,0.0,False,,0.0,0.9999999999998608,STRESSED,False,1.0999999999998609,0.4238358119763772,-7.543671112240647,True,0.7632674037382625,NEUTRAL,0.20936230055195246,0.7839784138586018,1.0999999999998609,STRESSED,0.21447351142442475,-0.020711010120339268,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.9255,92.55,188,,0,LONDON,24.64,NEUTRAL,Belum ada arah BUY/SELL matang.,32.443537018691316
USDJPYm,H4,ZF_DYNAMIC_SL_TP,81.62,160.268,160.268,160.278,160.273,NEUTRAL,NEUTRAL,NEUTRAL,0.0513,0.2327,-0.003885714285718212,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,160.268,26.8,268.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,0.9999999999990905,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999996817,LAMINAR,False,0.7499999999996817,0.016045153493507814,0.08784725152016631,False,0.6566348635123739,NEUTRAL,0.0004476028086854709,0.6808526172288433,0.7499999999996817,LAMINAR,0.015597550684822343,-0.024217753716469392,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.9051,90.51,158,,0,LONDON,32.62,NEUTRAL,Belum ada arah BUY/SELL matang.,36.52657431756187
GBPJPYm,H4,ZF_DYNAMIC_SL_TP,97.13,215.064,215.064,215.086,215.075,NEUTRAL,NEUTRAL,NEUTRAL,0.0942,0.3277,-0.011000000000000317,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,215.064,40.8,408.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.200000000001978,1.93,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.010141730745315587,-0.15909123932849656,True,0.7690752637161566,NEUTRAL,0.01868604531938118,0.7607059349033878,1.1,STRESSED,-0.008544314574065593,0.008369328812768861,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8932,89.32,206,,0,LONDON,23.72,NEUTRAL,Belum ada arah BUY/SELL matang.,32.68977631858078
EURNZDm,H4,ZF_DYNAMIC_SL_TP,85.31,1.9916,1.9916,1.9918200000000001,1.99171,NEUTRAL,NEUTRAL,NEUTRAL,0.148,0.3624,0.0008745714285714064,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.9916,49.2,492.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.2000000000010895,1.93,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.027650698876044228,1.3526299059977445,True,0.7952006419863646,NEUTRAL,0.049925858365749726,0.7696177756907496,1.1,STRESSED,-0.022275159489705498,0.025582866295615014,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8782,87.82,238,,0,LONDON,24.55,NEUTRAL,Belum ada arah BUY/SELL matang.,33.89770320993183
EURAUDm,H4,ZF_DYNAMIC_SL_TP,142.4,1.64219,1.64219,1.64236,1.6422750000000002,NEUTRAL,NEUTRAL,NEUTRAL,0.6135,0.5669,0.0009462857142857923,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.64219,37.1,371.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7000000000000348,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8950000000000122,STRESSED,False,0.9950000000000122,0.1239677718065932,-0.7040867285951011,False,0.6466126496010098,NEUTRAL,0.11635371920935256,0.6372101308334336,0.9950000000007894,STRESSED,0.007614052597240642,0.009402518767576251,-7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8395,83.95,162,,0,LONDON,35.46,NEUTRAL,Belum ada arah BUY/SELL matang.,45.98406324800506
CADJPYm,H4,ZF_DYNAMIC_SL_TP,144.14,114.412,114.412,114.429,114.4205,NEUTRAL,NEUTRAL,NEUTRAL,0.0681,0.2647,-0.04002857142856886,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,114.412,22.2,222.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.6999999999995907,1.49,0.0,0.0,0.0,0.0,False,,0.0,0.8949999999998568,STRESSED,False,0.9949999999998568,0.044368397026012855,-0.3924897835665493,False,0.7032231321417131,NEUTRAL,0.043276320094697784,0.7046885870196484,0.9949999999998568,STRESSED,0.001092076931315071,-0.0014654548779353682,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8125,81.25,176,,0,LONDON,25.45,NEUTRAL,Belum ada arah BUY/SELL matang.,31.603215660708564
GBPCADm,H4,ZF_DYNAMIC_SL_TP,148.67,1.8796300000000001,1.8796300000000001,1.87981,1.87972,NEUTRAL,NEUTRAL,NEUTRAL,0.0537,0.2743,0.0005497142857143201,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.87963,33.5,335.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.7999999999984695,1.57,0.0,0.0,0.0,0.0,False,,0.0,0.9299999999994644,STRESSED,False,1.0299999999994645,0.050932707242860475,0.273443894642164,True,0.7263593838236172,NEUTRAL,0.02133501379484333,0.7637988442383111,1.0299999999994645,STRESSED,0.029597693448017146,-0.037439460414693926,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.8053,80.53,190,,0,LONDON,24.38,NEUTRAL,Belum ada arah BUY/SELL matang.,30.784796919118087
GBPNZDm,H4,ZF_DYNAMIC_SL_TP,110.51,2.30366,2.30366,2.3039,2.3037799999999997,NEUTRAL,NEUTRAL,NEUTRAL,0.007,0.2716,0.0006979999999997853,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,2.30366,54.8,548.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,2.4000000000023998,2.1,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.02606998423418655,0.8238515644086795,False,0.7929098837527753,NEUTRAL,0.06837733357154793,0.7456763571419363,1.1,STRESSED,-0.04230734933736138,0.047233526610839016,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,Jangan entry. Risiko slippage terlalu besar.,TRADEABLE,0.7921,79.21,202,,0,LONDON,18.63,NEUTRAL,Belum ada arah BUY/SELL matang.,26.996649418763877
GBPCHFm,H4,ZF_DYNAMIC_SL_TP,169.13,1.06663,1.06663,1.06678,1.066705,NEUTRAL,NEUTRAL,NEUTRAL,0.9356,0.7598,0.00020342857142855228,RANGE,0,DEFAULT,60,3.0,2.0,0.55,0.45,58,0.0,1.06663,18.6,186.0,,DATA_DRIVEN,0.0,0.0,,NO_SIGNAL,0.0,1.5000000000009448,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8250000000003306,STRESSED,False,0.9250000000003306,0.07880148747244134,-0.8038729328536801,True,0.6610187765791969,NEUTRAL,0.06121963545123695,0.6904541012652511,0.9250000000003306,STRESSED,0.017581852021204387,-0.029435324686054143,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,Tidak ada entry. Tunggu sinyal BUY/SELL berikutnya.,TRADEABLE,0.7913,79.13,206,,0,LONDON,42.08,NEUTRAL,Belum ada arah BUY/SELL matang.,54.07949388289598
