Symbol,Close,Bid,Ask,Mid_Price,Direction,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals
GBPAUD.m,1.89975,1.89975,1.89988,1.899815,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,27.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.2999999999996346,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.754999999999872,STRESSED,False,0.854999999999872,0.017938504317758754,-0.016918061026273155,False,0.6758588579659324,NEUTRAL,0.022276776780188173,0.6714008008473544,0.8550000000006491,STRESSED,-0.004338272462429418,0.0044580571185779405,-7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,UNVALIDATED,,,0,,0
GBPCHF.m,1.0677699999999999,1.0677699999999999,1.06788,1.067825,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,8.6,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.1000000000005448,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6850000000001906,LAMINAR,False,0.7850000000001905,0.00018750526480543659,-0.0031132001965251447,False,0.7058088968165754,NEUTRAL,0.01871862362943631,0.6072011195378675,0.6450000000000506,LAMINAR,-0.018531118364630873,0.09860777727870795,0.1400000000001399,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPJPY.m,215.27,215.27,215.301,215.2855,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,23.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,3.099999999997749,2.71,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.011267383777410397,0.6883380976044949,False,0.7451577261850495,NEUTRAL,0.015177832742548384,0.7392224739960056,1.1,STRESSED,-0.003910448965137987,0.005935252189043894,0.0,False,True,RESONANCE_MISMATCH,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
GBPUSD.m,1.34375,1.34375,1.34384,1.343795,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,18.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.08682516010314552,0.20956981557417378,True,0.6095310337229236,NEUTRAL,0.06775388925895912,0.5614914015943901,0.6450000000000506,LAMINAR,0.019071270844186403,0.04803963212853346,0.06999999999968154,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
NZDUSD.m,0.58486,0.58486,0.58491,0.5848850000000001,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,13.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.08421156180115098,0.04590674407009604,False,0.5650301173834036,NEUTRAL,0.09058173348921711,0.5601418418424202,0.5749999999999807,LAMINAR,-0.006370171688066126,0.004888275540983367,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
USDCAD.m,1.39727,1.39727,1.39736,1.3973149999999999,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,10.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.03971445561923804,-0.11463683199183247,True,0.5850193413338294,NEUTRAL,0.04131938432292659,0.5725374152208453,0.6799999999995028,LAMINAR,-0.0016049287036885504,0.012481926112984043,0.0350000000002294,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
USDCHF.m,0.79459,0.79459,0.79468,0.794635,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,8.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.08440780091397578,-0.17534237330078883,True,0.6009976762383742,NEUTRAL,0.08763145512804998,0.5898534300993062,0.6450000000000506,LAMINAR,-0.003223654214074209,0.011144246139067948,0.07000000000007012,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
USDJPY.m,160.202,160.202,160.213,160.20749999999998,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,13.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.099999999999568,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6849999999998488,LAMINAR,False,0.7849999999998488,0.07438546415214757,0.2856931610502834,True,0.643324211402104,NEUTRAL,0.08384428526117714,0.653371408648861,0.6800000000003422,LAMINAR,-0.00945882110902957,-0.010047197246756956,0.1049999999995066,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
AUDCAD.m,0.98829,0.98829,0.98835,0.98832,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,17.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.5999999999994897,0.52,0.0,0.0,0.0,0.0,False,,0.0,0.5099999999998214,LAMINAR,False,0.6099999999998214,0.030104136026234806,0.11088303243882747,False,0.6164240339072169,NEUTRAL,0.04926414934117768,0.5893858399291033,0.6450000000000506,LAMINAR,-0.019160013314942877,0.02703819397811358,-0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,TRADEABLE,0.0511,46.35,752,,0
AUDCHF.m,0.56203,0.56203,0.5621,0.562065,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,7.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.014469454359339329,0.06124984543973371,False,0.6540757072061003,NEUTRAL,0.0019184431677857015,0.6982827134140552,0.6099999999998214,LAMINAR,0.012551011191553628,-0.044207006207954924,0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
EURNZD.m,1.9828999999999999,1.9828999999999999,1.98298,1.98294,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,27.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8000000000008001,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000002801,LAMINAR,False,0.68000000000028,0.010621080059267159,0.14167726420670096,False,0.6801077327082959,NEUTRAL,0.0198466382098924,0.6601494288203654,0.714999999998955,LAMINAR,-0.00922555815062524,0.019958303887930517,-0.03499999999867498,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPCAD.m,1.87757,1.87757,1.87768,1.877625,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,15.3,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.1000000000005448,0.96,0.0,0.0,0.0,0.0,False,,0.0,0.6850000000001906,LAMINAR,False,0.7850000000001905,0.045192375367056406,0.079865020865032,True,0.5882409794644677,NEUTRAL,0.026947380392634456,0.6153010990301266,0.6450000000000506,LAMINAR,0.01824499497442195,-0.027060119565658902,0.1400000000001399,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPNZD.m,2.2974,2.2974,2.2976,2.2975000000000003,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,30.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.9999999999997797,1.75,0.0,0.0,0.0,0.0,False,,0.0,0.999999999999923,STRESSED,False,1.099999999999923,0.007594965908612162,0.32735587046238857,False,0.7681042499795668,NEUTRAL,0.025670237640292005,0.7003028066433653,0.9599999999990055,STRESSED,-0.018075271731679846,0.06780144333620153,0.1400000000009175,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,UNVALIDATED,,,0,,0
NZDCAD.m,0.8172,0.8172,0.81727,0.817235,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,12.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.04359888011737582,-0.06750489680275892,False,0.6250587875907312,NEUTRAL,0.05043080034159375,0.6089875395388267,0.6099999999998214,LAMINAR,-0.006831920224217934,0.01607124805190452,0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
NZDCHF.m,0.46474,0.46474,0.46482,0.46477999999999997,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,7.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.800000000000245,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000000858,LAMINAR,False,0.6800000000000858,0.0018577040313245959,-0.1448065299915663,False,0.6917591778194475,NEUTRAL,0.006512656704142106,0.672928584535845,0.6450000000000506,LAMINAR,-0.0046549526728175104,0.01883059328360248,0.035000000000035114,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,TRADEABLE,0.0376,45.6,777,,0
NZDJPY.m,93.698,93.698,93.71,93.704,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,16.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.2000000000000455,1.05,0.0,0.0,0.0,0.0,False,,0.0,0.720000000000016,LAMINAR,False,0.8200000000000159,0.007846225589323838,0.34421955197239545,False,0.6966318998591422,NEUTRAL,0.007345665222508637,0.6840625052856012,0.7500000000001791,LAMINAR,0.0005005603668152012,0.012569394573541004,0.06999999999983686,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
XAGUSD.m,70.217,70.217,70.253,70.235,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,80.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,3.6000000000001364,3.15,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.5003476957760663,7.919294736177866,False,0.6817483594549139,NEUTRAL,0.3928438753254295,0.7063732854235389,1.1,VOID,0.10750382045063678,-0.02462492596862509,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
XAUUSD.m,4316.61,4316.61,4316.85,4316.73,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,2775.2,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,24.00000000006912,21.0,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.06075329382328713,3.8139625047994388,True,0.7490304857226902,NEUTRAL,0.10085564675766448,0.7398501347065838,1.1,VOID,-0.04010235293437735,0.00918035101610637,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,TRADEABLE,0.0748,47.72,751,,0
