Symbol,Close,Bid,Ask,Mid_Price,Direction,Regime,Confidence,Optimizer_Mode,Optimizer_Confidence_Floor,Optimizer_Max_Spread_Pips,Optimizer_Max_Slippage_Pips,Dynamic_Lot,SL_Pips,SL_Model,TP_Pips,TP_Model,RR_Ratio,Spread_Pips,Slippage_Est_Pips,Bid_Depth,Ask_Depth,Total_Depth,Depth_Imbalance,Depth_Available,Liquidity_Cluster_Price,Liquidity_Cluster_Volume,Liquidity_Stress,Liquidity_Status,Liquidity_Void,Lambda_Liquidity,Drift,Decay_Integral,Inflection_Detected,ZF_Score,Previous_Direction,Previous_Drift,Previous_ZF_Score,Previous_Lambda_Liquidity,Previous_Liquidity_Status,Delta_Drift,Delta_ZF_Score,Delta_Lambda,Direction_Changed,Liquidity_Status_Changed,Memory_Status,Risk_Mode,Trade_Allowed,Action_Signal,Risk_Note,Session_Phase,Historical_Status,Historical_Expectancy_R,Historical_Win_Rate,Historical_Signals,Live_Expectancy_R,Live_Signals
GBPAUD.m,1.8991099999999999,1.8991099999999999,1.89923,1.8991699999999998,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,26.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.2000000000011999,1.05,0.0,0.0,0.0,0.0,False,,0.0,0.7200000000004199,LAMINAR,False,0.8200000000004198,0.030461514422479526,-0.1282136933740643,True,0.6419943370169663,NEUTRAL,0.046438320819048744,0.6185189095725613,0.854999999999872,STRESSED,-0.015976806396569218,0.023475427444405006,-0.034999999999452136,False,True,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPCHF.m,1.06728,1.06728,1.06737,1.0673249999999999,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,8.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8999999999992347,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6149999999997322,LAMINAR,False,0.7149999999997322,0.02616228244583078,-0.08246255830881216,False,0.58809820482044,NEUTRAL,0.01717634577328094,0.6296443627501185,0.7499999999999615,LAMINAR,0.008985936672549842,-0.04154615792967853,-0.03500000000022929,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPJPY.m,215.206,215.206,215.235,215.22050000000002,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,22.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,2.9000000000024784,2.54,0.0,0.0,0.0,0.0,False,,0.0,1.0,STRESSED,False,1.1,0.047878962587884114,0.6016012813156182,True,0.6653074852235481,NEUTRAL,0.038051242154776004,0.6853047503444527,1.1,STRESSED,0.00982772043310811,-0.019997265120904606,0.0,False,False,LAMINAR,SLIPPAGE_LOCK,False,TUNGGU SLIPPAGE,Estimasi slippage melebihi batas.,STRESSED,UNVALIDATED,,,0,,0
GBPUSD.m,1.34387,1.34387,1.34394,1.343905,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,17.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.057446272906050325,0.19678247023099238,True,0.5847462727654928,NEUTRAL,0.07550863274858911,0.5710272080346013,0.6449999999992735,LAMINAR,-0.01806235984253879,0.013719064730891573,7.771561172376096e-13,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
NZDUSD.m,0.58489,0.58489,0.58494,0.5849150000000001,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,13.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.49999999999994493,0.44,0.0,0.0,0.0,0.0,False,,0.0,0.4749999999999807,LAMINAR,False,0.5749999999999807,0.05437168900107569,0.12910462096265668,True,0.6029123306367261,NEUTRAL,0.05829927365384835,0.5988573229880851,0.5749999999999807,LAMINAR,-0.00392758465277266,0.004055007648640974,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
USDCAD.m,1.39688,1.39688,1.39698,1.39693,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,9.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.0000000000021103,0.88,0.0,0.0,0.0,0.0,False,,0.0,0.6500000000007387,LAMINAR,False,0.7500000000007386,0.006312365536885831,-0.13071186554983558,True,0.7118362027613647,NEUTRAL,0.026042266248780463,0.6348228247704965,0.7149999999997322,LAMINAR,-0.01972990071189463,0.07701337799086827,0.03500000000100645,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
USDCHF.m,0.79416,0.79416,0.79425,0.794205,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,9.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.900000000000345,0.79,0.0,0.0,0.0,0.0,False,,0.0,0.6150000000001208,LAMINAR,False,0.7150000000001208,0.025211297547181783,-0.27171326764427667,True,0.6565405658195814,NEUTRAL,0.04997672462809523,0.6097832233343183,0.7150000000001208,LAMINAR,-0.024765427080913446,0.04675734248526309,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
USDJPY.m,160.139,160.139,160.151,160.145,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,14.0,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.2000000000000455,1.05,0.0,0.0,0.0,0.0,False,,0.0,0.720000000000016,LAMINAR,False,0.8200000000000159,0.006161277310091592,0.2168852825705056,False,0.7004286900757141,NEUTRAL,0.034955318246299646,0.5981497772185891,0.645000000000175,LAMINAR,-0.028794040936208055,0.10227891285712498,0.17499999999984095,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
AUDCAD.m,0.98843,0.98843,0.98851,0.98847,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,17.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7999999999996897,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5799999999998914,LAMINAR,False,0.6799999999998914,0.023383474261036263,0.2093971901172712,True,0.6364408242808453,NEUTRAL,0.004186665508051564,0.6712622273239255,0.6450000000000506,LAMINAR,0.019196808752984698,-0.034821403043080235,0.034999999999840714,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,TRADEABLE,0.0511,46.35,752,,0
AUDCHF.m,0.56195,0.56195,0.56203,0.56199,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,7.4,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8000000000008001,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000002801,LAMINAR,False,0.68000000000028,0.0067109199148670156,0.06817995302766723,True,0.6889497294922198,NEUTRAL,0.01889177798493364,0.64351196094971,0.68000000000028,LAMINAR,-0.012180858070066625,0.045437768542509804,0.0,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
EURNZD.m,1.98302,1.98302,1.98312,1.98307,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,27.9,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.9999999999998899,0.87,0.0,0.0,0.0,0.0,False,,0.0,0.6499999999999615,LAMINAR,False,0.7499999999999615,0.004548259215674325,0.08291744266084743,True,0.7077300864885142,NEUTRAL,0.004965712286415345,0.6951434650834806,0.68000000000028,LAMINAR,-0.00041745307074101973,0.012586621405033638,0.06999999999968143,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPCAD.m,1.87723,1.87723,1.87731,1.87727,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,14.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.8000000000008001,0.7,0.0,0.0,0.0,0.0,False,,0.0,0.5800000000002801,LAMINAR,False,0.68000000000028,0.04597597676252859,0.0742208365940221,False,0.5660080176135297,NEUTRAL,0.045024075879087605,0.5529730693805681,0.6099999999998214,LAMINAR,0.0009519008834409856,0.013034948232961585,0.0700000000004587,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
GBPNZD.m,2.2975,2.2975,2.29765,2.297575,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,31.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.5000000000009448,1.31,0.0,0.0,0.0,0.0,False,,0.0,0.8250000000003306,STRESSED,False,0.9250000000003306,0.014266451220218508,0.1363486585221363,True,0.7095248868676965,NEUTRAL,0.02524602249627309,0.6856618779996088,0.9249999999987762,STRESSED,-0.01097957127605458,0.023863008868087787,1.5543122344752192e-12,False,False,LAMINAR,NORMAL,False,STANDBY,,STRESSED,UNVALIDATED,,,0,,0
NZDCAD.m,0.81703,0.81703,0.8171,0.817065,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,12.7,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.043347881741145546,0.021709149438785536,True,0.6207066386339739,NEUTRAL,0.030387891223195657,0.6537227432238253,0.6799999999998914,LAMINAR,0.012959990517949889,-0.03301610458985138,-0.034999999999840714,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,UNVALIDATED,,,0,,0
NZDCHF.m,0.46451,0.46451,0.46458,0.464545,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,6.7,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,0.7000000000001448,0.61,0.0,0.0,0.0,0.0,False,,0.0,0.5450000000000507,LAMINAR,False,0.6450000000000506,0.02357125836047668,-0.12490829760503236,True,0.6074591257234935,NEUTRAL,0.005291289428091515,0.6768524867950921,0.6800000000000858,LAMINAR,0.018279968932385166,-0.06939336107159866,-0.035000000000035114,False,False,LAMINAR,NORMAL,False,STANDBY,,LAMINAR,TRADEABLE,0.0376,45.6,777,,0
NZDJPY.m,93.666,93.666,93.679,93.6725,NEUTRAL,RANGE,0,DEFAULT,60,3.0,2.0,0.0,16.5,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,1.300000000000523,1.14,0.0,0.0,0.0,0.0,False,,0.0,0.755000000000183,STRESSED,False,0.855000000000183,0.044643529624242326,0.4026955333427598,True,0.6314096255705721,NEUTRAL,0.02108623158992171,0.6553754373799361,0.7499999999996817,LAMINAR,0.023557298034320617,-0.02396581180936397,0.10500000000050125,False,True,RESONANCE_MISMATCH,NORMAL,False,WASPADA,,ANOMALOUS,UNVALIDATED,,,0,,0
XAGUSD.m,70.564,70.564,70.595,70.5795,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,81.1,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,3.100000000000591,2.71,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.38296298971290027,7.200854251593545,True,0.6992931480461118,NEUTRAL,0.27646286140128645,0.7252384494072668,1.1,VOID,0.10650012831161382,-0.025945301361155026,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,UNVALIDATED,,,0,,0
XAUUSD.m,4329.31,4329.31,4329.6,4329.455,NEUTRAL,TREND,0,DEFAULT,60,3.0,2.0,0.0,2720.8,DATA_DRIVEN,0.0,NO_SIGNAL,0.0,28.999999999996362,25.37,0.0,0.0,0.0,0.0,False,,0.0,1.0,VOID,True,1.1,0.12000562668537218,4.367158371647185,False,0.7244637980616107,NEUTRAL,0.014819421636318558,0.7608995689197682,1.1,VOID,0.10518620504905363,-0.036435770858157523,0.0,False,False,LAMINAR,LIQUIDITY_LOCK,False,PERTAHANAN LIKUIDITAS,Liquidity void atau spread terlalu lebar.,ANOMALOUS,TRADEABLE,0.0748,47.72,751,,0
