Position_Id,Ticket,Open_Time,Close_Time,Symbol,Direction,Volume,Entry,Exit,Profit,Swap,Commission,Net_Profit,Result,Trend_Bias_At_Open,Trend_Score_At_Open,Trend_Alignment_At_Open,Had_SL,Source
3347908827,3347908827,2026-06-24T10:55:28+08:00,2026-06-24T14:10:39+08:00,EURJPYm,BUY,0.1,183.724,183.824,6.19,0.0,0.0,6.19,WIN,SELL,-92.65,COUNTER,False,MANUAL
3347917312,3347917312,2026-06-24T10:56:07+08:00,2026-06-24T14:10:24+08:00,GBPUSDm,BUY,0.1,1.31953,1.32031,7.8,0.0,0.0,7.8,WIN,SELL,-62.4,COUNTER,False,MANUAL
